#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	2.17, -7.67, -12.03 	11.01, -3.14, -11.72 	0.00, 30.00 	12,55,25,635		0.00,0.00	0,0 	0
0       	4.36, -6.80, -11.65 	11.39, -6.02, -11.85 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	5.30, -7.03, -11.60 	11.30, -6.17, -11.78 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	5.68, -7.73, -11.36 	11.22, -6.44, -11.73 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	5.32, -8.99, -10.66 	11.24, -6.70, -11.66 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	4.77, -10.01, -9.96 	11.57, -6.98, -11.69 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	5.31, -9.87, -9.93 	12.14, -7.29, -11.88 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	7.40, -9.27, -10.41 	12.42, -7.91, -12.10 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	9.66, -9.28, -10.73 	12.24, -8.68, -12.18 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	10.51, -9.83, -10.71 	11.83, -9.37, -12.09 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	10.45, -10.26, -10.80 	11.78, -9.85, -11.94 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	10.10, -10.65, -10.89 	12.25, -9.95, -12.00 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	9.52, -11.42, -10.68 	13.02, -9.80, -12.17 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	9.31, -12.05, -10.56 	13.43, -9.80, -12.35 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	9.41, -12.60, -10.63 	13.38, -10.25, -12.34 	0.00, 30.00 	12,55,25,637		inf,inf	0,0 	0
0       	9.04, -13.41, -10.42 	12.49, -11.66, -11.87 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	8.42, -14.12, -10.03 	10.99, -13.68, -10.90 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	8.32, -14.60, -9.78 	10.74, -14.65, -9.91 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	8.51, -14.75, -9.74 	11.84, -14.28, -9.65 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	8.91, -14.86, -9.72 	12.51, -13.95, -9.64 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	9.45, -14.93, -9.71 	12.97, -13.79, -9.62 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	10.01, -14.95, -9.71 	13.72, -13.56, -9.64 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	10.43, -15.16, -9.65 	15.53, -13.16, -9.48 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	10.79, -15.49, -9.46 	15.60, -13.81, -9.18 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	11.04, -16.03, -9.07 	16.10, -14.42, -8.98 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	11.16, -16.44, -8.67 	16.67, -14.68, -8.79 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	11.44, -16.61, -8.58 	17.43, -14.66, -8.60 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.00, -16.61, -8.56 	18.02, -14.37, -8.56 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.29, -16.61, -8.57 	18.38, -14.09, -8.52 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.26, -16.74, -8.52 	18.41, -14.07, -8.49 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.31, -16.64, -8.57 	18.03, -14.24, -8.30 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.75, -16.47, -8.56 	17.55, -14.50, -8.09 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.82, -16.42, -8.50 	17.11, -14.71, -7.88 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.98, -16.43, -8.42 	16.95, -14.78, -7.75 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.70, -16.53, -8.27 	17.08, -14.80, -7.60 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
0       	12.30, -16.67, -8.11 	17.25, -14.90, -7.42 	0.00, 30.00 	12,55,25,638		inf,inf	0,0 	0
2       	11.93, -16.82, -7.98 	17.24, -15.09, -7.00 	0.00, 30.00 	12,55,25,641		200.04,98.62	0,0 	0
2       	11.63, -16.81, -7.94 	16.62, -15.35, -6.29 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.55, -16.84, -7.95 	16.28, -15.34, -5.78 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.51, -16.83, -7.95 	16.59, -15.09, -5.61 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.44, -16.83, -7.97 	16.65, -15.04, -5.50 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.44, -16.81, -7.95 	15.96, -15.40, -5.17 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.52, -16.79, -7.95 	14.83, -15.97, -4.72 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.57, -16.67, -7.93 	14.47, -16.34, -4.48 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.50, -16.62, -7.88 	14.87, -16.32, -4.54 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.53, -16.51, -7.86 	15.71, -16.17, -4.56 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.45, -16.43, -7.87 	16.52, -16.04, -4.44 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.42, -16.29, -7.92 	17.31, -15.85, -4.54 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.29, -16.23, -7.94 	17.99, -15.71, -4.71 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.28, -16.06, -7.97 	17.56, -16.32, -4.46 	0.00, 30.00 	12,55,25,641		inf,inf	0,0 	0
2       	11.11, -15.96, -8.09 	15.26, -18.04, -3.41 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	11.01, -15.73, -8.19 	12.09, -20.30, -2.14 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	11.03, -15.49, -8.24 	11.04, -21.33, -1.82 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.87, -15.25, -8.26 	12.72, -20.29, -3.27 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	11.01, -14.87, -8.29 	14.18, -18.65, -5.14 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.98, -14.68, -8.17 	11.81, -19.36, -5.21 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.79, -14.55, -8.16 	8.11, -21.30, -3.77 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.47, -14.41, -8.24 	9.44, -21.00, -3.45 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.28, -14.25, -8.34 	12.80, -19.45, -4.22 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.27, -14.05, -8.38 	14.31, -18.60, -4.77 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.25, -13.82, -8.42 	14.57, -18.35, -4.98 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.33, -13.58, -8.58 	14.77, -18.19, -5.15 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.59, -13.39, -8.60 	14.96, -18.04, -5.35 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.70, -13.15, -8.64 	15.07, -17.97, -5.51 	0.00, 30.00 	12,55,25,642		inf,inf	0,0 	0
2       	10.83, -13.00, -8.66 	15.17, -17.88, -5.67 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	10.86, -12.78, -8.77 	15.24, -17.84, -5.81 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	10.85, -12.50, -8.85 	15.47, -17.71, -5.95 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	10.98, -12.26, -8.96 	15.74, -17.49, -6.12 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.07, -11.96, -9.13 	16.02, -17.23, -6.28 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.31, -11.68, -9.23 	16.20, -16.88, -6.45 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.43, -11.53, -9.32 	16.31, -16.48, -6.64 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.51, -11.43, -9.41 	16.26, -16.02, -6.90 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.69, -11.31, -9.48 	16.31, -15.73, -7.11 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.73, -11.20, -9.59 	16.63, -15.46, -7.21 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.79, -10.97, -9.73 	17.03, -15.11, -7.30 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	12.00, -10.82, -9.85 	17.60, -14.70, -7.41 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.97, -10.58, -10.08 	18.17, -14.26, -7.54 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	12.04, -10.44, -10.22 	18.74, -13.77, -7.67 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	12.07, -10.39, -10.22 	19.09, -13.38, -7.78 	0.00, 30.00 	12,55,25,643		inf,inf	0,0 	0
2       	11.83, -10.57, -10.13 	19.17, -13.16, -7.78 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	11.76, -10.75, -10.06 	18.94, -13.09, -7.77 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	12.18, -10.74, -10.02 	18.70, -13.04, -7.71 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	13.56, -10.20, -10.10 	18.57, -12.90, -7.66 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.38, -9.18, -10.57 	18.75, -12.63, -7.64 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	16.15, -8.45, -11.15 	19.12, -12.45, -7.66 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.89, -8.54, -11.23 	19.73, -12.19, -7.78 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.05, -9.37, -10.95 	20.39, -11.74, -8.04 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	14.43, -10.47, -10.74 	20.92, -11.38, -8.31 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	14.37, -11.22, -10.86 	21.10, -11.34, -8.42 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	14.72, -11.67, -10.84 	21.22, -11.52, -8.40 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.01, -11.96, -10.71 	21.41, -11.52, -8.46 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.23, -12.23, -10.65 	21.75, -11.37, -8.68 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.48, -12.44, -10.74 	21.65, -11.50, -8.87 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	15.86, -12.64, -10.84 	21.18, -11.99, -8.92 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	16.22, -12.83, -10.87 	20.62, -12.44, -8.98 	0.00, 30.00 	12,55,25,644		inf,inf	0,0 	0
2       	16.46, -13.11, -10.86 	20.47, -12.67, -9.04 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.54, -13.58, -10.84 	20.89, -12.82, -9.00 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.56, -14.32, -10.63 	21.49, -12.95, -8.93 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.46, -15.27, -10.21 	22.07, -13.05, -8.89 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.21, -16.48, -9.80 	22.58, -13.05, -8.95 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.09, -17.44, -9.63 	22.85, -13.17, -8.96 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	16.46, -17.79, -9.51 	22.65, -13.84, -8.62 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	17.20, -17.82, -9.40 	21.71, -16.13, -7.21 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	17.89, -17.66, -9.45 	22.49, -18.77, -5.28 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	18.46, -17.35, -9.56 	27.86, -15.12, -6.82 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	19.03, -16.99, -9.61 	28.51, -13.79, -7.93 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	19.29, -16.89, -9.62 	26.56, -14.32, -7.86 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	19.06, -17.06, -9.47 	26.27, -14.19, -7.69 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	18.51, -17.32, -9.26 	26.37, -13.81, -7.66 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	18.53, -17.30, -9.00 	26.62, -13.31, -7.69 	0.00, 30.00 	12,55,25,645		inf,inf	0,0 	0
2       	19.39, -17.08, -8.91 	26.95, -12.77, -7.79 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	19.81, -16.80, -9.10 	26.67, -12.54, -7.88 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	20.09, -16.36, -9.23 	25.91, -12.64, -7.81 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	20.45, -16.03, -9.11 	24.99, -12.65, -7.73 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	20.41, -15.96, -8.90 	23.87, -12.39, -7.62 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	19.57, -16.24, -8.45 	22.28, -12.44, -7.36 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.49, -16.86, -7.63 	20.45, -13.47, -6.78 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	17.87, -17.59, -6.92 	19.38, -14.75, -6.24 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	17.89, -17.95, -6.58 	19.43, -15.41, -5.96 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.14, -17.93, -6.58 	19.79, -15.46, -5.91 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.24, -17.93, -6.58 	19.97, -15.09, -5.82 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.44, -17.89, -6.64 	19.03, -14.46, -5.14 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.82, -17.80, -6.77 	16.99, -12.62, -3.08 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	19.88, -17.38, -7.27 	18.45, -10.54, -1.84 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	22.02, -16.60, -8.14 	22.19, -9.61, -2.19 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	22.39, -17.08, -8.15 	25.37, -8.80, -3.53 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	21.39, -18.16, -8.05 	27.24, -7.79, -5.12 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	20.29, -18.74, -7.97 	27.84, -7.42, -6.00 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	19.29, -19.16, -7.78 	27.63, -7.73, -6.43 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.68, -19.42, -7.59 	26.92, -8.40, -6.60 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.35, -19.54, -7.58 	25.25, -10.20, -6.87 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.18, -19.57, -7.58 	20.60, -15.89, -7.75 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.13, -19.61, -7.55 	20.71, -17.58, -8.69 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.06, -19.68, -7.56 	20.47, -18.62, -8.37 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.07, -19.70, -7.54 	20.00, -19.30, -8.03 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.08, -19.70, -7.54 	19.61, -19.33, -7.81 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.10, -19.70, -7.55 	19.71, -18.95, -7.59 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.13, -19.74, -7.53 	20.28, -18.55, -7.26 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.08, -19.81, -7.56 	20.21, -18.72, -6.65 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	18.06, -19.87, -7.60 	18.48, -19.75, -5.65 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	17.88, -20.05, -7.62 	15.64, -21.26, -4.36 	0.00, 30.00 	12,55,25,646		inf,inf	0,0 	0
2       	17.65, -20.29, -7.63 	13.92, -22.33, -3.46 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.57, -20.48, -7.75 	13.41, -22.98, -3.02 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.87, -20.55, -7.93 	13.59, -23.48, -2.74 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	18.03, -20.65, -8.10 	16.01, -23.80, -2.37 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	18.10, -20.86, -8.19 	26.03, -16.63, -5.01 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.97, -21.11, -8.22 	20.48, -17.69, -3.83 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.87, -21.28, -8.24 	17.57, -19.22, -2.24 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.79, -21.51, -8.20 	22.91, -17.66, -2.35 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.48, -21.92, -8.13 	28.48, -15.13, -3.81 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.02, -22.26, -8.12 	27.73, -15.47, -4.56 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.51, -22.60, -8.17 	23.19, -18.09, -4.42 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.39, -22.73, -8.26 	20.56, -19.59, -4.47 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.52, -22.74, -8.42 	19.19, -20.47, -4.62 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.75, -22.69, -8.60 	18.47, -21.08, -4.65 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.99, -22.72, -8.71 	18.08, -21.52, -4.60 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.15, -22.79, -8.71 	17.69, -22.10, -4.49 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.22, -22.88, -8.70 	17.54, -22.76, -4.37 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.16, -22.92, -8.71 	18.29, -22.81, -4.48 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.24, -23.00, -8.74 	20.02, -22.29, -4.67 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.34, -23.07, -8.78 	21.61, -21.83, -4.83 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.19, -23.18, -8.82 	22.24, -21.78, -4.82 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.11, -23.18, -8.93 	22.23, -22.11, -4.69 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.20, -23.09, -9.06 	21.88, -22.40, -4.64 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.28, -22.90, -9.26 	21.44, -22.51, -4.65 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.23, -22.74, -9.49 	21.09, -22.53, -4.77 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	17.14, -22.61, -9.76 	20.82, -22.53, -4.90 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	16.76, -22.57, -9.97 	20.56, -22.49, -5.08 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	15.99, -22.87, -9.97 	20.29, -22.38, -5.38 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	14.72, -23.31, -9.81 	20.35, -22.14, -5.68 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.88, -23.62, -9.79 	20.90, -21.94, -5.95 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.68, -23.79, -9.92 	21.47, -21.85, -6.15 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.62, -23.75, -10.16 	21.88, -21.85, -6.19 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.67, -23.52, -10.45 	21.82, -21.86, -6.18 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.66, -23.22, -10.70 	21.82, -21.91, -6.19 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.72, -23.07, -10.80 	21.70, -21.94, -6.19 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.54, -23.13, -10.80 	21.41, -22.10, -6.24 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	13.18, -23.09, -10.82 	20.92, -22.27, -6.55 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	12.76, -23.15, -10.81 	20.67, -22.50, -7.00 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	12.22, -23.27, -10.65 	20.60, -22.94, -7.09 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	11.57, -23.58, -10.56 	20.23, -23.56, -6.61 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	11.02, -23.77, -10.60 	19.77, -24.00, -5.99 	0.00, 30.00 	12,55,25,647		inf,inf	0,0 	0
2       	10.53, -23.88, -10.75 	19.58, -24.14, -5.61 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	10.32, -23.87, -11.02 	19.66, -24.11, -5.52 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	10.43, -23.65, -11.33 	19.90, -23.88, -5.52 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	10.37, -23.20, -11.75 	20.12, -23.71, -5.58 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	10.20, -22.62, -12.04 	20.23, -23.64, -5.61 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	9.69, -22.10, -12.11 	20.33, -23.57, -5.65 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	8.79, -21.68, -12.10 	20.33, -23.53, -5.65 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	7.43, -21.45, -12.17 	20.29, -23.52, -5.67 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	6.09, -21.15, -12.29 	20.32, -23.53, -5.65 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	5.17, -20.85, -12.48 	20.34, -23.56, -5.63 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	4.19, -20.59, -12.71 	20.35, -23.49, -5.62 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	3.23, -20.32, -13.00 	20.64, -23.35, -5.61 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	2.64, -20.17, -13.27 	21.00, -23.22, -5.60 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	2.60, -20.11, -13.47 	21.11, -23.14, -5.61 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	2.60, -19.98, -13.66 	21.14, -23.12, -5.64 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	2.48, -19.74, -13.81 	21.13, -23.06, -5.70 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	2.39, -19.63, -13.69 	21.27, -22.98, -5.81 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
2       	1.83, -19.74, -13.35 	21.25, -22.94, -5.90 	0.00, 30.00 	12,55,25,648		inf,inf	0,0 	0
