#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-0.70, -0.57, -7.08 	-37.07, -14.19, -5.93 	0.00, 10.00 	13,29,12,461		0.00,0.00	0,0 	0
0       	-0.57, -0.70, -6.99 	-37.17, -14.25, -5.87 	0.00, 10.00 	13,29,12,464		inf,inf	0,0 	0
0       	-0.57, -0.69, -6.99 	-37.17, -14.25, -5.87 	0.00, 10.00 	13,29,12,464		inf,-nan	0,0 	0
0       	-0.56, -0.69, -6.99 	-37.17, -14.23, -5.89 	0.00, 10.00 	13,29,12,464		inf,inf	0,0 	0
0       	-0.57, -0.69, -7.00 	-37.18, -14.24, -5.87 	0.00, 10.00 	13,29,12,464		inf,inf	0,0 	0
0       	-0.57, -0.69, -6.98 	-37.19, -14.25, -5.88 	0.00, 10.00 	13,29,12,464		-nan,inf	0,0 	0
0       	-0.58, -0.67, -6.99 	-37.19, -14.25, -5.87 	0.00, 10.00 	13,29,12,464		inf,-nan	0,0 	0
0       	-0.58, -0.68, -6.99 	-37.19, -14.23, -5.87 	0.00, 10.00 	13,29,12,464		inf,inf	0,0 	0
0       	-0.58, -0.68, -6.98 	-37.19, -14.23, -5.87 	0.00, 10.00 	13,29,12,464		-nan,-nan	0,0 	0
0       	-0.55, -0.70, -6.98 	-37.22, -14.24, -5.88 	0.00, 10.00 	13,29,12,464		inf,inf	0,0 	0
0       	-0.55, -0.70, -6.99 	-37.22, -14.25, -5.88 	0.00, 10.00 	13,29,12,465		-nan,inf	0,0 	0
0       	-0.58, -0.67, -7.00 	-37.17, -14.24, -5.88 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.58, -0.67, -7.01 	-37.22, -14.23, -5.88 	0.00, 10.00 	13,29,12,465		-nan,inf	0,0 	0
0       	-0.54, -0.66, -7.02 	-37.21, -14.23, -5.89 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.52, -0.66, -7.04 	-37.18, -14.22, -5.88 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.52, -0.64, -7.04 	-37.18, -14.22, -5.88 	0.00, 10.00 	13,29,12,465		inf,-nan	0,0 	0
0       	-0.51, -0.64, -7.03 	-37.20, -14.20, -5.88 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.46, -0.64, -7.00 	-37.21, -14.23, -5.87 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.52, -0.62, -7.01 	-37.20, -14.28, -5.86 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.55, -0.59, -7.01 	-37.20, -14.26, -5.85 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.58, -0.61, -6.99 	-37.20, -14.26, -5.85 	0.00, 10.00 	13,29,12,465		inf,-nan	0,0 	0
0       	-0.64, -0.61, -7.01 	-37.18, -14.26, -5.83 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.65, -0.63, -7.02 	-37.18, -14.24, -5.83 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.63, -0.61, -7.04 	-37.18, -14.24, -5.83 	0.00, 10.00 	13,29,12,465		inf,-nan	0,0 	0
0       	-0.61, -0.60, -7.01 	-37.17, -14.25, -5.84 	0.00, 10.00 	13,29,12,465		inf,inf	0,0 	0
0       	-0.58, -0.61, -7.03 	-37.17, -14.24, -5.83 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.56, -0.59, -7.04 	-37.17, -14.25, -5.84 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.55, -0.59, -7.04 	-37.18, -14.23, -5.84 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.56, -0.59, -7.03 	-37.19, -14.22, -5.83 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.59, -0.62, -7.02 	-37.18, -14.26, -5.81 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.59, -0.62, -7.01 	-37.21, -14.27, -5.81 	0.00, 10.00 	13,29,12,466		-nan,inf	0,0 	0
0       	-0.59, -0.62, -7.03 	-37.21, -14.27, -5.81 	0.00, 10.00 	13,29,12,466		-nan,-nan	0,0 	0
0       	-0.59, -0.61, -7.02 	-37.21, -14.27, -5.81 	0.00, 10.00 	13,29,12,466		inf,-nan	0,0 	0
0       	-0.59, -0.63, -7.02 	-37.18, -14.26, -5.82 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.60, -0.62, -7.03 	-37.18, -14.26, -5.83 	0.00, 10.00 	13,29,12,466		inf,-nan	0,0 	0
0       	-0.60, -0.62, -7.03 	-37.19, -14.27, -5.83 	0.00, 10.00 	13,29,12,466		-nan,inf	0,0 	0
0       	-0.59, -0.60, -7.03 	-37.19, -14.27, -5.83 	0.00, 10.00 	13,29,12,466		inf,-nan	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.20, -14.27, -5.82 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.57, -0.62, -7.03 	-37.20, -14.28, -5.82 	0.00, 10.00 	13,29,12,466		inf,inf	0,0 	0
0       	-0.57, -0.62, -7.03 	-37.20, -14.27, -5.82 	0.00, 10.00 	13,29,12,466		-nan,inf	0,0 	0
0       	-0.59, -0.62, -7.02 	-37.21, -14.31, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.57, -0.62, -7.02 	-37.20, -14.31, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.22, -14.30, -5.82 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.58, -0.60, -7.04 	-37.21, -14.29, -5.84 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.58, -0.59, -7.05 	-37.25, -14.27, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.55, -0.59, -7.07 	-37.23, -14.26, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.51, -0.60, -7.06 	-37.24, -14.26, -5.82 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.54, -0.59, -7.05 	-37.24, -14.26, -5.82 	0.00, 10.00 	13,29,12,467		inf,-nan	0,0 	0
0       	-0.53, -0.60, -7.05 	-37.24, -14.25, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.52, -0.60, -7.04 	-37.24, -14.25, -5.81 	0.00, 10.00 	13,29,12,467		inf,-nan	0,0 	0
0       	-0.53, -0.61, -7.04 	-37.24, -14.27, -5.81 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.52, -0.60, -7.04 	-37.24, -14.28, -5.80 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.52, -0.59, -7.05 	-37.21, -14.28, -5.80 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.51, -0.58, -7.06 	-37.26, -14.28, -5.80 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.52, -0.59, -7.05 	-37.27, -14.30, -5.79 	0.00, 10.00 	13,29,12,467		inf,inf	0,0 	0
0       	-0.55, -0.60, -7.04 	-37.31, -14.25, -5.80 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.55, -0.60, -7.04 	-37.32, -14.27, -5.79 	0.00, 10.00 	13,29,12,468		-nan,inf	0,0 	0
0       	-0.53, -0.60, -7.05 	-37.29, -14.28, -5.78 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.54, -0.59, -7.04 	-37.31, -14.29, -5.77 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.54, -0.59, -7.04 	-37.31, -14.29, -5.77 	0.00, 10.00 	13,29,12,468		-nan,-nan	0,0 	0
0       	-0.54, -0.59, -7.04 	-37.31, -14.33, -5.76 	0.00, 10.00 	13,29,12,468		-nan,inf	0,0 	0
0       	-0.54, -0.59, -7.04 	-37.31, -14.33, -5.76 	0.00, 10.00 	13,29,12,468		-nan,-nan	0,0 	0
0       	-0.59, -0.61, -7.03 	-37.31, -14.33, -5.74 	0.00, 10.00 	13,29,12,468		inf,-nan	0,0 	0
0       	-0.59, -0.61, -7.04 	-37.33, -14.34, -5.73 	0.00, 10.00 	13,29,12,468		-nan,inf	0,0 	0
0       	-0.59, -0.61, -7.04 	-37.33, -14.34, -5.73 	0.00, 10.00 	13,29,12,468		-nan,-nan	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.31, -14.32, -5.73 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.35, -14.32, -5.73 	0.00, 10.00 	13,29,12,468		-nan,inf	0,0 	0
0       	-0.56, -0.62, -7.02 	-37.35, -14.31, -5.73 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.57, -0.62, -7.02 	-37.36, -14.33, -5.73 	0.00, 10.00 	13,29,12,468		inf,inf	0,0 	0
0       	-0.57, -0.62, -7.02 	-37.35, -14.32, -5.73 	0.00, 10.00 	13,29,12,468		-nan,inf	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.35, -14.32, -5.73 	0.00, 10.00 	13,29,12,469		inf,-nan	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.35, -14.32, -5.73 	0.00, 10.00 	13,29,12,469		-nan,-nan	0,0 	0
0       	-0.57, -0.61, -7.03 	-37.34, -14.32, -5.73 	0.00, 10.00 	13,29,12,469		-nan,inf	0,0 	0
0       	-0.57, -0.62, -7.02 	-37.34, -14.34, -5.73 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.57, -0.61, -7.04 	-37.34, -14.35, -5.73 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.55, -0.60, -7.03 	-37.33, -14.32, -5.74 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.55, -0.59, -7.05 	-37.35, -14.34, -5.74 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.52, -0.61, -7.05 	-37.36, -14.29, -5.75 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.52, -0.60, -7.06 	-37.36, -14.29, -5.75 	0.00, 10.00 	13,29,12,469		inf,-nan	0,0 	0
0       	-0.52, -0.61, -7.05 	-37.38, -14.29, -5.77 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.55, -0.60, -7.03 	-37.38, -14.29, -5.77 	0.00, 10.00 	13,29,12,469		inf,-nan	0,0 	0
0       	-0.56, -0.60, -7.03 	-37.41, -14.27, -5.74 	0.00, 10.00 	13,29,12,469		inf,inf	0,0 	0
0       	-0.56, -0.60, -7.03 	-37.40, -14.27, -5.74 	0.00, 10.00 	13,29,12,469		-nan,inf	0,0 	1
0       	-0.56, -0.60, -7.03 	-37.41, -14.25, -5.74 	0.00, 10.00 	13,29,12,469		-nan,inf	0,0 	0
0       	-0.58, -0.62, -7.02 	-37.38, -14.25, -5.73 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.58, -0.62, -7.03 	-37.38, -14.25, -5.73 	0.00, 10.00 	13,29,12,470		-nan,-nan	0,0 	0
0       	-0.58, -0.62, -7.03 	-37.37, -14.26, -5.74 	0.00, 10.00 	13,29,12,470		-nan,inf	0,0 	0
0       	-0.61, -0.60, -7.03 	-37.35, -14.26, -5.73 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.60, -0.61, -7.03 	-37.37, -14.26, -5.74 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.60, -0.61, -7.03 	-37.37, -14.26, -5.73 	0.00, 10.00 	13,29,12,470		-nan,-nan	0,0 	0
0       	-0.60, -0.62, -7.02 	-37.38, -14.28, -5.73 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.60, -0.62, -7.02 	-37.34, -14.28, -5.72 	0.00, 10.00 	13,29,12,470		-nan,inf	0,0 	0
0       	-0.63, -0.62, -7.01 	-37.35, -14.31, -5.72 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.66, -0.62, -7.01 	-37.35, -14.31, -5.72 	0.00, 10.00 	13,29,12,470		inf,-nan	0,0 	0
0       	-0.66, -0.62, -7.00 	-37.36, -14.31, -5.71 	0.00, 10.00 	13,29,12,470		-nan,inf	0,0 	1
0       	-0.67, -0.62, -7.01 	-37.36, -14.32, -5.71 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.67, -0.62, -7.02 	-37.36, -14.32, -5.71 	0.00, 10.00 	13,29,12,470		-nan,-nan	0,0 	0
0       	-0.64, -0.61, -7.02 	-37.36, -14.32, -5.71 	0.00, 10.00 	13,29,12,470		inf,-nan	0,0 	0
0       	-0.60, -0.64, -7.02 	-37.35, -14.33, -5.72 	0.00, 10.00 	13,29,12,470		inf,inf	0,0 	0
0       	-0.60, -0.62, -7.03 	-37.33, -14.32, -5.72 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.60, -0.63, -7.03 	-37.33, -14.32, -5.71 	0.00, 10.00 	13,29,12,471		inf,-nan	0,0 	0
0       	-0.59, -0.62, -7.02 	-37.33, -14.34, -5.71 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.63, -0.62, -7.02 	-37.36, -14.32, -5.72 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.63, -0.62, -7.02 	-37.35, -14.35, -5.72 	0.00, 10.00 	13,29,12,471		-nan,inf	0,0 	0
0       	-0.66, -0.62, -7.03 	-37.35, -14.35, -5.72 	0.00, 10.00 	13,29,12,471		inf,-nan	0,0 	0
0       	-0.66, -0.63, -7.02 	-37.37, -14.34, -5.71 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.37, -14.33, -5.72 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.04 	-37.40, -14.32, -5.72 	0.00, 10.00 	13,29,12,471		-nan,inf	0,0 	0
0       	-0.62, -0.62, -7.03 	-37.36, -14.33, -5.72 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.61, -0.63, -7.03 	-37.36, -14.33, -5.72 	0.00, 10.00 	13,29,12,471		inf,-nan	0,0 	0
0       	-0.61, -0.63, -7.02 	-37.36, -14.33, -5.72 	0.00, 10.00 	13,29,12,471		-nan,-nan	0,0 	0
0       	-0.60, -0.62, -7.02 	-37.36, -14.33, -5.72 	0.00, 10.00 	13,29,12,471		inf,-nan	0,0 	0
0       	-0.63, -0.62, -7.03 	-37.37, -14.37, -5.72 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.63, -0.62, -7.03 	-37.38, -14.35, -5.70 	0.00, 10.00 	13,29,12,471		-nan,inf	0,0 	0
0       	-0.63, -0.62, -7.03 	-37.38, -14.35, -5.70 	0.00, 10.00 	13,29,12,471		-nan,-nan	0,0 	0
0       	-0.59, -0.62, -7.03 	-37.39, -14.35, -5.71 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.59, -0.63, -7.02 	-37.40, -14.32, -5.70 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.60, -0.63, -7.03 	-37.37, -14.31, -5.70 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.60, -0.62, -7.04 	-37.35, -14.31, -5.71 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.60, -0.61, -7.04 	-37.39, -14.28, -5.70 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.60, -0.61, -7.04 	-37.35, -14.29, -5.70 	0.00, 10.00 	13,29,12,471		-nan,inf	0,0 	0
0       	-0.64, -0.60, -7.04 	-37.38, -14.30, -5.70 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.63, -0.62, -7.03 	-37.34, -14.29, -5.70 	0.00, 10.00 	13,29,12,471		inf,inf	0,0 	0
0       	-0.66, -0.62, -7.04 	-37.31, -14.32, -5.71 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.66, -0.62, -7.03 	-37.33, -14.32, -5.72 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.66, -0.62, -7.04 	-37.38, -14.30, -5.73 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.66, -0.64, -7.03 	-37.38, -14.30, -5.73 	0.00, 10.00 	13,29,12,472		inf,-nan	0,0 	0
0       	-0.68, -0.61, -7.03 	-37.35, -14.29, -5.73 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.68, -0.61, -7.03 	-37.36, -14.29, -5.73 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.68, -0.61, -7.03 	-37.36, -14.30, -5.73 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.68, -0.61, -7.04 	-37.34, -14.30, -5.73 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.67, -0.62, -7.03 	-37.34, -14.29, -5.73 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.68, -0.61, -7.03 	-37.32, -14.30, -5.73 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.33, -14.34, -5.72 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.69, -0.62, -7.03 	-37.32, -14.37, -5.73 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.67, -0.62, -7.03 	-37.31, -14.35, -5.74 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.67, -0.63, -7.03 	-37.31, -14.35, -5.73 	0.00, 10.00 	13,29,12,472		inf,-nan	0,0 	0
0       	-0.67, -0.62, -7.02 	-37.31, -14.33, -5.72 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.66, -0.62, -7.03 	-37.31, -14.32, -5.71 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.35, -14.36, -5.72 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.35, -14.35, -5.71 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.66, -0.63, -7.02 	-37.36, -14.37, -5.70 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.61, -7.03 	-37.35, -14.38, -5.71 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.34, -14.40, -5.68 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.33, -14.41, -5.68 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.65, -0.62, -7.03 	-37.29, -14.41, -5.70 	0.00, 10.00 	13,29,12,472		-nan,inf	0,0 	0
0       	-0.65, -0.61, -7.04 	-37.31, -14.40, -5.70 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.63, -0.61, -7.04 	-37.31, -14.40, -5.70 	0.00, 10.00 	13,29,12,472		inf,-nan	0,0 	0
0       	-0.64, -0.60, -7.04 	-37.27, -14.40, -5.68 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.61, -7.04 	-37.24, -14.41, -5.68 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.60, -7.04 	-37.28, -14.39, -5.68 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.59, -7.05 	-37.29, -14.39, -5.69 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.60, -7.04 	-37.30, -14.40, -5.67 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.64, -0.61, -7.04 	-37.27, -14.43, -5.67 	0.00, 10.00 	13,29,12,472		inf,inf	0,0 	0
0       	-0.63, -0.60, -7.03 	-37.27, -14.42, -5.66 	0.00, 10.00 	13,29,12,473		inf,inf	0,0 	0
0       	-0.65, -0.60, -7.03 	-37.29, -14.45, -5.65 	0.00, 10.00 	13,29,12,473		inf,inf	0,0 	0
0       	-0.66, -0.61, -7.03 	-37.27, -14.46, -5.65 	0.00, 10.00 	13,29,12,473		inf,inf	0,0 	0
0       	-0.65, -0.60, -7.03 	-37.31, -14.46, -5.64 	0.00, 10.00 	13,29,12,473		inf,inf	0,0 	0
0       	-0.65, -0.61, -7.03 	-37.32, -14.45, -5.66 	0.00, 10.00 	13,29,12,473		inf,inf	0,0 	0
