#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-0.79, -18.24, 0.74 	14.94, -2.64, -8.74 	0.00, 30.00 	11,25,18,479		0.00,0.00	0,0 	0
0       	-0.91, -17.80, 0.91 	13.34, -2.20, -8.06 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.88, -17.81, 0.92 	13.31, -2.23, -8.06 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.93, -17.84, 0.93 	13.31, -2.23, -8.08 	0.00, 30.00 	11,25,18,487		inf,-nan	0,0 	0
0       	-0.91, -17.84, 0.94 	13.30, -2.23, -8.09 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.91, -17.88, 0.94 	13.33, -2.23, -8.10 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.86, -17.91, 0.96 	13.35, -2.21, -8.10 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.81, -17.90, 0.94 	13.36, -2.21, -8.10 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.80, -17.90, 0.95 	13.35, -2.21, -8.09 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.79, -17.89, 0.93 	13.36, -2.21, -8.09 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.88, -17.85, 0.93 	13.37, -2.20, -8.09 	0.00, 30.00 	11,25,18,487		inf,inf	0,0 	0
0       	-0.95, -17.79, 0.96 	13.36, -2.21, -8.08 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.96, -17.76, 0.99 	13.35, -2.23, -8.07 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-1.00, -17.77, 1.01 	13.34, -2.23, -8.07 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.92, -17.82, 1.02 	13.34, -2.22, -8.08 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.88, -17.85, 1.02 	13.37, -2.18, -8.11 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.81, -17.87, 1.05 	13.49, -2.12, -8.13 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.72, -17.91, 1.05 	13.57, -2.03, -8.15 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.70, -17.92, 1.02 	13.64, -1.99, -8.13 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.71, -17.82, 1.03 	13.62, -1.97, -8.07 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.73, -17.71, 1.03 	13.54, -2.02, -8.02 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.85, -17.63, 1.04 	13.46, -2.09, -8.01 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.92, -17.56, 1.05 	13.36, -2.14, -8.01 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.94, -17.51, 1.06 	13.28, -2.19, -8.01 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.86, -17.53, 1.09 	13.25, -2.23, -8.01 	0.00, 30.00 	11,25,18,488		inf,inf	0,0 	0
0       	-0.84, -17.63, 1.12 	13.25, -2.23, -8.02 	0.00, 30.00 	11,25,18,488		inf,-nan	0,0 	0
0       	-0.80, -17.70, 1.11 	13.33, -2.19, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.83, -17.70, 1.16 	13.43, -2.14, -8.10 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.80, -17.73, 1.16 	13.54, -2.06, -8.10 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.85, -17.77, 1.12 	13.59, -1.98, -8.10 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.95, -17.72, 1.07 	13.61, -1.95, -8.10 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.02, -17.61, 1.04 	13.57, -1.94, -8.09 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.09, -17.56, 1.04 	13.52, -1.98, -8.07 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.11, -17.51, 1.04 	13.45, -2.01, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.10, -17.50, 1.08 	13.41, -2.01, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.07, -17.48, 1.13 	13.39, -2.02, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.04, -17.50, 1.15 	13.43, -2.03, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.00, -17.54, 1.15 	13.44, -2.01, -8.08 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.96, -17.54, 1.15 	13.49, -1.98, -8.07 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-0.98, -17.54, 1.13 	13.54, -1.97, -8.07 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.01, -17.56, 1.14 	13.58, -1.93, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.05, -17.54, 1.13 	13.60, -1.89, -8.06 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.05, -17.48, 1.13 	13.57, -1.87, -8.05 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.08, -17.41, 1.16 	13.57, -1.86, -8.04 	0.00, 30.00 	11,25,18,489		inf,inf	0,0 	0
0       	-1.09, -17.42, 1.16 	13.54, -1.85, -8.04 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-1.08, -17.44, 1.16 	13.52, -1.83, -8.06 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-1.06, -17.46, 1.16 	13.52, -1.81, -8.06 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-1.05, -17.49, 1.17 	13.54, -1.82, -8.06 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-1.01, -17.50, 1.17 	13.58, -1.79, -8.07 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.99, -17.51, 1.16 	13.61, -1.79, -8.07 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.96, -17.48, 1.15 	13.63, -1.76, -8.07 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.97, -17.47, 1.15 	13.63, -1.75, -8.05 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.98, -17.44, 1.15 	13.61, -1.73, -8.04 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.99, -17.40, 1.13 	13.51, -1.77, -8.01 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-1.01, -17.34, 1.15 	13.34, -1.83, -7.98 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.96, -17.32, 1.16 	13.26, -1.91, -7.94 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.94, -17.30, 1.18 	13.24, -1.96, -7.94 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.92, -17.31, 1.17 	13.36, -1.94, -7.96 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.88, -17.30, 1.19 	13.45, -1.88, -7.97 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.87, -17.28, 1.20 	13.56, -1.85, -7.96 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.87, -17.28, 1.20 	13.62, -1.81, -7.96 	0.00, 30.00 	11,25,18,490		-nan,inf	0,0 	0
0       	-0.91, -17.28, 1.20 	13.65, -1.75, -7.95 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.89, -17.23, 1.20 	13.62, -1.76, -7.93 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.93, -17.22, 1.20 	13.52, -1.77, -7.90 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.93, -17.20, 1.21 	13.36, -1.80, -7.87 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.95, -17.17, 1.21 	13.19, -1.89, -7.84 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.93, -17.14, 1.21 	13.11, -1.98, -7.82 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.88, -17.16, 1.22 	13.11, -2.01, -7.81 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.84, -17.18, 1.23 	13.20, -1.95, -7.82 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.85, -17.17, 1.23 	13.34, -1.85, -7.84 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.81, -17.16, 1.23 	13.45, -1.70, -7.85 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.80, -17.15, 1.23 	13.55, -1.60, -7.85 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.81, -17.12, 1.23 	13.55, -1.49, -7.86 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.86, -17.08, 1.20 	13.49, -1.51, -7.84 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.88, -16.99, 1.21 	13.34, -1.60, -7.77 	0.00, 30.00 	11,25,18,490		inf,inf	0,0 	0
0       	-0.83, -16.96, 1.21 	13.26, -1.70, -7.72 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.84, -16.92, 1.21 	13.19, -1.76, -7.70 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.82, -16.90, 1.23 	13.16, -1.80, -7.69 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.82, -16.85, 1.23 	13.15, -1.82, -7.67 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.79, -16.85, 1.27 	13.15, -1.80, -7.66 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.79, -16.85, 1.27 	13.20, -1.76, -7.66 	0.00, 30.00 	11,25,18,491		-nan,inf	0,0 	0
0       	-0.78, -16.83, 1.28 	13.25, -1.68, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.76, -16.79, 1.28 	13.31, -1.57, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.73, -16.77, 1.28 	13.37, -1.50, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.75, -16.73, 1.27 	13.36, -1.48, -7.64 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.76, -16.64, 1.28 	13.25, -1.49, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.72, -16.59, 1.31 	13.16, -1.52, -7.61 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.66, -16.54, 1.34 	13.12, -1.53, -7.61 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.65, -16.53, 1.35 	13.10, -1.51, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.57, -16.51, 1.35 	13.16, -1.48, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.56, -16.51, 1.37 	13.23, -1.44, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.54, -16.49, 1.37 	13.31, -1.42, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.53, -16.49, 1.37 	13.36, -1.38, -7.66 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.49, -16.45, 1.37 	13.39, -1.35, -7.66 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.49, -16.40, 1.37 	13.38, -1.34, -7.65 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.49, -16.39, 1.37 	13.35, -1.36, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.48, -16.35, 1.36 	13.28, -1.37, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.49, -16.32, 1.36 	13.23, -1.40, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.45, -16.27, 1.38 	13.22, -1.42, -7.61 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.42, -16.25, 1.38 	13.19, -1.41, -7.61 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.42, -16.24, 1.40 	13.22, -1.40, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.36, -16.25, 1.42 	13.22, -1.39, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.38, -16.22, 1.44 	13.25, -1.38, -7.61 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.36, -16.24, 1.43 	13.26, -1.35, -7.62 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
0       	-0.39, -16.21, 1.44 	13.26, -1.35, -7.60 	0.00, 30.00 	11,25,18,491		inf,-nan	0,0 	0
0       	-0.38, -16.15, 1.42 	13.23, -1.36, -7.59 	0.00, 30.00 	11,25,18,491		inf,inf	0,0 	0
