#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	0.70, 3.61, -10.65 	15.50, -23.95, -9.10 	0.00, 30.00 	12,56,18,505		0.00,0.00	0,0 	0
0       	-1.11, -14.58, -12.28 	-3.41, -8.16, -12.34 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	1.09, -12.77, -13.01 	-3.54, -7.74, -12.37 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	3.36, -11.17, -13.89 	-4.04, -7.58, -12.37 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	4.32, -10.84, -14.60 	-4.87, -7.47, -12.28 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	3.41, -12.17, -14.68 	-5.56, -7.10, -12.25 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	1.23, -14.05, -14.23 	-5.78, -6.61, -12.33 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	-0.76, -15.41, -13.63 	-5.78, -6.21, -12.41 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	-2.12, -15.84, -13.00 	-5.82, -5.91, -12.44 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	-3.28, -16.12, -12.21 	-5.85, -5.68, -12.46 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	-3.87, -16.23, -11.67 	-5.89, -5.61, -12.46 	0.00, 30.00 	12,56,18,506		inf,inf	0,0 	0
0       	-4.17, -16.03, -11.55 	-6.01, -5.69, -12.45 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.94, -15.77, -11.64 	-6.09, -5.83, -12.41 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.75, -15.56, -11.71 	-6.09, -5.88, -12.40 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.28, -15.44, -11.78 	-6.08, -5.83, -12.40 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.42, -15.40, -11.90 	-6.10, -5.79, -12.38 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.48, -15.24, -12.41 	-6.26, -5.76, -12.35 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.63, -15.36, -12.42 	-6.38, -5.74, -12.30 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.54, -15.06, -12.52 	-6.50, -5.69, -12.27 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.47, -15.07, -12.50 	-6.60, -5.62, -12.24 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-2.60, -15.42, -12.30 	-6.67, -5.65, -12.22 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.27, -15.91, -11.99 	-6.72, -5.69, -12.19 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.81, -16.22, -11.73 	-6.72, -5.72, -12.18 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-3.94, -16.60, -11.60 	-6.73, -5.68, -12.19 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-4.03, -16.90, -11.63 	-6.74, -5.51, -12.20 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-4.65, -17.16, -11.70 	-6.88, -5.29, -12.19 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-5.23, -17.18, -11.94 	-7.07, -5.07, -12.15 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-5.25, -17.01, -12.26 	-7.10, -4.73, -12.17 	0.00, 30.00 	12,56,18,507		inf,inf	0,0 	0
0       	-4.56, -16.67, -12.98 	-7.02, -4.39, -12.21 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-3.91, -16.11, -13.90 	-7.00, -4.12, -12.25 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-2.38, -15.67, -14.86 	-6.94, -4.02, -12.25 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	0.36, -15.50, -15.82 	-6.96, -3.92, -12.21 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	0.36, -15.50, -15.82 	-6.93, -3.85, -12.17 	0.00, 30.00 	12,56,18,508		-nan,inf	0,0 	0
0       	0.36, -15.50, -15.82 	-6.91, -3.85, -12.12 	0.00, 30.00 	12,56,18,508		-nan,inf	0,0 	0
0       	31.39, 35.32, -35.58 	-6.91, -3.85, -12.12 	0.00, 30.00 	12,56,18,508		inf,-nan	0,0 	1
0       	21.38, 31.47, -32.31 	-6.65, -3.37, -12.08 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	15.02, 19.35, -29.74 	-6.36, -2.88, -12.12 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-1.06, -5.28, -20.79 	-6.17, -2.10, -12.11 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-11.21, -19.45, -13.72 	-5.97, -1.50, -12.12 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-11.04, -19.73, -13.39 	-5.81, -1.21, -12.16 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-10.37, -19.17, -13.57 	-5.59, -0.99, -12.20 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-10.66, -19.08, -13.47 	-5.35, -0.81, -12.23 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-11.20, -19.07, -13.32 	-5.01, -0.61, -12.29 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-11.38, -18.98, -13.23 	-4.61, -0.36, -12.39 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-11.30, -19.20, -13.07 	-4.17, -0.12, -12.55 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-12.12, -20.04, -12.59 	-3.70, 0.01, -12.80 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-15.70, -21.34, -11.52 	-3.52, -0.05, -13.09 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-19.54, -21.86, -10.71 	-3.82, -0.50, -13.21 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-16.47, -20.52, -11.02 	-4.07, -0.91, -13.15 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-13.49, -19.10, -11.78 	-4.26, -1.26, -13.06 	0.00, 30.00 	12,56,18,508		inf,inf	0,0 	0
0       	-14.57, -18.86, -11.95 	-4.74, -1.73, -12.89 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-16.39, -19.26, -11.58 	-5.11, -1.98, -12.77 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-17.22, -19.59, -11.33 	-4.89, -1.85, -12.87 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-17.02, -19.63, -11.41 	-4.54, -1.61, -13.15 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-16.64, -19.56, -11.65 	-4.49, -1.52, -13.36 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-16.36, -19.51, -11.79 	-4.64, -1.51, -13.46 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-16.04, -19.46, -11.96 	-4.80, -1.50, -13.53 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-15.61, -19.40, -12.21 	-4.99, -1.52, -13.57 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-15.10, -19.37, -12.58 	-5.16, -1.52, -13.61 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-14.42, -19.35, -12.97 	-5.32, -1.58, -13.61 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-13.57, -19.51, -13.26 	-5.46, -1.60, -13.64 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-12.84, -19.87, -13.55 	-5.56, -1.62, -13.68 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-12.37, -20.29, -13.75 	-5.62, -1.65, -13.70 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-11.92, -20.53, -13.79 	-5.70, -1.66, -13.75 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-11.14, -20.50, -13.96 	-5.72, -1.66, -13.79 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-10.37, -20.35, -14.38 	-5.80, -1.63, -13.83 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-9.59, -20.19, -14.89 	-5.90, -1.59, -13.89 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-8.73, -20.16, -15.28 	-5.99, -1.48, -13.97 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-8.12, -20.26, -15.52 	-6.10, -1.41, -14.06 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-7.64, -20.42, -15.76 	-6.29, -1.35, -14.14 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-7.32, -20.42, -15.90 	-6.45, -1.33, -14.19 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-7.27, -20.40, -15.88 	-6.62, -1.36, -14.22 	0.00, 30.00 	12,56,18,509		inf,inf	0,0 	0
0       	-7.31, -20.53, -15.79 	-6.74, -1.41, -14.26 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-7.81, -20.79, -15.64 	-6.86, -1.44, -14.31 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-8.43, -21.24, -15.46 	-6.88, -1.47, -14.35 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-8.89, -21.74, -15.29 	-6.97, -1.49, -14.39 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-9.20, -21.91, -15.27 	-7.04, -1.53, -14.43 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-9.16, -21.87, -15.40 	-7.13, -1.51, -14.46 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-8.90, -21.72, -15.50 	-7.25, -1.53, -14.48 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-8.56, -21.55, -15.50 	-7.40, -1.50, -14.52 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-8.21, -21.41, -15.51 	-7.54, -1.50, -14.55 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-7.67, -21.14, -15.56 	-7.64, -1.52, -14.61 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-6.88, -20.70, -15.64 	-7.78, -1.55, -14.68 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.94, -20.19, -15.68 	-7.83, -1.59, -14.75 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.00, -19.58, -15.84 	-7.87, -1.59, -14.81 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-4.54, -19.19, -16.16 	-7.91, -1.58, -14.85 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-4.61, -19.27, -16.37 	-7.97, -1.53, -14.88 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.12, -19.67, -16.37 	-8.07, -1.48, -14.91 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.84, -20.00, -16.31 	-8.16, -1.38, -14.92 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-6.12, -19.97, -16.36 	-8.25, -1.29, -14.92 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.68, -19.56, -16.50 	-8.33, -1.18, -14.93 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.41, -19.35, -16.60 	-8.39, -1.12, -14.93 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.15, -19.22, -16.63 	-8.47, -1.10, -14.94 	0.00, 30.00 	12,56,18,510		inf,inf	0,0 	0
0       	-5.25, -19.33, -16.63 	-8.44, -1.08, -14.95 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.34, -19.33, -16.58 	-8.46, -1.05, -14.96 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.43, -19.40, -16.54 	-8.45, -1.03, -14.94 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.47, -19.42, -16.52 	-8.46, -1.01, -14.92 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.55, -19.44, -16.54 	-8.53, -0.97, -14.92 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.62, -19.42, -16.54 	-8.54, -0.93, -14.91 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.56, -19.41, -16.55 	-8.58, -0.86, -14.90 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.48, -19.38, -16.55 	-8.60, -0.83, -14.88 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.38, -19.31, -16.58 	-8.64, -0.79, -14.86 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.29, -19.23, -16.61 	-8.66, -0.77, -14.83 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.27, -19.13, -16.63 	-8.70, -0.77, -14.81 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.19, -19.11, -16.61 	-8.70, -0.77, -14.79 	0.00, 30.00 	12,56,18,511		inf,-nan	0,0 	0
0       	-5.08, -19.04, -16.64 	-8.74, -0.72, -14.77 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.06, -18.98, -16.68 	-8.72, -0.72, -14.74 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.04, -18.96, -16.71 	-8.67, -0.67, -14.73 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.02, -19.01, -16.73 	-8.68, -0.59, -14.71 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.01, -19.09, -16.74 	-8.64, -0.50, -14.70 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-4.99, -19.04, -16.76 	-8.65, -0.44, -14.69 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-4.91, -19.19, -16.73 	-8.66, -0.40, -14.67 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-4.13, -19.52, -16.78 	-8.69, -0.40, -14.64 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-2.84, -20.22, -16.86 	-8.69, -0.40, -14.63 	0.00, 30.00 	12,56,18,511		inf,-nan	0,0 	0
0       	-2.70, -20.58, -17.07 	-8.70, -0.40, -14.62 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-5.74, -19.52, -17.90 	-8.67, -0.39, -14.60 	0.00, 30.00 	12,56,18,511		inf,inf	0,0 	0
0       	-6.36, -19.08, -18.14 	-8.58, -0.41, -14.57 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-5.94, -19.76, -17.67 	-8.55, -0.40, -14.57 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-6.06, -20.73, -16.93 	-8.51, -0.45, -14.56 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-6.77, -20.64, -16.96 	-8.44, -0.44, -14.58 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.10, -20.25, -17.03 	-8.38, -0.45, -14.57 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.16, -20.40, -16.80 	-8.37, -0.49, -14.60 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.17, -20.75, -16.48 	-8.38, -0.53, -14.64 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.62, -20.91, -16.26 	-8.31, -0.54, -14.68 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-8.09, -20.97, -16.06 	-8.25, -0.55, -14.68 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-8.42, -21.08, -15.95 	-8.26, -0.65, -14.64 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-8.24, -21.06, -15.98 	-8.27, -0.69, -14.62 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.97, -20.70, -16.16 	-8.26, -0.73, -14.60 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.55, -20.24, -16.38 	-8.29, -0.69, -14.59 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-7.02, -19.78, -16.59 	-8.37, -0.63, -14.58 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-6.36, -19.45, -16.77 	-8.48, -0.58, -14.55 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-5.80, -19.20, -16.92 	-8.55, -0.52, -14.52 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-5.30, -19.06, -17.06 	-8.63, -0.47, -14.49 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-5.37, -19.27, -16.97 	-8.68, -0.44, -14.48 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-6.99, -20.01, -16.55 	-8.72, -0.44, -14.46 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-10.96, -21.07, -16.07 	-8.75, -0.43, -14.43 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-14.60, -20.01, -15.49 	-8.74, -0.39, -14.41 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-15.58, -19.24, -15.06 	-8.68, -0.34, -14.41 	0.00, 30.00 	12,56,18,512		inf,inf	0,0 	0
0       	-15.87, -18.12, -14.70 	-8.64, -0.20, -14.42 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-15.57, -17.22, -14.42 	-8.56, 0.07, -14.44 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-14.72, -17.18, -14.23 	-8.54, 0.41, -14.44 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-14.28, -17.46, -14.07 	-8.53, 0.83, -14.41 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-14.26, -17.64, -13.88 	-8.53, 1.20, -14.36 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-14.52, -17.81, -13.68 	-8.57, 1.50, -14.29 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-14.89, -18.01, -13.48 	-8.56, 1.70, -14.23 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-15.49, -18.30, -13.19 	-8.39, 1.90, -14.22 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-16.36, -18.59, -12.89 	-8.16, 2.13, -14.22 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.24, -18.79, -12.56 	-7.93, 2.38, -14.19 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.95, -19.02, -12.25 	-7.69, 2.70, -14.16 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-18.15, -19.23, -11.96 	-7.43, 3.02, -14.19 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-18.05, -19.46, -11.73 	-7.38, 3.20, -14.19 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.75, -19.73, -11.53 	-7.48, 3.25, -14.16 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-16.80, -20.11, -11.42 	-7.57, 3.29, -14.15 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-15.78, -19.92, -11.70 	-7.57, 3.31, -14.14 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-16.61, -19.33, -11.87 	-7.54, 3.33, -14.13 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.48, -19.18, -11.71 	-7.52, 3.36, -14.14 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.53, -19.39, -11.29 	-7.46, 3.39, -14.15 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-17.53, -19.38, -11.09 	-7.43, 3.41, -14.16 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-18.37, -19.32, -11.02 	-7.40, 3.42, -14.18 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-19.47, -19.52, -10.56 	-7.34, 3.44, -14.18 	0.00, 30.00 	12,56,18,513		inf,inf	0,0 	0
0       	-19.80, -19.89, -9.80 	-7.31, 3.43, -14.19 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-19.58, -19.89, -9.48 	-7.23, 3.44, -14.21 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-20.19, -19.55, -9.65 	-7.13, 3.46, -14.23 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.37, -19.28, -9.48 	-6.89, 3.44, -14.29 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.84, -19.43, -9.08 	-6.60, 3.41, -14.37 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.99, -19.57, -8.96 	-6.30, 3.29, -14.43 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.17, -19.60, -8.97 	-6.05, 3.16, -14.47 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.34, -19.53, -8.97 	-5.89, 3.10, -14.49 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.30, -19.54, -8.91 	-5.76, 3.05, -14.52 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.18, -19.50, -8.94 	-5.69, 2.98, -14.54 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.10, -19.35, -9.03 	-5.67, 2.88, -14.56 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.99, -19.30, -9.06 	-5.68, 2.76, -14.55 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.85, -19.27, -9.00 	-5.75, 2.65, -14.56 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.77, -19.29, -8.96 	-5.80, 2.47, -14.59 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.66, -19.34, -8.96 	-5.84, 2.16, -14.60 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.56, -19.45, -9.00 	-5.86, 1.73, -14.60 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.42, -19.71, -9.00 	-5.97, 1.26, -14.59 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-21.49, -20.32, -8.92 	-6.11, 0.76, -14.55 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.33, -21.11, -8.53 	-6.27, 0.33, -14.54 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-23.80, -20.71, -7.99 	-6.35, -0.07, -14.55 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-22.97, -20.12, -7.98 	-6.43, -0.41, -14.58 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-20.94, -19.73, -8.49 	-6.51, -0.78, -14.64 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-19.67, -19.11, -8.89 	-6.69, -1.30, -14.66 	0.00, 30.00 	12,56,18,514		inf,inf	0,0 	0
0       	-20.11, -19.03, -8.64 	-6.99, -2.05, -14.70 	0.00, 30.00 	12,56,18,515		inf,inf	0,0 	0
0       	-21.05, -19.25, -8.21 	-7.38, -2.91, -14.77 	0.00, 30.00 	12,56,18,515		inf,inf	0,0 	0
0       	-21.64, -19.46, -8.00 	-7.65, -3.73, -14.92 	0.00, 30.00 	12,56,18,515		inf,inf	0,0 	0
0       	-21.78, -19.58, -7.93 	-7.77, -4.45, -15.08 	0.00, 30.00 	12,56,18,515		inf,inf	0,0 	0
