#Time 	Sensor1         	Sensor2         	Target         
#================================================================

5181    	18.97, -16.70 	-34.38, 142.62 	4.76, -2.75
5201    	18.99, -16.73 	-34.31, 142.49 	4.76, -2.75
5220    	19.02, -16.66 	-34.38, 142.48 	4.76, -2.75
5239    	19.01, -16.78 	-34.33, 142.38 	4.76, -2.75
5259    	19.03, -16.77 	-34.37, 142.26 	4.76, -2.75
5340    	19.02, -16.88 	-34.33, 141.94 	4.76, -2.75
5359    	18.98, -16.65 	-34.31, 141.70 	4.76, -2.75
5379    	19.00, -16.80 	-34.28, 141.86 	4.76, -2.75
5398    	19.01, -16.68 	-34.28, 141.62 	4.76, -2.75
5417    	19.00, -16.84 	-34.26, 141.54 	4.76, -2.75
5437    	18.97, -16.81 	-34.28, 141.77 	4.76, -2.75
5518    	18.90, -16.69 	-34.31, 142.26 	4.76, -2.75
5538    	18.91, -16.83 	-34.29, 141.98 	4.76, -2.75
5557    	18.91, -16.83 	-34.24, 142.13 	4.76, -2.75
5575    	18.90, -16.72 	-34.24, 142.03 	4.76, -2.75
5594    	18.88, -16.62 	-34.21, 141.93 	4.76, -2.75
5614    	18.87, -16.59 	-34.29, 141.57 	4.76, -2.75
5694    	18.84, -16.59 	-34.28, 142.19 	4.76, -2.75
5713    	18.79, -16.57 	-34.23, 141.99 	4.76, -2.75
5732    	18.77, -16.41 	-34.21, 141.83 	4.76, -2.75
5755    	18.80, -16.45 	-34.24, 141.84 	4.76, -2.75
5813    	18.79, -16.35 	-34.16, 142.05 	4.76, -2.75
5840    	18.76, -16.36 	-34.15, 141.79 	4.76, -2.75
5858    	18.76, -16.28 	-34.18, 141.83 	4.76, -2.75
5884    	18.77, -16.28 	-34.25, 142.04 	4.76, -2.75
5900    	18.77, -16.36 	-34.19, 141.60 	4.76, -2.75
5969    	18.77, -16.40 	-34.05, 136.34 	4.76, -2.75
5990    	18.77, -16.32 	-34.06, 136.17 	4.76, -2.75
6007    	18.78, -16.32 	-34.03, 135.81 	4.76, -2.75
6023    	18.79, -16.47 	-34.04, 135.98 	4.76, -2.75
6045    	18.82, -16.32 	-34.05, 135.26 	4.76, -2.75
6062    	18.79, -16.40 	-34.05, 135.48 	4.76, -2.75
6078    	18.80, -16.24 	-34.03, 135.54 	4.76, -2.75
6161    	18.79, -16.17 	-34.08, 135.57 	4.76, -2.75
6178    	18.78, -16.16 	-34.10, 135.78 	4.76, -2.75
6194    	18.76, -16.00 	-34.12, 135.79 	4.76, -2.75
6211    	18.75, -16.05 	-34.14, 135.84 	4.76, -2.75
6233    	18.78, -16.08 	-34.15, 136.00 	4.76, -2.75
6319    	18.79, -16.27 	-34.11, 135.43 	4.76, -2.75
6337    	18.82, -16.27 	-34.10, 135.26 	4.76, -2.75
6354    	18.80, -16.36 	-34.05, 135.32 	4.76, -2.75
6370    	18.80, -16.16 	-33.99, 135.33 	4.76, -2.75
6387    	18.80, -16.19 	-34.05, 135.65 	4.76, -2.75
6408    	18.78, -16.22 	-34.07, 135.73 	4.76, -2.75
6486    	18.81, -16.25 	-34.09, 135.99 	4.76, -2.75
6503    	18.80, -16.15 	-34.13, 135.58 	4.76, -2.75
6520    	18.79, -16.18 	-34.10, 135.51 	4.76, -2.75
6537    	18.80, -16.27 	-34.12, 135.49 	4.76, -2.75
6554    	18.81, -16.39 	-34.13, 135.55 	4.76, -2.75
6635    	18.79, -16.27 	-34.15, 135.79 	4.76, -2.75
6652    	18.78, -16.23 	-34.16, 135.99 	4.76, -2.75
6688    	18.80, -16.27 	-34.13, 135.95 	4.76, -2.75
6704    	18.79, -16.31 	-34.10, 135.93 	4.76, -2.75
6720    	18.79, -16.31 	-34.10, 136.15 	4.76, -2.75
6744    	18.79, -16.23 	-34.05, 136.20 	4.76, -2.75
6818    	18.79, -16.26 	-34.07, 136.04 	4.76, -2.75
6834    	18.80, -16.30 	-34.12, 136.07 	4.76, -2.75
6850    	18.80, -16.30 	-34.12, 136.08 	4.76, -2.75
6867    	18.82, -16.29 	-34.12, 135.76 	4.76, -2.75
6885    	18.82, -16.29 	-34.14, 135.71 	4.76, -2.75
6974    	18.80, -16.22 	-34.10, 135.92 	4.76, -2.75
6999    	18.81, -16.22 	-34.10, 135.52 	4.76, -2.75
7015    	18.79, -16.22 	-34.09, 135.56 	4.76, -2.75
7037    	18.79, -16.19 	-34.10, 135.40 	4.76, -2.75
7053    	18.82, -16.26 	-34.09, 135.45 	4.76, -2.75
7069    	18.82, -16.26 	-34.07, 135.47 	4.76, -2.75
7085    	18.82, -16.26 	-34.07, 135.69 	4.76, -2.75
7168    	18.81, -16.38 	-34.34, 141.49 	4.76, -2.75
7191    	18.80, -16.34 	-34.08, 136.36 	4.76, -2.75
7207    	18.80, -16.34 	-34.11, 136.39 	4.76, -2.75
7223    	18.80, -16.34 	-34.09, 136.36 	4.76, -2.75
7240    	18.79, -16.30 	-34.09, 136.31 	4.76, -2.75
7322    	18.79, -16.39 	-34.08, 136.02 	4.76, -2.75
7338    	18.79, -16.35 	-34.06, 136.33 	4.76, -2.75
7366    	18.79, -16.35 	-34.02, 136.38 	4.76, -2.75
7382    	18.79, -16.31 	-34.18, 141.47 	4.76, -2.75
7442    	18.80, -16.31 	-34.06, 136.25 	4.76, -2.75
7458    	18.80, -16.31 	-34.20, 141.48 	4.76, -2.75
7474    	18.80, -16.31 	-34.03, 136.40 	4.76, -2.75
7490    	18.80, -16.31 	-34.23, 141.50 	4.76, -2.75
7507    	18.79, -16.31 	-34.23, 141.54 	4.76, -2.75
7594    	18.80, -16.26 	-34.25, 141.63 	4.76, -2.75
7610    	18.80, -16.26 	-34.30, 141.61 	4.76, -2.75
7634    	18.80, -16.26 	-34.11, 136.17 	4.76, -2.75
7660    	18.80, -16.31 	-34.12, 136.07 	4.76, -2.75
7676    	18.80, -16.30 	-34.13, 135.89 	4.76, -2.75
7737    	18.81, -16.30 	-34.13, 136.26 	4.76, -2.75
7753    	18.81, -16.30 	-34.08, 136.33 	4.76, -2.75
7769    	18.81, -16.30 	-34.08, 136.14 	4.76, -2.75
7786    	18.81, -16.30 	-34.10, 136.08 	4.76, -2.75
7803    	18.80, -16.30 	-34.11, 136.02 	4.76, -2.75
7884    	18.80, -16.31 	-34.12, 135.67 	4.76, -2.75
7900    	18.80, -16.31 	-34.11, 135.73 	4.76, -2.75
7916    	18.80, -16.27 	-34.07, 135.62 	4.76, -2.75
7932    	18.81, -16.26 	-34.11, 135.79 	4.76, -2.75
7957    	18.83, -16.26 	-34.12, 135.71 	4.76, -2.75
7973    	18.83, -16.26 	-34.13, 135.52 	4.76, -2.75
8055    	18.83, -16.29 	-34.08, 136.32 	4.76, -2.75
8072    	18.83, -16.29 	-34.07, 136.36 	4.76, -2.75
8088    	18.83, -16.29 	-34.09, 136.13 	4.76, -2.75
8109    	18.83, -16.29 	-34.12, 136.33 	4.76, -2.75
8131    	18.83, -16.29 	-34.11, 136.40 	4.76, -2.75
8211    	18.81, -16.30 	-34.14, 136.07 	4.76, -2.75
8227    	18.81, -16.30 	-34.12, 136.23 	4.76, -2.75
8243    	18.81, -16.30 	-34.15, 136.06 	4.76, -2.75
8299    	18.82, -16.25 	-34.09, 135.88 	4.76, -2.75
8315    	18.82, -16.25 	-34.09, 135.88 	4.76, -2.75
8331    	18.82, -16.25 	-34.10, 135.76 	4.76, -2.75
8347    	18.80, -16.25 	-34.12, 135.78 	4.76, -2.75
8372    	18.82, -16.25 	-34.13, 136.00 	4.76, -2.75
8445    	18.80, -16.29 	-34.15, 136.40 	4.76, -2.75
8461    	18.80, -16.29 	-34.13, 136.36 	4.76, -2.75
8477    	18.80, -16.29 	-34.16, 136.12 	4.76, -2.75
8533    	18.80, -16.25 	-34.13, 135.73 	4.76, -2.75
8549    	18.80, -16.29 	-34.10, 135.71 	4.76, -2.75
8565    	18.80, -16.29 	-34.10, 135.53 	4.76, -2.75
8581    	18.81, -16.37 	-34.12, 135.56 	4.76, -2.75
8598    	18.81, -16.37 	-34.12, 135.52 	4.76, -2.75
8681    	18.81, -16.33 	-34.04, 135.36 	4.76, -2.75
8701    	18.81, -16.33 	-34.06, 135.39 	4.76, -2.75
8718    	18.81, -16.33 	-34.13, 135.64 	4.76, -2.75
8734    	18.81, -16.33 	-34.13, 135.57 	4.76, -2.75
8751    	18.79, -16.34 	-34.16, 135.60 	4.76, -2.75
8837    	18.79, -16.34 	-34.12, 135.59 	4.76, -2.75
8853    	18.79, -16.29 	-34.12, 135.59 	4.76, -2.75
8870    	18.79, -16.29 	-34.10, 135.42 	4.76, -2.75
8886    	18.79, -16.29 	-34.09, 135.47 	4.76, -2.75
8902    	18.79, -16.29 	-34.09, 135.26 	4.76, -2.75
8918    	18.79, -16.38 	-34.11, 135.35 	4.76, -2.75
9005    	18.79, -16.37 	-34.11, 135.82 	4.76, -2.75
9026    	18.79, -16.37 	-34.07, 135.83 	4.76, -2.75
9043    	18.82, -16.36 	-34.07, 135.83 	4.76, -2.75
9059    	18.82, -16.36 	-34.07, 135.83 	4.76, -2.75
9076    	18.82, -16.36 	-34.10, 135.88 	4.76, -2.75
9155    	18.82, -16.36 	-34.18, 135.86 	4.76, -2.75
9171    	18.82, -16.36 	-34.24, 135.99 	4.76, -2.75
9196    	18.82, -16.36 	-34.21, 136.08 	4.76, -2.75
9212    	18.82, -16.36 	-34.20, 135.85 	4.76, -2.75
9228    	18.82, -16.36 	-34.19, 135.91 	4.76, -2.75
9244    	18.82, -16.36 	-34.20, 135.56 	4.76, -2.75
9326    	18.81, -16.32 	-34.10, 135.78 	4.76, -2.75
9349    	18.81, -16.32 	-34.16, 136.36 	4.76, -2.75
9365    	18.81, -16.32 	-34.17, 136.29 	4.76, -2.75
9381    	18.80, -16.32 	-34.17, 136.29 	4.76, -2.75
9402    	18.80, -16.32 	-34.14, 136.20 	4.76, -2.75
9481    	18.81, -16.41 	-34.18, 135.64 	4.76, -2.75
9497    	18.81, -16.41 	-34.14, 135.99 	4.76, -2.75
9513    	18.81, -16.49 	-34.15, 136.03 	4.76, -2.75
9529    	18.81, -16.49 	-34.13, 135.98 	4.76, -2.75
9546    	18.81, -16.49 	-34.17, 135.95 	4.76, -2.75
9628    	18.81, -16.49 	-34.07, 135.80 	4.76, -2.75
9648    	18.81, -16.49 	-34.14, 136.04 	4.76, -2.75
9665    	18.81, -16.49 	-34.12, 136.05 	4.76, -2.75
9681    	18.81, -16.49 	-34.14, 136.04 	4.76, -2.75
9698    	18.81, -16.49 	-34.15, 136.26 	4.76, -2.75
9777    	18.81, -16.33 	-34.16, 135.83 	4.76, -2.75
9794    	18.81, -16.34 	-34.16, 136.17 	4.76, -2.75
9810    	18.79, -16.34 	-34.17, 136.00 	4.76, -2.75
9826    	18.80, -16.30 	-34.19, 136.04 	4.76, -2.75
9847    	18.79, -16.30 	-34.13, 135.70 	4.76, -2.75
9925    	18.79, -16.29 	-34.10, 135.96 	4.76, -2.75
9949    	18.79, -16.33 	-34.08, 135.89 	4.76, -2.75
9966    	18.79, -16.33 	-34.11, 135.90 	4.76, -2.75
9982    	18.79, -16.33 	-34.10, 135.69 	4.76, -2.75
9998    	18.79, -16.33 	-34.12, 135.72 	4.76, -2.75
10014   	18.79, -16.33 	-34.10, 135.45 	4.76, -2.75
10100   	18.79, -16.29 	-34.13, 135.80 	4.76, -2.75
10116   	18.79, -16.33 	-34.10, 135.81 	4.76, -2.75
10132   	18.79, -16.29 	-34.07, 135.57 	4.76, -2.75
10148   	18.79, -16.29 	-34.04, 135.68 	4.76, -2.75
10164   	18.79, -16.29 	-34.04, 135.68 	4.76, -2.75
10243   	18.79, -16.33 	-33.98, 135.67 	4.76, -2.75
10260   	18.79, -16.29 	-34.04, 135.52 	4.76, -2.75
10276   	18.79, -16.33 	-34.05, 135.72 	4.76, -2.75
10293   	18.79, -16.34 	-34.08, 135.98 	4.76, -2.75
10309   	18.79, -16.33 	-34.08, 135.71 	4.76, -2.75
10391   	18.79, -16.34 	-34.16, 136.05 	4.76, -2.75
10408   	18.80, -16.34 	-34.12, 135.96 	4.76, -2.75
10424   	18.79, -16.34 	-34.17, 136.15 	4.76, -2.75
10486   	18.80, -16.31 	-34.13, 136.14 	4.76, -2.75
10502   	18.82, -16.30 	-34.11, 136.28 	4.76, -2.75
10518   	18.82, -16.30 	-34.11, 136.28 	4.76, -2.75
10542   	18.82, -16.30 	-34.11, 135.95 	4.76, -2.75
10558   	18.82, -16.29 	-34.06, 136.05 	4.76, -2.75
10637   	18.81, -16.50 	-34.13, 136.42 	4.76, -2.75
10653   	18.80, -16.30 	-34.28, 141.47 	4.76, -2.75
10670   	18.80, -16.30 	-34.28, 141.47 	4.76, -2.75
10686   	18.81, -16.22 	-34.28, 141.47 	4.76, -2.75
10703   	18.81, -16.38 	-34.09, 136.33 	4.76, -2.75
10782   	18.81, -16.38 	-34.06, 136.24 	4.76, -2.75
10798   	18.81, -16.38 	-34.21, 141.46 	4.76, -2.75
10814   	18.81, -16.39 	-34.23, 141.83 	4.76, -2.75
10830   	18.82, -16.46 	-34.25, 141.81 	4.76, -2.75
10847   	18.81, -16.39 	-34.25, 141.82 	4.76, -2.75
10929   	18.81, -16.39 	-34.20, 142.00 	4.76, -2.75
10945   	18.81, -16.39 	-34.18, 141.62 	4.76, -2.75
10961   	18.81, -16.39 	-34.25, 141.51 	4.76, -2.75
10977   	18.81, -16.34 	-34.22, 141.54 	4.76, -2.75
10994   	18.81, -16.30 	-34.07, 136.32 	4.76, -2.75
11076   	18.81, -16.30 	-34.07, 136.23 	4.76, -2.75
11092   	18.81, -16.30 	-34.08, 136.27 	4.76, -2.75
11108   	18.81, -16.30 	-34.07, 136.03 	4.76, -2.75
11125   	18.81, -16.30 	-34.06, 136.06 	4.76, -2.75
11141   	18.81, -16.30 	-34.09, 136.07 	4.76, -2.75
11217   	18.81, -16.30 	-34.06, 136.19 	4.76, -2.75
11234   	18.80, -16.29 	-34.20, 141.43 	4.76, -2.75
11250   	18.80, -16.25 	-34.20, 141.60 	4.76, -2.75
11266   	18.79, -16.26 	-34.20, 141.59 	4.76, -2.75
11282   	18.79, -16.21 	-34.24, 141.78 	4.76, -2.75
11365   	18.80, -16.22 	-34.27, 141.43 	4.76, -2.75
11382   	18.80, -16.22 	-34.29, 141.63 	4.76, -2.75
11398   	18.80, -16.23 	-34.26, 141.62 	4.76, -2.75
11422   	18.80, -16.23 	-34.05, 136.31 	4.76, -2.75
11439   	18.83, -16.22 	-34.21, 141.51 	4.76, -2.75
11520   	18.82, -16.21 	-34.23, 141.61 	4.76, -2.75
11536   	18.82, -16.21 	-34.23, 141.48 	4.76, -2.75
11552   	18.81, -16.21 	-34.23, 141.61 	4.76, -2.75
11568   	18.81, -16.21 	-34.26, 142.15 	4.76, -2.75
11585   	18.81, -16.21 	-34.24, 142.06 	4.76, -2.75
11667   	18.81, -16.21 	-34.28, 141.83 	4.76, -2.75
11683   	18.81, -16.21 	-34.30, 141.86 	4.76, -2.75
11704   	18.81, -16.21 	-34.31, 141.74 	4.76, -2.75
11720   	18.80, -16.22 	-34.29, 141.60 	4.76, -2.75
11737   	18.80, -16.22 	-34.31, 141.67 	4.76, -2.75
