#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1378    	-2.77, -15.78 	-35.62, 141.69 	4.76, -2.75
1394    	-2.80, -15.69 	-35.60, 141.73 	4.76, -2.75
1410    	-2.84, -15.83 	-35.59, 141.94 	4.76, -2.75
1426    	-3.73, -15.88 	-35.58, 142.01 	4.76, -2.75
1442    	-3.77, -15.87 	-35.59, 141.81 	4.76, -2.75
1458    	-3.85, -15.67 	-35.64, 141.96 	4.76, -2.75
1473    	-3.90, -15.86 	-35.68, 142.44 	4.76, -2.75
1556    	-4.15, -15.86 	-35.74, 142.28 	4.76, -2.75
1572    	-4.23, -15.91 	-35.70, 142.14 	4.76, -2.75
1588    	-4.28, -15.89 	-35.65, 142.08 	4.76, -2.75
1604    	-4.30, -15.86 	-35.64, 142.10 	4.76, -2.75
1681    	-5.40, -15.76 	-35.63, 142.03 	4.76, -2.75
1696    	-5.43, -15.90 	-35.63, 141.90 	4.76, -2.75
1711    	-5.47, -15.94 	-35.64, 142.20 	4.76, -2.75
1727    	-5.50, -16.00 	-35.65, 142.24 	4.76, -2.75
1742    	-5.57, -15.88 	-35.65, 142.11 	4.76, -2.75
1822    	-5.73, -15.98 	-35.78, 142.71 	4.76, -2.75
1838    	-5.74, -15.94 	-35.78, 142.71 	4.76, -2.75
1854    	-5.84, -15.82 	-35.82, 142.47 	4.76, -2.75
1870    	-5.93, -16.06 	-35.79, 142.47 	4.76, -2.75
1947    	-7.03, -16.26 	-35.79, 142.10 	4.76, -2.75
1962    	-7.07, -16.22 	-35.79, 142.19 	4.76, -2.75
1977    	-7.14, -16.39 	-35.75, 142.10 	4.76, -2.75
1992    	-7.23, -16.26 	-35.76, 142.30 	4.76, -2.75
2007    	-7.29, -16.07 	-35.73, 142.09 	4.76, -2.75
2087    	-7.62, -15.76 	-35.68, 142.20 	4.76, -2.75
2103    	-7.64, -15.76 	-35.72, 142.35 	4.76, -2.75
2119    	-7.69, -15.84 	-35.72, 142.48 	4.76, -2.75
2135    	-7.76, -15.82 	-35.71, 142.51 	4.76, -2.75
2213    	-8.77, -16.04 	-35.66, 142.30 	4.76, -2.75
2228    	-8.78, -16.03 	-35.66, 142.34 	4.76, -2.75
2243    	-8.79, -16.11 	38.39, 600.58 	4.76, -2.75
2258    	-8.83, -16.11 	-35.72, 142.23 	4.76, -2.75
2273    	-8.87, -16.03 	-35.70, 142.20 	4.76, -2.75
2353    	-9.08, -16.24 	-35.64, 142.30 	4.76, -2.75
2369    	-9.10, -16.09 	-35.63, 142.38 	4.76, -2.75
2385    	-9.14, -15.96 	-35.62, 142.25 	4.76, -2.75
2401    	-9.20, -16.02 	-35.59, 142.07 	4.76, -2.75
2478    	-10.24, -15.76 	-35.65, 142.24 	4.76, -2.75
2493    	-10.25, -15.79 	-35.65, 142.24 	4.76, -2.75
2508    	-10.30, -15.75 	-35.68, 142.16 	4.76, -2.75
2523    	-10.32, -15.87 	-35.72, 142.35 	4.76, -2.75
2538    	-10.36, -15.80 	-35.72, 142.42 	4.76, -2.75
2619    	-10.53, -15.91 	-35.68, 142.29 	4.76, -2.75
2635    	-10.59, -15.94 	-35.70, 142.36 	4.76, -2.75
2651    	-10.61, -15.98 	38.15, 600.58 	4.76, -2.75
2667    	-10.66, -15.90 	-35.69, 142.46 	4.76, -2.75
2745    	-10.87, -16.03 	-35.67, 142.47 	4.76, -2.75
2760    	-10.92, -15.84 	-35.69, 142.65 	4.76, -2.75
2775    	-10.93, -16.01 	-35.70, 142.43 	4.76, -2.75
2790    	-10.97, -15.97 	-35.69, 142.31 	4.76, -2.75
2805    	-11.88, -15.81 	-35.66, 142.10 	4.76, -2.75
2885    	-12.06, -15.77 	-35.65, 142.55 	4.76, -2.75
2901    	-12.09, -15.74 	-35.67, 142.37 	4.76, -2.75
2917    	-12.15, -15.81 	-35.63, 142.09 	4.76, -2.75
2933    	-12.19, -15.77 	-35.63, 142.32 	4.76, -2.75
3011    	-12.43, -15.76 	-35.65, 142.45 	4.76, -2.75
3026    	-12.48, -15.63 	-35.67, 142.67 	4.76, -2.75
3041    	-12.51, -15.67 	-35.69, 142.62 	4.76, -2.75
3056    	-12.54, -15.80 	38.00, 600.25 	4.76, -2.75
3071    	-12.60, -15.69 	-35.64, 142.83 	4.76, -2.75
3151    	-13.74, -15.57 	37.93, 600.39 	4.76, -2.75
3167    	-13.79, -15.49 	-35.69, 142.91 	4.76, -2.75
3183    	-13.84, -15.61 	-35.71, 142.97 	4.76, -2.75
3199    	-13.86, -15.64 	-35.73, 142.71 	4.76, -2.75
3277    	-14.07, -16.11 	-35.61, 142.59 	4.76, -2.75
3293    	-14.10, -15.98 	-35.62, 142.65 	4.76, -2.75
3308    	-14.17, -15.87 	-35.67, 142.73 	4.76, -2.75
3366    	-14.26, -15.92 	-35.53, 142.53 	4.76, -2.75
3381    	-15.12, -15.83 	-35.53, 142.68 	4.76, -2.75
3396    	-15.13, -15.88 	-35.58, 142.90 	4.76, -2.75
3411    	-15.15, -15.93 	-35.62, 143.12 	4.76, -2.75
3426    	-15.19, -15.96 	-35.62, 143.09 	4.76, -2.75
3506    	-15.37, -16.16 	-35.63, 142.39 	4.76, -2.75
3522    	-15.40, -15.91 	-35.70, 142.84 	4.76, -2.75
3538    	-15.46, -15.99 	37.83, 600.64 	4.76, -2.75
3554    	-15.48, -15.84 	-35.71, 142.46 	4.76, -2.75
3631    	-15.66, -16.00 	-35.65, 142.34 	4.76, -2.75
3647    	-15.69, -15.81 	-35.67, 142.30 	4.76, -2.75
3662    	-15.71, -15.80 	36.99, 600.71 	4.76, -2.75
3677    	-15.75, -15.91 	-35.69, 142.53 	4.76, -2.75
3692    	-15.81, -15.85 	-35.70, 142.78 	4.76, -2.75
3771    	-16.78, -15.66 	-35.67, 142.75 	4.76, -2.75
3787    	-16.82, -15.78 	-35.67, 142.78 	4.76, -2.75
3803    	-16.81, -15.90 	36.99, 600.22 	4.76, -2.75
3819    	-16.84, -15.82 	-35.68, 142.94 	4.76, -2.75
3897    	-16.92, -15.85 	-35.78, 142.93 	4.76, -2.75
3912    	-16.94, -15.85 	-35.78, 142.77 	4.76, -2.75
3928    	-16.95, -15.89 	-35.78, 142.98 	4.76, -2.75
3943    	-16.99, -15.85 	-35.80, 142.96 	4.76, -2.75
3958    	-16.99, -15.85 	-35.76, 142.82 	4.76, -2.75
4038    	-17.11, -15.67 	-35.77, 143.00 	4.76, -2.75
4054    	-17.13, -15.63 	-35.77, 142.98 	4.76, -2.75
4070    	-17.15, -15.59 	-35.77, 143.06 	4.76, -2.75
4086    	-17.14, -15.63 	-35.73, 143.04 	4.76, -2.75
4163    	-17.23, -15.62 	-35.76, 142.93 	4.76, -2.75
4178    	-17.25, -15.66 	-35.79, 143.06 	4.76, -2.75
4193    	-17.27, -15.78 	-35.80, 142.86 	4.76, -2.75
4209    	-17.29, -15.79 	-35.82, 143.04 	4.76, -2.75
4224    	-17.28, -15.62 	-35.84, 143.02 	4.76, -2.75
4304    	-17.33, -15.63 	-35.74, 142.97 	4.76, -2.75
4320    	-17.33, -15.66 	-35.82, 143.18 	4.76, -2.75
4335    	-17.33, -15.74 	-35.81, 143.18 	4.76, -2.75
4351    	-17.36, -15.74 	-35.83, 143.37 	4.76, -2.75
4430    	-17.39, -15.55 	-35.74, 143.24 	4.76, -2.75
4445    	-17.39, -15.62 	36.93, 600.62 	4.76, -2.75
4460    	-17.41, -15.78 	-35.73, 143.19 	4.76, -2.75
4475    	-17.42, -15.82 	-35.72, 142.97 	4.76, -2.75
4490    	-17.40, -15.55 	-35.70, 142.99 	4.76, -2.75
4569    	-17.42, -15.71 	-35.77, 142.94 	4.76, -2.75
4585    	-17.40, -15.63 	-35.73, 142.98 	4.76, -2.75
4600    	-17.40, -15.71 	-35.73, 142.98 	4.76, -2.75
4616    	-17.40, -15.71 	-35.73, 142.95 	4.76, -2.75
4695    	-17.42, -15.55 	-35.77, 143.35 	4.76, -2.75
4711    	-17.40, -15.67 	-35.77, 143.39 	4.76, -2.75
4726    	-17.40, -15.67 	-35.80, 143.43 	4.76, -2.75
4784    	-17.43, -15.59 	-35.71, 143.81 	4.76, -2.75
4799    	-17.43, -15.59 	-35.73, 143.72 	4.76, -2.75
4814    	-17.39, -15.63 	-35.72, 143.70 	4.76, -2.75
4829    	-17.45, -15.59 	-35.68, 143.37 	4.76, -2.75
4844    	-17.42, -15.60 	-35.67, 143.14 	4.76, -2.75
4924    	-17.41, -15.63 	-35.59, 143.20 	4.76, -2.75
4939    	-17.41, -15.64 	-35.63, 143.17 	4.76, -2.75
4954    	-17.44, -15.62 	-35.66, 143.17 	4.76, -2.75
4970    	-17.44, -15.67 	-35.72, 143.17 	4.76, -2.75
5048    	-17.42, -15.67 	-35.71, 143.44 	4.76, -2.75
5063    	-17.42, -15.67 	-35.80, 143.51 	4.76, -2.75
5078    	-17.46, -15.67 	-35.75, 143.54 	4.76, -2.75
5093    	-17.46, -15.67 	-35.79, 143.57 	4.76, -2.75
5108    	-17.45, -15.74 	-35.79, 143.65 	4.76, -2.75
5188    	-17.44, -15.70 	-35.85, 143.41 	4.76, -2.75
5204    	-17.44, -15.70 	-35.84, 143.48 	4.76, -2.75
5219    	-17.41, -15.79 	-35.81, 143.33 	4.76, -2.75
5235    	-17.43, -15.79 	-35.74, 143.36 	4.76, -2.75
5314    	-17.46, -15.62 	-35.74, 143.75 	4.76, -2.75
5329    	-17.43, -15.63 	-35.75, 143.78 	4.76, -2.75
5344    	-17.43, -15.59 	-35.75, 143.74 	4.76, -2.75
5359    	-17.43, -15.59 	-35.81, 143.93 	4.76, -2.75
5374    	-17.41, -15.59 	-35.75, 143.69 	4.76, -2.75
5453    	-17.41, -15.55 	37.97, 600.51 	4.76, -2.75
5469    	-17.43, -15.59 	-35.78, 143.31 	4.76, -2.75
5484    	-17.43, -15.59 	-35.77, 143.26 	4.76, -2.75
5500    	-17.42, -15.66 	-35.77, 143.23 	4.76, -2.75
5578    	-17.45, -15.58 	-35.77, 143.50 	4.76, -2.75
5593    	-17.42, -15.59 	-35.81, 143.62 	4.76, -2.75
5608    	-17.42, -15.59 	-35.78, 143.80 	4.76, -2.75
5623    	-17.46, -15.58 	-35.80, 143.59 	4.76, -2.75
5638    	-17.46, -15.58 	-35.81, 143.79 	4.76, -2.75
5719    	-17.46, -15.58 	-35.76, 143.41 	4.76, -2.75
5736    	-17.46, -15.58 	-35.75, 143.33 	4.76, -2.75
5753    	-17.43, -15.42 	-35.77, 143.12 	4.76, -2.75
5771    	-17.43, -15.43 	-35.79, 143.17 	4.76, -2.75
5789    	-17.43, -15.43 	-35.78, 142.92 	4.76, -2.75
5870    	-17.42, -15.50 	-35.73, 142.93 	4.76, -2.75
5889    	-17.42, -15.50 	-35.77, 142.99 	4.76, -2.75
5908    	-17.42, -15.50 	-35.78, 142.96 	4.76, -2.75
5927    	-17.42, -15.50 	-35.81, 143.40 	4.76, -2.75
5947    	-17.42, -15.50 	-35.83, 143.17 	4.76, -2.75
5966    	-17.42, -15.50 	-35.82, 143.39 	4.76, -2.75
6046    	-17.42, -15.46 	-35.84, 143.34 	4.76, -2.75
6065    	-17.46, -15.46 	-35.85, 142.96 	4.76, -2.75
6084    	-17.46, -15.47 	-35.80, 142.94 	4.76, -2.75
6103    	-17.46, -15.46 	-35.80, 143.22 	4.76, -2.75
6122    	-17.46, -15.46 	-35.82, 142.90 	4.76, -2.75
6141    	-17.46, -15.47 	-35.84, 143.11 	4.76, -2.75
6222    	-17.43, -15.55 	-35.84, 143.36 	4.76, -2.75
6242    	-17.42, -15.55 	-35.85, 143.61 	4.76, -2.75
6261    	-17.42, -15.63 	-35.83, 143.52 	4.76, -2.75
6280    	-17.42, -15.75 	-35.79, 143.64 	4.76, -2.75
6299    	-17.42, -15.75 	-35.81, 143.58 	4.76, -2.75
6318    	-17.42, -15.75 	-35.86, 143.49 	4.76, -2.75
6398    	-17.41, -15.74 	-35.90, 143.33 	4.76, -2.75
6417    	-17.41, -15.74 	-35.94, 143.52 	4.76, -2.75
6436    	-17.42, -15.75 	-35.87, 143.67 	4.76, -2.75
6455    	-17.41, -15.74 	-35.87, 143.37 	4.76, -2.75
6474    	-17.42, -15.70 	-35.87, 143.39 	4.76, -2.75
6494    	-17.45, -15.57 	-35.86, 143.46 	4.76, -2.75
6575    	-17.47, -15.58 	-35.84, 143.80 	4.76, -2.75
6592    	-17.44, -15.58 	-35.88, 143.77 	4.76, -2.75
6608    	-17.45, -15.65 	-35.93, 143.87 	4.76, -2.75
6625    	-17.44, -15.67 	-35.93, 143.92 	4.76, -2.75
6641    	-17.44, -15.59 	-35.95, 143.56 	4.76, -2.75
6720    	-17.44, -15.67 	-35.97, 143.38 	4.76, -2.75
6738    	-17.44, -15.67 	-35.97, 143.38 	4.76, -2.75
6759    	-17.43, -15.75 	-35.97, 143.22 	4.76, -2.75
6776    	-17.44, -15.63 	-35.98, 143.48 	4.76, -2.75
6793    	-17.44, -15.59 	-35.98, 143.55 	4.76, -2.75
6880    	-17.44, -15.59 	-36.02, 144.46 	4.76, -2.75
6897    	-17.44, -15.59 	-36.02, 144.46 	4.76, -2.75
6914    	-17.44, -15.71 	-36.04, 144.60 	4.76, -2.75
6939    	-17.44, -15.71 	-36.01, 144.54 	4.76, -2.75
6956    	-17.44, -15.71 	-36.01, 144.48 	4.76, -2.75
6973    	-17.44, -15.71 	-35.97, 144.51 	4.76, -2.75
7063    	-17.44, -15.71 	-35.94, 144.01 	4.76, -2.75
7088    	-17.44, -15.71 	-35.91, 143.16 	4.76, -2.75
7105    	-17.43, -15.67 	-35.89, 143.71 	4.76, -2.75
7121    	-17.43, -15.67 	-35.86, 143.80 	4.76, -2.75
7146    	-17.46, -15.65 	-35.80, 143.11 	4.76, -2.75
7163    	-17.46, -15.65 	-35.80, 143.12 	4.76, -2.75
7180    	-17.46, -15.65 	-35.79, 143.67 	4.76, -2.75
7267    	-17.45, -15.74 	-35.86, 143.65 	4.76, -2.75
7288    	-17.45, -15.74 	-35.83, 143.96 	4.76, -2.75
7309    	-17.45, -15.74 	-35.89, 143.69 	4.76, -2.75
7325    	-17.46, -15.61 	-35.87, 143.75 	4.76, -2.75
7341    	-17.46, -15.61 	-35.89, 142.89 	4.76, -2.75
7358    	-17.46, -15.61 	-35.85, 143.90 	4.76, -2.75
7440    	-17.46, -15.61 	-35.78, 143.75 	4.76, -2.75
7456    	-17.46, -15.61 	-35.78, 143.64 	4.76, -2.75
7472    	-17.46, -15.61 	-35.75, 143.56 	4.76, -2.75
7488    	-17.46, -15.61 	-35.79, 143.68 	4.76, -2.75
7504    	-17.46, -15.61 	-35.78, 143.75 	4.76, -2.75
7581    	-17.46, -15.61 	-35.75, 143.95 	4.76, -2.75
7598    	-17.46, -15.61 	-35.75, 143.95 	4.76, -2.75
7614    	-17.46, -15.61 	-35.71, 143.19 	4.76, -2.75
7630    	-17.46, -15.61 	-35.73, 143.07 	4.76, -2.75
7651    	-17.46, -15.61 	-35.72, 142.90 	4.76, -2.75
7729    	-17.46, -15.61 	-35.73, 142.84 	4.76, -2.75
7746    	-17.46, -15.61 	-35.75, 142.81 	4.76, -2.75
7762    	-17.46, -15.61 	-35.71, 142.54 	4.76, -2.75
7778    	-17.41, -15.63 	-35.69, 142.48 	4.76, -2.75
7794    	-17.41, -15.63 	-35.71, 142.60 	4.76, -2.75
7881    	-17.46, -15.61 	-35.71, 143.01 	4.76, -2.75
7897    	-17.45, -15.69 	-35.73, 143.25 	4.76, -2.75
7918    	-17.45, -15.69 	-35.73, 142.97 	4.76, -2.75
7934    	-17.45, -15.69 	-35.70, 142.89 	4.76, -2.75
7951    	-17.45, -15.69 	-35.72, 142.84 	4.76, -2.75
8031    	-17.45, -15.69 	-35.69, 142.63 	4.76, -2.75
8047    	-17.45, -15.69 	-35.64, 142.46 	4.76, -2.75
8063    	-17.45, -15.69 	-35.65, 142.61 	4.76, -2.75
8079    	-17.44, -15.70 	-35.69, 142.79 	4.76, -2.75
8095    	-17.42, -15.70 	-35.69, 142.84 	4.76, -2.75
8171    	-17.45, -15.69 	-35.67, 142.78 	4.76, -2.75
8187    	-17.45, -15.69 	-35.68, 142.89 	4.76, -2.75
8203    	-17.45, -15.69 	-35.71, 142.90 	4.76, -2.75
8219    	-17.45, -15.69 	-35.75, 143.07 	4.76, -2.75
8235    	-17.45, -15.69 	-35.77, 143.06 	4.76, -2.75
8318    	-17.47, -15.69 	-35.75, 142.59 	4.76, -2.75
8335    	-17.41, -15.71 	-35.74, 142.58 	4.76, -2.75
8360    	-17.45, -15.69 	-35.69, 142.68 	4.76, -2.75
8376    	-17.47, -15.69 	-35.69, 142.68 	4.76, -2.75
8393    	-17.42, -15.70 	-35.68, 142.49 	4.76, -2.75
8474    	-17.45, -15.69 	-35.66, 142.98 	4.76, -2.75
8490    	-17.45, -15.69 	-35.64, 143.14 	4.76, -2.75
8512    	-17.45, -15.69 	-35.67, 143.10 	4.76, -2.75
8528    	-17.45, -15.69 	-35.67, 143.10 	4.76, -2.75
8545    	-17.45, -15.69 	-35.75, 143.27 	4.76, -2.75
8623    	-17.44, -15.70 	-35.69, 142.74 	4.76, -2.75
8639    	-17.44, -15.70 	-35.75, 142.73 	4.76, -2.75
8661    	-17.44, -15.70 	-35.73, 142.98 	4.76, -2.75
8682    	-17.43, -15.67 	-35.71, 142.62 	4.76, -2.75
8698    	-17.43, -15.67 	-35.71, 142.62 	4.76, -2.75
8720    	-17.43, -15.67 	-35.72, 142.83 	4.76, -2.75
8806    	-17.43, -15.75 	-35.65, 143.06 	4.76, -2.75
8822    	-17.43, -15.71 	-35.67, 143.26 	4.76, -2.75
8839    	-17.43, -15.75 	-35.65, 143.25 	4.76, -2.75
8855    	-17.43, -15.75 	-35.67, 143.19 	4.76, -2.75
8930    	-17.43, -15.63 	-35.66, 143.24 	4.76, -2.75
8946    	-17.43, -15.63 	-35.67, 143.25 	4.76, -2.75
8963    	-17.43, -15.63 	-35.75, 143.33 	4.76, -2.75
8979    	-17.43, -15.63 	-35.74, 143.13 	4.76, -2.75
9004    	-17.43, -15.63 	-35.73, 143.04 	4.76, -2.75
9079    	-17.43, -15.63 	-35.73, 142.81 	4.76, -2.75
9100    	-17.43, -15.63 	-35.74, 143.15 	4.76, -2.75
9116    	-17.43, -15.63 	-35.76, 143.14 	4.76, -2.75
9138    	-17.43, -15.63 	-35.75, 143.42 	4.76, -2.75
9154    	-17.43, -15.63 	-35.75, 143.20 	4.76, -2.75
9219    	-17.43, -15.79 	-35.78, 144.08 	4.76, -2.75
9235    	-17.43, -15.79 	-35.80, 144.21 	4.76, -2.75
9251    	-17.43, -15.79 	-35.81, 143.15 	4.76, -2.75
9307    	-17.42, -15.79 	-35.70, 143.55 	4.76, -2.75
9323    	-17.42, -15.79 	-35.69, 142.80 	4.76, -2.75
9345    	-17.45, -15.78 	-35.66, 143.54 	4.76, -2.75
9361    	-17.42, -15.79 	-35.65, 142.76 	4.76, -2.75
9378    	-17.45, -15.78 	-35.65, 142.74 	4.76, -2.75
9455    	-17.46, -15.82 	-35.68, 143.16 	4.76, -2.75
9471    	-17.46, -15.82 	-35.70, 143.35 	4.76, -2.75
9487    	-17.45, -15.78 	-35.68, 143.15 	4.76, -2.75
9503    	-17.45, -15.78 	-35.70, 143.26 	4.76, -2.75
9520    	-17.42, -15.79 	-35.69, 143.31 	4.76, -2.75
9602    	-17.45, -15.78 	-35.80, 143.21 	4.76, -2.75
9618    	-17.45, -15.78 	-35.76, 143.09 	4.76, -2.75
9634    	-17.45, -15.78 	-35.74, 142.92 	4.76, -2.75
9650    	-17.42, -15.79 	-35.74, 142.72 	4.76, -2.75
9673    	-17.42, -15.79 	-35.69, 142.72 	4.76, -2.75
9689    	-17.46, -15.82 	-35.66, 142.80 	4.76, -2.75
9771    	-17.45, -15.78 	-35.68, 143.78 	4.76, -2.75
9788    	-17.45, -15.78 	-35.70, 143.59 	4.76, -2.75
9804    	-17.46, -15.66 	-35.74, 143.68 	4.76, -2.75
9820    	-17.42, -15.67 	-35.71, 143.91 	4.76, -2.75
9836    	-17.42, -15.67 	-35.70, 142.91 	4.76, -2.75
9919    	-17.46, -15.66 	-35.71, 142.92 	4.76, -2.75
9936    	-17.46, -15.62 	-35.73, 143.14 	4.76, -2.75
9956    	-17.42, -15.67 	-35.69, 142.97 	4.76, -2.75
9972    	-17.46, -15.62 	-35.70, 142.71 	4.76, -2.75
9988    	-17.42, -15.67 	-35.66, 142.71 	4.76, -2.75
10067   	-17.46, -15.62 	-35.65, 142.99 	4.76, -2.75
10083   	-17.43, -15.62 	-35.62, 143.18 	4.76, -2.75
10099   	-17.42, -15.67 	-35.62, 143.27 	4.76, -2.75
10115   	-17.42, -15.67 	-35.63, 143.34 	4.76, -2.75
10131   	-17.42, -15.67 	-35.63, 143.35 	4.76, -2.75
10213   	-17.42, -15.67 	-35.63, 143.28 	4.76, -2.75
10230   	-17.42, -15.67 	-35.64, 143.11 	4.76, -2.75
10246   	-17.42, -15.67 	-35.65, 143.34 	4.76, -2.75
10262   	-17.46, -15.62 	-35.61, 143.15 	4.76, -2.75
10278   	-17.46, -15.62 	-35.64, 142.99 	4.76, -2.75
10361   	-17.42, -15.75 	-35.61, 142.84 	4.76, -2.75
10378   	-17.42, -15.75 	-35.64, 142.82 	4.76, -2.75
10394   	-17.45, -15.74 	-35.71, 142.99 	4.76, -2.75
10415   	-17.45, -15.74 	-35.72, 143.22 	4.76, -2.75
10436   	-17.45, -15.74 	-35.74, 143.39 	4.76, -2.75
10516   	-17.42, -15.75 	-35.73, 143.24 	4.76, -2.75
10532   	-17.43, -15.63 	-35.73, 143.28 	4.76, -2.75
10548   	-17.43, -15.63 	-35.75, 143.15 	4.76, -2.75
10564   	-17.46, -15.62 	-35.74, 143.11 	4.76, -2.75
10580   	-17.46, -15.66 	-35.74, 143.47 	4.76, -2.75
10662   	-17.42, -15.67 	-35.69, 142.73 	4.76, -2.75
10678   	-17.42, -15.66 	-35.72, 142.69 	4.76, -2.75
10694   	-17.46, -15.66 	-35.72, 142.88 	4.76, -2.75
10710   	-17.46, -15.66 	-35.77, 142.69 	4.76, -2.75
10726   	-17.45, -15.70 	-35.73, 142.76 	4.76, -2.75
10832   	-17.42, -15.67 	-35.75, 143.26 	4.76, -2.75
10849   	-17.42, -15.67 	-35.76, 143.49 	4.76, -2.75
10865   	-17.45, -15.70 	-35.75, 143.22 	4.76, -2.75
10881   	-17.45, -15.70 	-35.76, 143.22 	4.76, -2.75
10897   	-17.45, -15.70 	-35.80, 143.24 	4.76, -2.75
10913   	-17.45, -15.70 	-35.76, 143.15 	4.76, -2.75
10934   	-17.42, -15.67 	-35.78, 142.80 	4.76, -2.75
11016   	-17.45, -15.70 	-35.75, 142.85 	4.76, -2.75
11037   	-17.45, -15.70 	-35.76, 143.08 	4.76, -2.75
11054   	-17.45, -15.70 	-35.75, 143.04 	4.76, -2.75
11070   	-17.46, -15.66 	-35.77, 142.95 	4.76, -2.75
11087   	-17.46, -15.66 	-35.80, 143.47 	4.76, -2.75
11166   	-17.46, -15.54 	-35.87, 142.82 	4.76, -2.75
11182   	-17.46, -15.54 	-35.85, 142.80 	4.76, -2.75
11198   	-17.46, -15.54 	-35.88, 142.79 	4.76, -2.75
11253   	-17.42, -15.55 	-35.86, 142.62 	4.76, -2.75
11274   	-17.43, -15.55 	-35.86, 142.83 	4.76, -2.75
11295   	-17.42, -15.55 	-35.89, 142.94 	4.76, -2.75
11311   	-17.46, -15.66 	-35.82, 142.98 	4.76, -2.75
11327   	-17.42, -15.55 	-35.83, 142.96 	4.76, -2.75
11402   	-17.42, -15.55 	-35.91, 143.32 	4.76, -2.75
11418   	-17.42, -15.55 	-35.90, 143.52 	4.76, -2.75
11434   	-17.42, -15.55 	-35.87, 143.35 	4.76, -2.75
11450   	-17.46, -15.54 	-35.84, 143.42 	4.76, -2.75
11467   	-17.46, -15.54 	-35.82, 143.42 	4.76, -2.75
11549   	-17.42, -15.66 	-35.83, 143.22 	4.76, -2.75
11565   	-17.46, -15.66 	-35.81, 143.14 	4.76, -2.75
11581   	-17.45, -15.74 	-35.83, 143.25 	4.76, -2.75
11597   	-17.45, -15.74 	-35.82, 143.13 	4.76, -2.75
11614   	-17.45, -15.74 	-35.80, 143.17 	4.76, -2.75
11695   	-17.46, -15.66 	-35.80, 143.24 	4.76, -2.75
11712   	-17.46, -15.66 	-35.83, 143.30 	4.76, -2.75
11728   	-17.45, -15.74 	-35.79, 143.22 	4.76, -2.75
11744   	-17.41, -15.75 	-35.76, 143.13 	4.76, -2.75
