#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1690    	-0.50, -15.75 	-1.79, -16.18 	-25.87, -5.75
1707    	-0.50, -15.75 	-1.79, -16.18 	-25.87, -5.75
1723    	-0.49, -15.79 	-1.80, -16.14 	-25.87, -5.75
1802    	-0.49, -15.75 	-1.80, -16.06 	-25.87, -5.75
1820    	-0.49, -15.75 	-1.80, -16.06 	-25.87, -5.75
1836    	-0.49, -15.79 	-1.82, -16.15 	-25.87, -5.75
1854    	-0.50, -15.63 	-1.82, -16.07 	-25.87, -5.75
1870    	-0.51, -15.59 	-1.83, -16.07 	-25.87, -5.75
1950    	-0.50, -15.75 	-1.82, -16.10 	-25.87, -5.75
1981    	-0.50, -15.75 	-1.83, -16.06 	-25.87, -5.75
1999    	-0.51, -15.70 	-1.83, -16.06 	-25.87, -5.75
2015    	-0.51, -15.70 	-1.83, -16.06 	-25.87, -5.75
2032    	-0.51, -15.70 	-1.83, -16.06 	-25.87, -5.75
2054    	-0.50, -15.71 	-1.83, -16.06 	-25.87, -5.75
2140    	-0.52, -15.63 	-1.82, -16.06 	-25.87, -5.75
2157    	-0.50, -15.63 	-1.82, -16.09 	-25.87, -5.75
2174    	-0.50, -15.63 	-1.82, -16.09 	-25.87, -5.75
2190    	-0.50, -15.63 	-1.82, -16.13 	-25.87, -5.75
2218    	-0.50, -15.71 	-1.81, -16.17 	-25.87, -5.75
2235    	-0.50, -15.79 	-1.80, -16.09 	-25.87, -5.75
2314    	-0.50, -15.70 	-1.81, -16.05 	-25.87, -5.75
2331    	-0.49, -15.70 	-1.81, -16.05 	-25.87, -5.75
2347    	-0.49, -15.70 	-1.82, -16.14 	-25.87, -5.75
2368    	-0.51, -15.71 	-1.82, -16.14 	-25.87, -5.75
2385    	-0.51, -15.63 	-1.81, -16.09 	-25.87, -5.75
2471    	-0.49, -15.75 	-1.81, -16.14 	-25.87, -5.75
2492    	-0.49, -15.75 	-1.81, -15.98 	-25.87, -5.75
2517    	-0.49, -15.74 	-1.81, -16.01 	-25.87, -5.75
2540    	-0.49, -15.74 	-1.81, -16.02 	-25.87, -5.75
2556    	-0.49, -15.74 	-1.81, -16.02 	-25.87, -5.75
2611    	-0.49, -15.70 	-1.80, -16.10 	-25.87, -5.75
2632    	-0.49, -15.70 	-1.80, -16.06 	-25.87, -5.75
2649    	-0.49, -15.70 	-1.80, -16.06 	-25.87, -5.75
2670    	-0.50, -15.62 	-1.82, -16.06 	-25.87, -5.75
2695    	-0.49, -15.58 	-1.82, -16.06 	-25.87, -5.75
2719    	-0.50, -15.66 	-1.82, -16.09 	-25.87, -5.75
2735    	-0.49, -15.58 	-1.83, -16.14 	-25.87, -5.75
2819    	-0.51, -15.70 	-1.83, -16.07 	-25.87, -5.75
2840    	-0.51, -15.70 	-1.82, -16.10 	-25.87, -5.75
2856    	-0.49, -15.86 	-1.82, -16.10 	-25.87, -5.75
2877    	-0.50, -15.78 	-1.82, -15.94 	-25.87, -5.75
2902    	-0.50, -15.74 	-1.83, -15.98 	-25.87, -5.75
2926    	-0.50, -15.78 	-1.83, -15.98 	-25.87, -5.75
2999    	-0.49, -15.78 	-1.83, -15.98 	-25.87, -5.75
3015    	-0.50, -15.78 	-1.83, -15.98 	-25.87, -5.75
3031    	-0.50, -15.58 	-1.82, -16.02 	-25.87, -5.75
3052    	-0.49, -15.66 	-1.83, -16.06 	-25.87, -5.75
3074    	-0.49, -15.62 	-1.83, -16.06 	-25.87, -5.75
3146    	-0.50, -15.66 	-1.83, -15.94 	-25.87, -5.75
3162    	-0.50, -15.66 	-1.83, -15.94 	-25.87, -5.75
3178    	-0.50, -15.66 	-1.83, -15.94 	-25.87, -5.75
3195    	-0.50, -15.66 	-1.83, -15.94 	-25.87, -5.75
3212    	-0.50, -15.66 	-1.83, -15.94 	-25.87, -5.75
3298    	-0.50, -15.65 	-1.83, -15.98 	-25.87, -5.75
3319    	-0.50, -15.65 	-1.83, -15.98 	-25.87, -5.75
3336    	-0.49, -15.73 	-1.83, -15.98 	-25.87, -5.75
3352    	-0.49, -15.69 	-1.83, -15.98 	-25.87, -5.75
3368    	-0.49, -15.70 	-1.83, -16.06 	-25.87, -5.75
3394    	-0.49, -15.70 	-1.83, -16.06 	-25.87, -5.75
3478    	-0.50, -15.66 	-1.82, -16.10 	-25.87, -5.75
3499    	-0.50, -15.66 	-1.82, -16.10 	-25.87, -5.75
3524    	-0.51, -15.66 	-1.82, -16.10 	-25.87, -5.75
3548    	-0.51, -15.65 	-1.83, -16.01 	-25.87, -5.75
3564    	-0.51, -15.65 	-1.83, -16.01 	-25.87, -5.75
3580    	-0.51, -15.65 	-1.83, -16.01 	-25.87, -5.75
3596    	-0.50, -15.66 	-1.82, -16.02 	-25.87, -5.75
3674    	-0.51, -15.65 	-1.81, -16.01 	-25.87, -5.75
3691    	-0.51, -15.65 	-1.80, -16.18 	-25.87, -5.75
3707    	-0.50, -15.66 	-1.80, -16.13 	-25.87, -5.75
3723    	-0.51, -15.70 	-1.87, -16.05 	-25.87, -5.75
3739    	-0.51, -15.70 	-1.88, -15.99 	-25.87, -5.75
3822    	-0.49, -15.66 	-3.64, -14.34 	-25.87, -5.75
3847    	-0.48, -15.66 	-5.02, -14.65 	-25.87, -5.75
3863    	-0.48, -15.66 	-5.24, -14.63 	-25.87, -5.75
3918    	-0.46, -15.62 	-8.16, -13.42 	-25.87, -5.75
3934    	-0.46, -15.69 	-8.66, -12.98 	-25.87, -5.75
3960    	-0.46, -15.69 	-10.00, -12.47 	-25.87, -5.75
3976    	-0.46, -15.69 	-10.23, -12.28 	-25.87, -5.75
3993    	-0.45, -15.74 	-11.33, -12.39 	-25.87, -5.75
4066    	-0.44, -15.66 	-13.42, -12.12 	-25.87, -5.75
4082    	-0.45, -15.62 	-13.64, -12.07 	-25.87, -5.75
4098    	-0.45, -15.58 	-13.75, -11.89 	-25.87, -5.75
4154    	-0.46, -15.62 	-15.15, -11.76 	-25.87, -5.75
4170    	-0.46, -15.62 	-15.23, -11.93 	-25.87, -5.75
4186    	-0.45, -15.65 	-15.33, -11.16 	-25.87, -5.75
4202    	-0.44, -15.61 	-16.26, -11.24 	-25.87, -5.75
4219    	-0.44, -15.61 	-16.30, -11.19 	-25.87, -5.75
4306    	-0.41, -15.65 	-16.38, -11.34 	-25.87, -5.75
4327    	-0.41, -15.65 	-16.38, -11.44 	-25.87, -5.75
4344    	-0.41, -15.61 	-16.37, -11.43 	-25.87, -5.75
4360    	-0.41, -15.61 	-16.36, -11.42 	-25.87, -5.75
4376    	-0.41, -15.61 	-16.34, -11.53 	-25.87, -5.75
4392    	-0.41, -15.61 	-16.37, -11.49 	-25.87, -5.75
4472    	-0.40, -15.64 	-16.38, -10.97 	-25.87, -5.75
4489    	-0.41, -15.60 	-16.40, -10.93 	-25.87, -5.75
4505    	-0.41, -15.60 	-16.39, -10.89 	-25.87, -5.75
4521    	-0.41, -15.60 	-16.39, -10.89 	-25.87, -5.75
4537    	-0.41, -15.60 	-16.37, -10.89 	-25.87, -5.75
4620    	-0.41, -15.60 	-16.36, -10.97 	-25.87, -5.75
4637    	-0.41, -15.61 	-16.36, -10.93 	-25.87, -5.75
4653    	-0.41, -15.61 	-16.37, -10.88 	-25.87, -5.75
4669    	-0.42, -15.64 	-16.37, -10.97 	-25.87, -5.75
4685    	-0.42, -15.60 	-16.37, -10.93 	-25.87, -5.75
4767    	-0.42, -15.57 	-16.36, -11.00 	-25.87, -5.75
4784    	-0.42, -15.57 	-16.35, -11.01 	-25.87, -5.75
4804    	-0.41, -15.60 	-16.35, -11.01 	-25.87, -5.75
4820    	-0.41, -15.61 	-16.35, -10.96 	-25.87, -5.75
4836    	-0.41, -15.60 	-16.36, -11.00 	-25.87, -5.75
4915    	-0.41, -15.60 	-16.35, -11.00 	-25.87, -5.75
4932    	-0.41, -15.60 	-16.35, -11.00 	-25.87, -5.75
4948    	-0.41, -15.60 	-16.35, -10.96 	-25.87, -5.75
5010    	-0.41, -15.57 	-16.34, -10.96 	-25.87, -5.75
5027    	-0.42, -15.65 	-16.34, -10.96 	-25.87, -5.75
5043    	-0.40, -15.69 	-16.36, -10.96 	-25.87, -5.75
5059    	-0.42, -15.69 	-16.36, -11.00 	-25.87, -5.75
5076    	-0.42, -15.68 	-16.35, -11.04 	-25.87, -5.75
5159    	-0.42, -15.68 	-16.36, -10.96 	-25.87, -5.75
5175    	-0.42, -15.69 	-16.38, -10.96 	-25.87, -5.75
5191    	-0.42, -15.68 	-16.39, -10.95 	-25.87, -5.75
5207    	-0.42, -15.68 	-16.43, -10.81 	-25.87, -5.75
5224    	-0.42, -15.68 	-16.48, -10.80 	-25.87, -5.75
5315    	-0.42, -15.57 	-19.46, -9.86 	-25.87, -5.75
5331    	-0.42, -15.57 	-19.78, -9.51 	-25.87, -5.75
5348    	-0.42, -15.57 	-20.04, -9.51 	-25.87, -5.75
5364    	-0.42, -15.57 	-21.19, -9.43 	-25.87, -5.75
5380    	-0.42, -15.57 	-21.32, -9.30 	-25.87, -5.75
5396    	-0.42, -15.57 	-21.57, -8.61 	-25.87, -5.75
5478    	-0.42, -15.64 	-24.59, -8.24 	-25.87, -5.75
