#Time 	Sensor1         	Sensor2         	Target         
#================================================================

3027    	-0.19, -16.69 	-1.72, -16.34 	-4.76, -2.75
3046    	-0.18, -16.61 	-1.72, -16.34 	-4.76, -2.75
3065    	-0.18, -16.61 	-1.72, -16.22 	-4.76, -2.75
3084    	-0.18, -16.69 	-1.73, -16.30 	-4.76, -2.75
3103    	-0.20, -16.61 	-1.73, -16.30 	-4.76, -2.75
3183    	-0.19, -16.56 	-1.72, -16.21 	-4.76, -2.75
3201    	-0.19, -16.41 	-1.72, -16.21 	-4.76, -2.75
3227    	-0.18, -16.45 	-1.72, -16.21 	-4.76, -2.75
3244    	-0.20, -16.45 	-1.72, -16.26 	-4.76, -2.75
3261    	-0.17, -16.56 	-1.72, -16.26 	-4.76, -2.75
3339    	-0.17, -16.56 	-1.73, -16.18 	-4.76, -2.75
3356    	-0.18, -16.64 	-1.74, -16.22 	-4.76, -2.75
3372    	-0.18, -16.64 	-1.74, -16.22 	-4.76, -2.75
3389    	-0.15, -16.72 	-1.73, -16.26 	-4.76, -2.75
3415    	-0.15, -16.68 	-1.73, -16.26 	-4.76, -2.75
3431    	-0.16, -16.76 	-1.73, -16.26 	-4.76, -2.75
3518    	-0.18, -16.61 	-1.73, -16.26 	-4.76, -2.75
3536    	-0.19, -16.65 	-1.73, -16.26 	-4.76, -2.75
3560    	-0.18, -16.73 	-1.74, -16.18 	-4.76, -2.75
3586    	-0.20, -16.64 	-1.72, -16.22 	-4.76, -2.75
3602    	-0.21, -16.61 	-1.73, -16.22 	-4.76, -2.75
3623    	-0.21, -16.57 	-1.73, -16.18 	-4.76, -2.75
3639    	-0.20, -16.49 	-1.73, -16.18 	-4.76, -2.75
3719    	-0.19, -16.53 	-1.73, -16.18 	-4.76, -2.75
3736    	-0.19, -16.53 	-1.72, -16.22 	-4.76, -2.75
3752    	-0.19, -16.53 	-1.72, -16.22 	-4.76, -2.75
3769    	-0.19, -16.53 	-1.72, -16.22 	-4.76, -2.75
3785    	-0.18, -16.44 	-1.72, -16.22 	-4.76, -2.75
3876    	-0.18, -16.48 	-1.72, -16.26 	-4.76, -2.75
3894    	-0.17, -16.56 	-1.73, -16.22 	-4.76, -2.75
3918    	-0.15, -16.56 	-1.73, -16.22 	-4.76, -2.75
3944    	-0.15, -16.67 	-1.73, -16.22 	-4.76, -2.75
3960    	-0.16, -16.71 	-1.73, -16.22 	-4.76, -2.75
3981    	-0.16, -16.71 	-1.74, -16.17 	-4.76, -2.75
3997    	-0.16, -16.59 	-1.74, -16.18 	-4.76, -2.75
4077    	-0.16, -16.60 	-1.74, -16.17 	-4.76, -2.75
4094    	-0.17, -16.55 	-1.74, -16.17 	-4.76, -2.75
4110    	-0.15, -16.64 	-1.74, -16.18 	-4.76, -2.75
4126    	-0.15, -16.64 	-1.74, -16.18 	-4.76, -2.75
4142    	-0.16, -16.48 	-1.73, -16.22 	-4.76, -2.75
4226    	-0.15, -16.60 	-1.72, -16.13 	-4.76, -2.75
4243    	-0.15, -16.52 	-1.72, -16.13 	-4.76, -2.75
4259    	-0.15, -16.52 	-1.72, -16.13 	-4.76, -2.75
4280    	-0.14, -16.60 	-1.72, -16.13 	-4.76, -2.75
4302    	-0.16, -16.47 	-1.72, -16.13 	-4.76, -2.75
4381    	-0.13, -16.67 	-1.72, -16.17 	-4.76, -2.75
4397    	-0.15, -16.64 	-1.72, -16.22 	-4.76, -2.75
4413    	-0.15, -16.75 	-1.72, -16.22 	-4.76, -2.75
4431    	-0.15, -16.75 	-1.72, -16.22 	-4.76, -2.75
4448    	-0.15, -16.75 	-1.72, -16.22 	-4.76, -2.75
4530    	-0.15, -16.63 	-1.73, -16.26 	-4.76, -2.75
4551    	-0.14, -16.59 	-1.73, -16.26 	-4.76, -2.75
4568    	-0.14, -16.58 	-1.73, -16.26 	-4.76, -2.75
4584    	-0.13, -16.62 	-1.73, -16.26 	-4.76, -2.75
4607    	-0.13, -16.67 	-1.73, -16.26 	-4.76, -2.75
4623    	-0.15, -16.51 	-1.73, -16.34 	-4.76, -2.75
4702    	-0.18, -16.55 	-1.73, -16.34 	-4.76, -2.75
4719    	-0.16, -16.64 	-1.73, -16.34 	-4.76, -2.75
4735    	-0.16, -16.64 	-1.73, -16.42 	-4.76, -2.75
4752    	-0.17, -16.52 	-1.71, -16.42 	-4.76, -2.75
4768    	-0.17, -16.52 	-1.72, -16.42 	-4.76, -2.75
4860    	-0.16, -16.59 	-1.73, -16.42 	-4.76, -2.75
4881    	-0.16, -16.59 	-1.73, -16.42 	-4.76, -2.75
4906    	-0.15, -16.55 	-1.73, -16.42 	-4.76, -2.75
4928    	-0.13, -16.60 	-1.73, -16.42 	-4.76, -2.75
4944    	-0.12, -16.76 	-1.73, -16.42 	-4.76, -2.75
4965    	-0.13, -16.76 	-1.73, -16.42 	-4.76, -2.75
5038    	-0.15, -16.68 	-1.74, -16.26 	-4.76, -2.75
5054    	-0.14, -16.71 	-1.74, -16.26 	-4.76, -2.75
5070    	-0.13, -16.67 	-1.73, -16.30 	-4.76, -2.75
5086    	-0.13, -16.75 	-1.74, -16.34 	-4.76, -2.75
5103    	-0.15, -16.63 	-1.72, -16.33 	-4.76, -2.75
5185    	-0.14, -16.62 	-1.71, -16.37 	-4.76, -2.75
5201    	-0.17, -16.67 	-1.71, -16.37 	-4.76, -2.75
5217    	-0.16, -16.71 	-1.71, -16.37 	-4.76, -2.75
5233    	-0.16, -16.71 	-1.71, -16.33 	-4.76, -2.75
5249    	-0.16, -16.59 	-1.71, -16.37 	-4.76, -2.75
5326    	-0.13, -16.80 	-1.71, -16.37 	-4.76, -2.75
5351    	-0.14, -16.64 	-1.71, -16.37 	-4.76, -2.75
5367    	-0.13, -16.72 	-1.71, -16.37 	-4.76, -2.75
5421    	-0.14, -16.67 	-1.71, -16.29 	-4.76, -2.75
5442    	-0.13, -16.79 	-1.71, -16.29 	-4.76, -2.75
5465    	-0.13, -16.80 	-1.71, -16.29 	-4.76, -2.75
5481    	-0.12, -16.71 	-1.71, -16.29 	-4.76, -2.75
5497    	-0.12, -16.83 	-1.71, -16.29 	-4.76, -2.75
5513    	-0.11, -16.84 	-1.71, -16.29 	-4.76, -2.75
5593    	-0.11, -16.59 	-1.72, -16.33 	-4.76, -2.75
5616    	-0.09, -16.67 	-1.71, -16.40 	-4.76, -2.75
5632    	-0.12, -16.67 	-1.71, -16.40 	-4.76, -2.75
5648    	-0.12, -16.72 	-1.71, -16.40 	-4.76, -2.75
5672    	-0.12, -16.80 	-1.69, -16.44 	-4.76, -2.75
5688    	-0.13, -16.76 	-1.69, -16.33 	-4.76, -2.75
5771    	-0.11, -16.80 	-1.71, -16.29 	-4.76, -2.75
5788    	-0.12, -16.64 	-1.71, -16.24 	-4.76, -2.75
5804    	-0.12, -16.68 	-1.71, -16.24 	-4.76, -2.75
5821    	-0.12, -16.76 	-1.71, -16.28 	-4.76, -2.75
5837    	-0.12, -16.72 	-1.70, -16.32 	-4.76, -2.75
5920    	-0.13, -16.72 	-1.70, -16.25 	-4.76, -2.75
5945    	-0.12, -16.76 	-1.70, -16.25 	-4.76, -2.75
5961    	-0.12, -16.64 	-1.69, -16.25 	-4.76, -2.75
5977    	-0.12, -16.64 	-1.70, -16.32 	-4.76, -2.75
5994    	-0.12, -16.64 	-1.70, -16.33 	-4.76, -2.75
6074    	-0.15, -16.64 	-1.70, -16.16 	-4.76, -2.75
6090    	-0.13, -16.63 	-1.71, -16.20 	-4.76, -2.75
6106    	-0.12, -16.67 	-1.71, -16.20 	-4.76, -2.75
6122    	-0.14, -16.59 	-1.71, -16.20 	-4.76, -2.75
6138    	-0.14, -16.67 	-1.71, -16.20 	-4.76, -2.75
6215    	-0.14, -16.72 	-1.69, -16.24 	-4.76, -2.75
6232    	-0.13, -16.76 	-1.70, -16.24 	-4.76, -2.75
6248    	-0.13, -16.76 	-1.70, -16.24 	-4.76, -2.75
6264    	-0.15, -16.76 	-1.70, -16.24 	-4.76, -2.75
6280    	-0.16, -16.76 	-1.70, -16.24 	-4.76, -2.75
6363    	-0.16, -16.84 	-1.69, -16.29 	-4.76, -2.75
6388    	-0.16, -16.80 	-1.69, -16.29 	-4.76, -2.75
6404    	-0.16, -16.84 	-1.69, -16.29 	-4.76, -2.75
6420    	-0.16, -16.80 	-1.69, -16.29 	-4.76, -2.75
6437    	-0.16, -16.85 	-1.69, -16.29 	-4.76, -2.75
6518    	-0.13, -16.81 	-1.69, -16.29 	-4.76, -2.75
6539    	-0.13, -16.81 	-1.69, -16.29 	-4.76, -2.75
6556    	-0.13, -16.85 	-1.69, -16.29 	-4.76, -2.75
6572    	-0.13, -16.85 	-1.69, -16.29 	-4.76, -2.75
6589    	-0.13, -16.85 	-1.69, -16.29 	-4.76, -2.75
6668    	-0.13, -16.77 	-1.69, -16.29 	-4.76, -2.75
6689    	-0.13, -16.77 	-1.69, -16.29 	-4.76, -2.75
6706    	-0.13, -16.77 	-1.69, -16.29 	-4.76, -2.75
6722    	-0.14, -16.76 	-1.69, -16.29 	-4.76, -2.75
6739    	-0.14, -16.76 	-1.69, -16.29 	-4.76, -2.75
6818    	-0.13, -16.68 	-1.69, -16.29 	-4.76, -2.75
6834    	-0.14, -16.68 	-1.69, -16.29 	-4.76, -2.75
6850    	-0.14, -16.68 	-1.69, -16.29 	-4.76, -2.75
6866    	-0.13, -16.68 	-1.69, -16.29 	-4.76, -2.75
6883    	-0.12, -16.72 	-1.69, -16.29 	-4.76, -2.75
6966    	-0.13, -16.60 	-1.66, -16.08 	-4.76, -2.75
6982    	-0.13, -16.60 	-1.62, -16.10 	-4.76, -2.75
6998    	-0.13, -16.64 	-1.65, -16.13 	-4.76, -2.75
7014    	-0.13, -16.67 	-1.72, -16.19 	-4.76, -2.75
7031    	-0.13, -16.72 	-1.79, -15.69 	-4.76, -2.75
7113    	-0.14, -16.58 	-3.37, -13.38 	-4.76, -2.75
7130    	-0.14, -16.58 	-3.51, -12.59 	-4.76, -2.75
7146    	-0.14, -16.66 	-3.68, -11.34 	-4.76, -2.75
7202    	-0.10, -16.07 	-5.07, -9.00 	-4.76, -2.75
7218    	-0.11, -16.10 	-5.09, -8.05 	-4.76, -2.75
7234    	-0.11, -16.06 	-5.20, -7.53 	-4.76, -2.75
7250    	-0.11, -16.06 	-6.10, -6.65 	-4.76, -2.75
7267    	-0.11, -16.06 	-6.10, -5.63 	-4.76, -2.75
