#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1739    	2.75, -16.27 	-34.48, 141.97 	-12.20, -0.55
1818    	3.68, -16.29 	-34.55, 141.74 	-12.20, -0.55
1834    	3.68, -16.40 	-34.33, 136.28 	-12.20, -0.55
1850    	3.71, -16.32 	-34.34, 136.27 	-12.20, -0.55
1866    	3.73, -16.37 	46.50, 604.71 	-12.20, -0.55
1944    	3.88, -16.41 	-34.43, 141.74 	-12.20, -0.55
1959    	3.89, -16.45 	-34.43, 141.93 	-12.20, -0.55
1974    	3.93, -16.33 	-34.43, 141.93 	-12.20, -0.55
2032    	3.98, -16.40 	-34.41, 141.78 	-12.20, -0.55
2047    	4.00, -16.41 	-34.44, 142.21 	-12.20, -0.55
2062    	4.05, -16.53 	-34.43, 142.07 	-12.20, -0.55
2077    	4.09, -16.42 	-34.45, 141.97 	-12.20, -0.55
2092    	4.10, -16.54 	-34.45, 141.85 	-12.20, -0.55
2172    	4.35, -16.38 	-34.39, 141.68 	-12.20, -0.55
2188    	4.38, -16.45 	-34.37, 141.48 	-12.20, -0.55
2204    	4.42, -16.49 	-34.39, 141.68 	-12.20, -0.55
2220    	4.49, -16.43 	-34.40, 141.68 	-12.20, -0.55
2297    	5.44, -16.51 	-34.39, 141.62 	-12.20, -0.55
2312    	5.45, -16.47 	-34.41, 141.70 	-12.20, -0.55
2327    	5.46, -16.44 	-34.40, 141.78 	-12.20, -0.55
2342    	5.53, -16.31 	-34.42, 141.97 	-12.20, -0.55
2357    	5.53, -16.35 	46.43, 604.42 	-12.20, -0.55
2437    	5.77, -16.61 	-34.39, 141.80 	-12.20, -0.55
2453    	5.79, -16.45 	46.43, 604.23 	-12.20, -0.55
2469    	5.86, -16.51 	-34.38, 141.95 	-12.20, -0.55
2485    	5.89, -16.40 	-34.36, 141.56 	-12.20, -0.55
2562    	6.07, -16.39 	-34.43, 141.85 	-12.20, -0.55
2578    	6.11, -16.43 	-34.42, 141.98 	-12.20, -0.55
2593    	6.12, -16.30 	-34.43, 141.99 	-12.20, -0.55
2608    	6.96, -16.42 	-34.45, 141.87 	-12.20, -0.55
2623    	6.96, -16.42 	-34.47, 141.91 	-12.20, -0.55
2704    	7.08, -16.60 	-34.52, 141.59 	-12.20, -0.55
2720    	7.12, -16.53 	-34.50, 141.61 	-12.20, -0.55
2736    	7.14, -16.68 	-34.52, 141.63 	-12.20, -0.55
2752    	7.19, -16.57 	-34.52, 141.63 	-12.20, -0.55
2829    	7.48, -16.40 	-34.50, 141.49 	-12.20, -0.55
2844    	7.58, -16.53 	-34.46, 141.80 	-12.20, -0.55
2859    	7.61, -16.64 	-34.46, 141.67 	-12.20, -0.55
2875    	7.65, -16.63 	-34.30, 136.27 	-12.20, -0.55
2890    	7.68, -16.44 	-34.49, 141.67 	-12.20, -0.55
2970    	7.75, -16.44 	-34.51, 141.58 	-12.20, -0.55
2986    	7.76, -16.47 	-34.52, 141.88 	-12.20, -0.55
3002    	8.61, -16.43 	-34.50, 141.56 	-12.20, -0.55
3018    	8.64, -16.43 	-34.49, 141.53 	-12.20, -0.55
3095    	8.98, -16.59 	-34.31, 136.34 	-12.20, -0.55
3110    	9.11, -16.36 	-34.31, 136.15 	-12.20, -0.55
3125    	9.14, -16.14 	-34.31, 136.19 	-12.20, -0.55
3141    	9.23, -16.29 	46.48, 604.44 	-12.20, -0.55
3156    	9.33, -16.32 	-34.52, 141.48 	-12.20, -0.55
3236    	10.42, -16.52 	46.48, 604.13 	-12.20, -0.55
3252    	10.48, -16.51 	-34.34, 136.28 	-12.20, -0.55
3268    	10.51, -16.42 	-34.34, 136.28 	-12.20, -0.55
3284    	10.54, -16.19 	-34.35, 136.20 	-12.20, -0.55
3362    	10.72, -16.60 	-34.34, 135.91 	-12.20, -0.55
3378    	10.77, -16.66 	-34.28, 135.79 	-12.20, -0.55
3393    	10.79, -16.72 	-34.28, 135.79 	-12.20, -0.55
3408    	10.82, -16.72 	-34.28, 135.79 	-12.20, -0.55
3423    	10.83, -16.72 	-34.28, 135.35 	-12.20, -0.55
3502    	10.93, -16.80 	-34.26, 136.06 	-12.20, -0.55
3518    	10.95, -16.75 	-34.22, 136.05 	-12.20, -0.55
3534    	10.97, -16.75 	-34.29, 136.06 	-12.20, -0.55
3597    	11.97, -16.51 	-34.23, 136.23 	-12.20, -0.55
3612    	12.03, -16.60 	-34.26, 136.25 	-12.20, -0.55
3627    	12.09, -16.55 	-34.44, 141.50 	-12.20, -0.55
3642    	12.12, -16.59 	-34.26, 136.32 	-12.20, -0.55
3657    	12.12, -16.54 	-34.26, 136.32 	-12.20, -0.55
3737    	12.24, -16.55 	-34.24, 135.88 	-12.20, -0.55
3753    	12.30, -16.59 	-34.19, 135.94 	-12.20, -0.55
3769    	12.35, -16.65 	-34.16, 135.80 	-12.20, -0.55
3785    	12.40, -16.57 	-34.17, 135.90 	-12.20, -0.55
3862    	13.60, -16.63 	-34.17, 136.17 	-12.20, -0.55
3877    	13.66, -16.66 	-34.17, 136.39 	-12.20, -0.55
3892    	13.73, -16.80 	-34.19, 136.31 	-12.20, -0.55
3908    	13.75, -16.52 	-34.24, 136.28 	-12.20, -0.55
3923    	13.78, -16.40 	-34.40, 141.44 	-12.20, -0.55
4002    	13.97, -16.57 	-34.47, 141.61 	-12.20, -0.55
4018    	14.03, -16.65 	-34.43, 141.73 	-12.20, -0.55
4034    	14.12, -16.65 	-34.41, 141.49 	-12.20, -0.55
4050    	14.17, -16.57 	-34.38, 141.67 	-12.20, -0.55
4128    	15.17, -16.59 	-34.37, 141.65 	-12.20, -0.55
4143    	15.20, -16.47 	-34.38, 141.81 	-12.20, -0.55
4159    	15.25, -16.41 	-34.37, 141.71 	-12.20, -0.55
4174    	15.31, -16.50 	46.48, 604.09 	-12.20, -0.55
4189    	15.36, -16.44 	-34.21, 136.14 	-12.20, -0.55
4269    	15.65, -16.51 	46.44, 604.14 	-12.20, -0.55
4285    	15.71, -16.35 	-34.20, 136.21 	-12.20, -0.55
4301    	15.79, -16.50 	-34.23, 136.18 	-12.20, -0.55
4317    	15.81, -16.71 	-34.21, 136.23 	-12.20, -0.55
4394    	16.85, -16.75 	-34.18, 135.64 	-12.20, -0.55
4409    	16.89, -16.71 	-34.20, 135.88 	-12.20, -0.55
4424    	16.88, -16.75 	-34.23, 136.18 	-12.20, -0.55
4439    	16.88, -16.71 	-34.16, 136.33 	-12.20, -0.55
4454    	16.92, -16.76 	46.45, 604.03 	-12.20, -0.55
4534    	17.00, -16.84 	-34.34, 141.57 	-12.20, -0.55
4550    	17.02, -16.72 	-34.35, 141.53 	-12.20, -0.55
4566    	17.09, -16.76 	-34.24, 136.40 	-12.20, -0.55
4582    	17.15, -16.75 	-34.22, 136.41 	-12.20, -0.55
4660    	17.33, -17.02 	-34.20, 136.18 	-12.20, -0.55
4675    	17.34, -16.98 	-34.20, 136.18 	-12.20, -0.55
4690    	17.40, -16.86 	-34.18, 135.83 	-12.20, -0.55
4705    	17.41, -16.91 	-34.18, 135.83 	-12.20, -0.55
4720    	17.44, -16.95 	-34.15, 135.98 	-12.20, -0.55
4799    	17.53, -16.79 	-34.13, 136.06 	-12.20, -0.55
4815    	17.55, -16.83 	-34.15, 136.20 	-12.20, -0.55
4831    	17.55, -16.71 	-34.17, 136.32 	-12.20, -0.55
4847    	18.41, -16.79 	-34.14, 136.31 	-12.20, -0.55
4925    	18.56, -16.92 	-34.22, 136.18 	-12.20, -0.55
4940    	18.55, -16.84 	-34.23, 136.22 	-12.20, -0.55
4955    	18.57, -16.84 	-34.22, 135.74 	-12.20, -0.55
4970    	18.58, -16.80 	-34.25, 135.87 	-12.20, -0.55
4985    	18.58, -16.80 	46.44, 604.34 	-12.20, -0.55
5065    	18.60, -16.88 	-34.17, 136.24 	-12.20, -0.55
5081    	18.60, -16.88 	-34.10, 136.31 	-12.20, -0.55
5096    	18.60, -16.96 	-34.11, 136.31 	-12.20, -0.55
5112    	18.62, -16.96 	-34.13, 136.00 	-12.20, -0.55
5190    	18.61, -16.95 	-34.33, 141.43 	-12.20, -0.55
5205    	18.63, -16.91 	-34.34, 141.65 	-12.20, -0.55
5220    	18.63, -16.91 	-34.37, 141.65 	-12.20, -0.55
5235    	18.61, -16.79 	-34.42, 141.74 	-12.20, -0.55
5251    	18.61, -16.79 	-34.42, 141.67 	-12.20, -0.55
5331    	18.61, -16.83 	-34.17, 136.20 	-12.20, -0.55
5347    	18.61, -16.84 	-34.17, 136.28 	-12.20, -0.55
5363    	18.61, -16.84 	-34.18, 136.35 	-12.20, -0.55
5379    	18.61, -16.76 	-34.15, 136.38 	-12.20, -0.55
5456    	18.63, -16.84 	-34.33, 141.58 	-12.20, -0.55
5471    	18.61, -16.88 	-34.33, 141.58 	-12.20, -0.55
5486    	18.61, -16.88 	-34.18, 136.44 	-12.20, -0.55
5501    	18.61, -16.76 	-34.18, 136.34 	-12.20, -0.55
5516    	18.62, -16.80 	-34.17, 136.38 	-12.20, -0.55
5596    	18.62, -16.76 	-34.26, 136.30 	-12.20, -0.55
5612    	18.63, -16.91 	-34.26, 136.11 	-12.20, -0.55
5627    	18.63, -16.83 	-34.26, 136.11 	-12.20, -0.55
5643    	18.63, -16.76 	-34.26, 136.30 	-12.20, -0.55
5722    	18.63, -16.82 	-34.23, 136.27 	-12.20, -0.55
5737    	18.62, -16.75 	-34.24, 136.34 	-12.20, -0.55
5752    	18.62, -16.75 	-34.25, 136.22 	-12.20, -0.55
5767    	18.62, -16.82 	46.53, 604.24 	-12.20, -0.55
5782    	18.63, -16.83 	-34.29, 136.39 	-12.20, -0.55
5862    	18.62, -16.82 	-34.30, 136.02 	-12.20, -0.55
5878    	18.62, -16.91 	-34.39, 136.21 	-12.20, -0.55
5893    	18.62, -16.91 	-34.37, 136.24 	-12.20, -0.55
5909    	18.62, -16.99 	-34.34, 136.26 	-12.20, -0.55
5987    	18.63, -16.82 	-34.28, 136.11 	-12.20, -0.55
6002    	18.65, -16.82 	-34.26, 136.06 	-12.20, -0.55
6017    	18.64, -16.61 	-34.26, 136.06 	-12.20, -0.55
6032    	18.65, -16.64 	-34.21, 135.86 	-12.20, -0.55
6047    	18.62, -16.44 	-34.21, 135.93 	-12.20, -0.55
6126    	18.59, -15.95 	-34.24, 136.05 	-12.20, -0.55
6142    	18.65, -16.03 	-34.21, 136.08 	-12.20, -0.55
6157    	18.63, -16.04 	-34.24, 136.08 	-12.20, -0.55
6173    	18.65, -16.33 	-34.42, 141.55 	-12.20, -0.55
6252    	18.67, -16.50 	-34.27, 136.31 	-12.20, -0.55
6268    	18.66, -16.53 	-34.27, 136.10 	-12.20, -0.55
6283    	18.65, -16.50 	-34.28, 135.97 	-12.20, -0.55
6298    	18.65, -16.50 	-34.25, 135.86 	-12.20, -0.55
6313    	18.66, -16.49 	-34.26, 135.82 	-12.20, -0.55
6392    	18.67, -16.61 	-34.17, 136.01 	-12.20, -0.55
6408    	18.65, -16.53 	-34.21, 136.17 	-12.20, -0.55
6423    	18.67, -16.60 	-34.20, 136.33 	-12.20, -0.55
6439    	18.67, -16.60 	-34.33, 141.42 	-12.20, -0.55
6518    	18.64, -16.53 	-34.19, 136.19 	-12.20, -0.55
6533    	18.63, -16.65 	-34.20, 136.31 	-12.20, -0.55
6548    	18.64, -16.57 	-34.18, 136.34 	-12.20, -0.55
6563    	18.64, -16.69 	46.44, 604.56 	-12.20, -0.55
6578    	18.64, -16.60 	-34.38, 141.60 	-12.20, -0.55
6658    	18.66, -16.50 	-34.36, 141.77 	-12.20, -0.55
6677    	18.66, -16.20 	-34.44, 142.05 	-12.20, -0.55
6694    	18.68, -16.16 	-34.36, 141.98 	-12.20, -0.55
6713    	18.64, -16.24 	-34.39, 142.07 	-12.20, -0.55
6733    	18.67, -16.19 	-34.44, 141.75 	-12.20, -0.55
6816    	18.66, -16.27 	-34.47, 141.62 	-12.20, -0.55
6835    	18.64, -16.35 	-34.46, 141.48 	-12.20, -0.55
6855    	18.66, -16.39 	-34.43, 141.37 	-12.20, -0.55
6874    	18.66, -16.35 	-34.29, 136.23 	-12.20, -0.55
6894    	18.66, -16.35 	-34.43, 141.46 	-12.20, -0.55
6914    	18.66, -16.44 	-34.32, 135.23 	-12.20, -0.55
6995    	18.68, -16.51 	-34.11, 134.42 	-12.20, -0.55
7014    	18.68, -16.51 	-34.08, 135.74 	-12.20, -0.55
7034    	18.67, -16.43 	-33.99, 135.24 	-12.20, -0.55
7053    	18.66, -16.51 	-34.04, 135.20 	-12.20, -0.55
7072    	18.67, -16.39 	-34.22, 135.50 	-12.20, -0.55
7092    	18.67, -16.47 	-34.27, 135.17 	-12.20, -0.55
7173    	18.67, -16.31 	-35.42, 134.51 	-12.20, -0.55
7192    	18.69, -16.27 	-35.44, 134.89 	-12.20, -0.55
7211    	18.70, -16.43 	-35.39, 134.75 	-12.20, -0.55
7230    	18.62, -16.26 	-35.37, 134.60 	-12.20, -0.55
7249    	18.62, -16.26 	-35.43, 134.77 	-12.20, -0.55
7269    	18.60, -16.23 	-35.34, 134.84 	-12.20, -0.55
7349    	18.56, -16.28 	-35.37, 135.03 	-12.20, -0.55
7368    	18.60, -16.29 	-35.33, 134.74 	-12.20, -0.55
7388    	18.60, -16.33 	-35.38, 135.23 	-12.20, -0.55
7407    	18.56, -16.29 	-35.35, 135.25 	-12.20, -0.55
7426    	18.56, -16.36 	-35.44, 135.22 	-12.20, -0.55
7445    	18.58, -16.28 	-35.39, 135.04 	-12.20, -0.55
7527    	18.53, -16.50 	-35.47, 135.45 	-12.20, -0.55
7545    	18.54, -16.41 	-35.50, 135.42 	-12.20, -0.55
7572    	18.55, -16.54 	-35.44, 135.25 	-12.20, -0.55
7589    	18.55, -16.41 	-35.52, 135.59 	-12.20, -0.55
7608    	18.55, -16.25 	-35.45, 135.52 	-12.20, -0.55
7626    	18.56, -16.25 	-35.40, 135.41 	-12.20, -0.55
7643    	18.56, -16.22 	-35.44, 135.45 	-12.20, -0.55
7725    	18.57, -16.41 	-35.43, 135.93 	-12.20, -0.55
7743    	18.55, -16.45 	-35.44, 135.81 	-12.20, -0.55
7759    	18.55, -16.36 	-35.43, 135.97 	-12.20, -0.55
7777    	18.55, -16.36 	-35.41, 136.05 	-12.20, -0.55
7793    	18.54, -16.38 	-35.44, 136.09 	-12.20, -0.55
7873    	18.54, -16.29 	-35.44, 135.97 	-12.20, -0.55
7890    	18.54, -16.30 	-35.43, 136.05 	-12.20, -0.55
7906    	18.53, -16.26 	-35.52, 135.96 	-12.20, -0.55
7923    	18.53, -16.34 	-35.48, 135.98 	-12.20, -0.55
7945    	18.54, -16.29 	-35.48, 136.03 	-12.20, -0.55
8050    	18.54, -16.29 	-35.69, 141.72 	-12.20, -0.55
8068    	18.55, -16.37 	-35.73, 141.78 	-12.20, -0.55
8093    	18.57, -16.29 	-35.64, 141.85 	-12.20, -0.55
8119    	18.55, -16.41 	-35.72, 142.12 	-12.20, -0.55
8137    	18.56, -16.33 	-35.72, 141.97 	-12.20, -0.55
8154    	18.56, -16.33 	-35.74, 141.98 	-12.20, -0.55
8171    	18.56, -16.33 	-35.76, 141.97 	-12.20, -0.55
8188    	18.55, -16.33 	-35.70, 142.16 	-12.20, -0.55
8205    	18.55, -16.33 	-35.70, 141.96 	-12.20, -0.55
8289    	18.53, -16.25 	-35.61, 141.94 	-12.20, -0.55
8306    	18.55, -16.29 	-35.63, 141.96 	-12.20, -0.55
8327    	18.55, -16.29 	-35.67, 142.19 	-12.20, -0.55
8345    	18.52, -16.34 	-35.68, 142.21 	-12.20, -0.55
8362    	18.54, -16.38 	-35.66, 142.25 	-12.20, -0.55
8452    	18.53, -16.37 	-35.62, 141.99 	-12.20, -0.55
8477    	18.54, -16.34 	-35.58, 141.94 	-12.20, -0.55
8498    	18.54, -16.18 	-35.59, 141.87 	-12.20, -0.55
8515    	18.54, -16.34 	-35.60, 141.85 	-12.20, -0.55
8536    	18.54, -16.34 	-35.58, 142.07 	-12.20, -0.55
8552    	18.56, -16.19 	-35.59, 142.08 	-12.20, -0.55
8568    	18.55, -16.26 	-35.65, 142.06 	-12.20, -0.55
8649    	18.53, -16.29 	-35.68, 142.55 	-12.20, -0.55
8665    	18.54, -16.28 	-35.66, 142.59 	-12.20, -0.55
8686    	18.51, -16.14 	-35.69, 142.60 	-12.20, -0.55
8702    	18.53, -16.21 	-35.71, 142.60 	-12.20, -0.55
8719    	18.52, -16.22 	-35.71, 142.60 	-12.20, -0.55
8807    	18.53, -16.25 	-35.78, 142.61 	-12.20, -0.55
8828    	18.52, -16.22 	-35.76, 142.43 	-12.20, -0.55
8844    	18.53, -16.25 	-35.80, 142.22 	-12.20, -0.55
8866    	18.53, -16.25 	-35.82, 142.21 	-12.20, -0.55
8882    	18.54, -16.25 	-35.80, 142.14 	-12.20, -0.55
8905    	18.53, -16.24 	-35.84, 142.25 	-12.20, -0.55
8921    	18.55, -16.24 	-35.74, 142.22 	-12.20, -0.55
9000    	18.51, -16.17 	-35.73, 142.36 	-12.20, -0.55
9017    	18.53, -16.17 	-35.74, 142.33 	-12.20, -0.55
9042    	18.51, -16.18 	-35.78, 142.50 	-12.20, -0.55
9063    	18.52, -16.14 	-35.79, 142.39 	-12.20, -0.55
9080    	18.51, -16.17 	-35.79, 142.39 	-12.20, -0.55
9101    	18.51, -16.17 	-35.83, 142.50 	-12.20, -0.55
9179    	18.54, -16.22 	-35.76, 142.32 	-12.20, -0.55
9196    	18.54, -16.22 	-35.77, 142.25 	-12.20, -0.55
9212    	18.53, -16.21 	-35.75, 142.25 	-12.20, -0.55
9228    	18.52, -16.05 	-35.81, 142.08 	-12.20, -0.55
9249    	18.52, -16.05 	-35.82, 142.18 	-12.20, -0.55
9327    	18.51, -16.05 	-35.76, 142.49 	-12.20, -0.55
9344    	18.51, -16.13 	-35.75, 142.45 	-12.20, -0.55
9360    	18.51, -16.13 	-35.72, 142.37 	-12.20, -0.55
9376    	18.50, -16.14 	-35.74, 142.43 	-12.20, -0.55
9392    	18.51, -16.18 	-35.74, 142.43 	-12.20, -0.55
9479    	18.53, -16.22 	-35.68, 142.32 	-12.20, -0.55
9495    	18.52, -16.22 	-35.67, 142.23 	-12.20, -0.55
9516    	18.52, -16.22 	-35.70, 142.31 	-12.20, -0.55
9532    	18.53, -16.05 	-35.65, 142.29 	-12.20, -0.55
9549    	18.53, -16.05 	-35.67, 142.28 	-12.20, -0.55
9639    	18.53, -16.08 	-35.59, 142.70 	-12.20, -0.55
9656    	18.50, -16.10 	-35.62, 142.70 	-12.20, -0.55
9672    	18.51, -16.14 	-35.68, 142.73 	-12.20, -0.55
9688    	18.53, -16.17 	-35.68, 142.76 	-12.20, -0.55
9704    	18.53, -16.17 	-35.65, 142.61 	-12.20, -0.55
9720    	18.53, -16.21 	-35.68, 142.54 	-12.20, -0.55
9799    	18.52, -16.25 	-35.61, 142.41 	-12.20, -0.55
9816    	18.52, -16.29 	-35.65, 142.43 	-12.20, -0.55
9837    	18.52, -16.29 	-35.67, 142.37 	-12.20, -0.55
9853    	18.53, -16.33 	-35.68, 142.41 	-12.20, -0.55
9869    	18.53, -16.33 	-35.70, 142.41 	-12.20, -0.55
9947    	18.51, -16.29 	-35.71, 142.84 	-12.20, -0.55
9964    	18.51, -16.29 	-35.70, 142.80 	-12.20, -0.55
9980    	18.51, -16.29 	-35.70, 142.76 	-12.20, -0.55
9996    	18.51, -16.29 	-35.67, 142.91 	-12.20, -0.55
10012   	18.53, -16.26 	-35.69, 142.78 	-12.20, -0.55
10095   	18.50, -16.29 	-35.73, 142.35 	-12.20, -0.55
10112   	18.51, -16.37 	-35.70, 142.44 	-12.20, -0.55
10128   	18.51, -16.37 	-35.67, 142.36 	-12.20, -0.55
10144   	18.52, -16.46 	-35.68, 142.40 	-12.20, -0.55
10220   	18.52, -16.45 	-35.65, 142.69 	-12.20, -0.55
10236   	18.52, -16.45 	-35.66, 142.79 	-12.20, -0.55
10252   	18.52, -16.28 	-35.64, 142.77 	-12.20, -0.55
10268   	18.52, -16.32 	-35.66, 142.90 	-12.20, -0.55
10284   	18.52, -16.29 	-35.70, 142.73 	-12.20, -0.55
10360   	18.53, -16.33 	-35.73, 142.77 	-12.20, -0.55
10377   	18.52, -16.33 	-35.76, 142.54 	-12.20, -0.55
10401   	18.52, -16.33 	-35.79, 142.64 	-12.20, -0.55
10417   	18.53, -16.37 	-35.79, 142.64 	-12.20, -0.55
10434   	18.53, -16.37 	-35.77, 142.63 	-12.20, -0.55
10525   	18.52, -16.46 	-35.70, 142.27 	-12.20, -0.55
10541   	18.53, -16.38 	-35.70, 142.31 	-12.20, -0.55
10558   	18.54, -16.38 	-35.70, 142.52 	-12.20, -0.55
10574   	18.53, -16.37 	-35.75, 142.70 	-12.20, -0.55
10590   	18.53, -16.37 	-35.71, 142.40 	-12.20, -0.55
10606   	18.53, -16.45 	-35.71, 142.40 	-12.20, -0.55
10688   	18.52, -16.48 	-35.73, 142.53 	-12.20, -0.55
10705   	18.51, -16.33 	-35.72, 142.34 	-12.20, -0.55
10721   	18.51, -16.33 	-35.73, 142.31 	-12.20, -0.55
10738   	18.51, -16.33 	-35.71, 142.34 	-12.20, -0.55
10818   	18.51, -16.42 	-35.65, 142.12 	-12.20, -0.55
10834   	18.51, -16.34 	-35.63, 142.15 	-12.20, -0.55
10851   	18.50, -16.34 	-35.70, 142.08 	-12.20, -0.55
10867   	18.51, -16.38 	-35.64, 142.21 	-12.20, -0.55
10884   	18.50, -16.34 	-35.68, 142.32 	-12.20, -0.55
10963   	18.51, -16.22 	-35.59, 142.41 	-12.20, -0.55
10979   	18.51, -16.38 	-35.62, 142.50 	-12.20, -0.55
10995   	18.51, -16.38 	-35.61, 142.31 	-12.20, -0.55
11011   	18.51, -16.38 	-35.60, 142.50 	-12.20, -0.55
11032   	18.51, -16.38 	-35.58, 142.38 	-12.20, -0.55
11111   	18.53, -16.38 	-35.62, 142.38 	-12.20, -0.55
11127   	18.52, -16.37 	-35.63, 142.10 	-12.20, -0.55
11143   	18.52, -16.37 	-35.58, 142.06 	-12.20, -0.55
11159   	18.52, -16.37 	-35.58, 142.09 	-12.20, -0.55
11175   	18.54, -16.37 	-35.56, 142.14 	-12.20, -0.55
11251   	18.50, -16.30 	-35.63, 142.52 	-12.20, -0.55
11268   	18.50, -16.30 	-35.61, 142.55 	-12.20, -0.55
11284   	18.50, -16.30 	-35.68, 142.64 	-12.20, -0.55
11346   	18.51, -16.30 	-35.63, 142.51 	-12.20, -0.55
11362   	18.50, -16.26 	-35.67, 142.56 	-12.20, -0.55
11378   	18.48, -16.27 	-35.69, 142.53 	-12.20, -0.55
11394   	18.48, -16.22 	-35.68, 142.44 	-12.20, -0.55
11410   	18.50, -16.26 	-35.66, 142.35 	-12.20, -0.55
11487   	18.50, -16.22 	-35.64, 142.68 	-12.20, -0.55
11503   	18.50, -16.22 	-35.67, 142.69 	-12.20, -0.55
11523   	18.50, -16.25 	-35.66, 142.64 	-12.20, -0.55
11539   	18.50, -16.29 	-35.68, 142.81 	-12.20, -0.55
11555   	18.52, -16.29 	-35.66, 142.62 	-12.20, -0.55
11634   	18.49, -16.19 	-35.74, 142.34 	-12.20, -0.55
11651   	18.51, -16.19 	-35.71, 142.30 	-12.20, -0.55
11667   	18.51, -16.19 	-35.70, 142.30 	-12.20, -0.55
11683   	18.50, -16.15 	-35.69, 142.43 	-12.20, -0.55
11699   	18.51, -16.31 	-35.70, 142.43 	-12.20, -0.55
