#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-29.19, 5.87, 14.02 	7.96, -5.12, -0.12 	0.00, 30.00 	9,51,24,842		0.00,0.00	0,0 	0
0       	-28.34, -2.78, 13.77 	0.59, -5.43, -1.07 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.26, -2.80, 13.71 	0.86, -5.34, -1.08 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.26, -2.81, 13.68 	0.96, -5.32, -1.08 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.22, -2.78, 13.61 	1.07, -5.32, -1.08 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.18, -2.66, 13.57 	1.14, -5.29, -1.09 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.17, -2.52, 13.58 	1.14, -5.31, -1.10 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.16, -2.38, 13.58 	1.23, -5.34, -1.13 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.20, -2.12, 13.63 	1.46, -5.39, -1.21 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.38, -1.73, 13.69 	2.03, -5.64, -1.32 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.55, -1.06, 13.79 	3.12, -5.94, -1.59 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.33, -0.42, 13.87 	4.01, -5.99, -1.89 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.24, 0.16, 13.80 	3.98, -6.03, -2.05 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.72, 0.81, 13.69 	3.56, -6.20, -2.14 	0.00, 30.00 	9,51,24,850		inf,inf	0,0 	0
0       	-28.89, 1.12, 13.62 	3.17, -6.30, -2.31 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.75, 1.34, 13.55 	3.02, -6.43, -2.44 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.62, 1.52, 13.55 	2.93, -6.51, -2.63 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.60, 1.73, 13.56 	2.93, -6.61, -2.69 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.64, 2.09, 13.58 	2.86, -6.75, -2.83 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.87, 2.51, 13.58 	2.79, -6.89, -3.05 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-29.34, 2.97, 13.47 	3.21, -7.00, -3.21 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-29.24, 3.08, 13.20 	3.65, -7.09, -3.31 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-28.12, 2.91, 12.87 	3.59, -7.26, -3.33 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-27.45, 2.92, 12.56 	3.10, -7.43, -3.30 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-27.35, 3.03, 12.27 	2.41, -7.63, -3.17 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-27.01, 3.11, 12.07 	1.65, -7.83, -2.95 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-26.62, 3.16, 11.97 	0.94, -7.96, -2.73 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-26.48, 3.41, 11.95 	0.63, -8.02, -2.62 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-26.80, 3.88, 12.05 	1.12, -7.97, -2.61 	0.00, 30.00 	9,51,24,851		inf,inf	0,0 	0
0       	-27.34, 4.52, 12.22 	1.98, -7.99, -2.74 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-27.88, 5.11, 12.31 	2.86, -7.99, -3.01 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-27.51, 4.88, 12.00 	3.75, -8.01, -3.19 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-26.12, 4.24, 11.54 	4.10, -8.16, -3.23 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-24.66, 3.87, 11.25 	4.01, -8.26, -3.12 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-24.18, 4.07, 11.17 	3.77, -8.27, -3.05 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-25.05, 4.82, 11.25 	3.48, -8.29, -3.03 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-26.57, 5.37, 11.44 	3.37, -8.27, -3.01 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-26.12, 4.68, 11.43 	3.17, -8.29, -3.00 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-25.58, 4.15, 11.36 	2.98, -8.31, -3.05 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-25.91, 4.15, 11.33 	2.89, -8.33, -3.07 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-26.02, 4.01, 11.21 	2.70, -8.40, -3.05 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-25.70, 3.75, 11.04 	2.48, -8.47, -2.94 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-24.83, 3.20, 10.65 	2.25, -8.43, -2.87 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-20.05, 0.55, 8.38 	2.02, -8.39, -2.80 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-18.99, -0.14, 6.76 	1.80, -8.44, -2.73 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-18.89, 0.21, 6.14 	1.85, -8.43, -2.71 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-17.88, 0.69, 5.54 	1.83, -8.40, -2.73 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-16.75, 1.84, 4.94 	1.81, -8.34, -2.79 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-16.38, 4.75, 4.60 	1.84, -8.30, -2.89 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-18.14, 8.61, 5.33 	1.95, -8.26, -3.00 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-21.98, 12.50, 7.04 	2.23, -8.24, -3.10 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-26.89, 16.83, 9.42 	2.34, -8.22, -3.16 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-32.11, 20.50, 11.43 	2.34, -8.28, -3.19 	0.00, 30.00 	9,51,24,852		inf,inf	0,0 	0
0       	-32.11, 20.50, 11.43 	2.34, -8.29, -3.23 	0.00, 30.00 	9,51,24,853		-nan,inf	0,0 	0
0       	-32.11, 20.50, 11.43 	2.15, -8.29, -3.29 	0.00, 30.00 	9,51,24,853		-nan,inf	0,0 	0
0       	-43.24, 23.09, 10.92 	2.15, -8.29, -3.29 	0.00, 30.00 	9,51,24,853		inf,-nan	0,0 	0
0       	-52.41, 12.03, 6.11 	1.70, -8.25, -3.36 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-53.49, 0.45, 8.30 	1.49, -8.33, -3.45 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-50.25, 14.36, 14.80 	1.35, -8.47, -3.61 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-43.64, 20.45, 19.15 	1.53, -8.73, -3.92 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.66, 19.37, 19.74 	1.91, -9.11, -4.43 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.49, 18.05, 19.37 	1.98, -9.62, -5.01 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.84, 17.69, 19.16 	1.89, -9.99, -5.34 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.73, 17.41, 19.05 	2.19, -10.15, -5.73 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.61, 17.40, 19.01 	2.22, -10.36, -6.13 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.58, 17.43, 18.97 	2.11, -10.59, -6.37 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.40, 17.36, 18.97 	1.75, -10.84, -6.50 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.26, 17.32, 18.98 	1.55, -11.18, -6.59 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.11, 17.34, 19.00 	1.53, -11.38, -6.72 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-40.02, 17.33, 19.02 	1.83, -11.49, -6.82 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.97, 17.31, 19.04 	2.01, -11.57, -6.88 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.86, 17.29, 19.04 	2.25, -11.68, -6.87 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.82, 17.29, 19.04 	2.19, -11.85, -6.83 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.79, 17.27, 19.02 	2.29, -11.85, -6.94 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.89, 17.31, 19.01 	2.46, -11.85, -7.23 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.85, 17.32, 19.00 	2.60, -11.67, -7.62 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.81, 17.27, 18.98 	3.10, -11.20, -8.02 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.81, 17.31, 18.99 	3.91, -10.73, -8.32 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.71, 17.24, 18.99 	4.73, -10.46, -8.59 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.66, 17.23, 18.97 	5.11, -10.58, -8.74 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.57, 17.17, 18.98 	5.09, -10.82, -8.65 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.51, 17.12, 18.98 	4.83, -11.07, -8.49 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.46, 17.11, 18.98 	4.72, -11.15, -8.40 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.42, 17.10, 18.97 	4.74, -11.01, -8.50 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.35, 17.06, 18.95 	4.68, -10.88, -8.55 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.39, 17.04, 18.94 	4.38, -10.84, -8.60 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.43, 17.05, 18.88 	4.14, -10.94, -8.58 	0.00, 30.00 	9,51,24,853		inf,inf	0,0 	0
0       	-39.46, 17.10, 18.84 	3.96, -10.95, -8.62 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.41, 17.10, 18.80 	4.15, -10.83, -8.71 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.37, 17.18, 18.74 	4.74, -10.70, -8.92 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.28, 17.15, 18.67 	5.32, -10.83, -9.01 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.16, 17.19, 18.64 	5.54, -10.98, -8.93 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.01, 17.21, 18.58 	5.40, -11.10, -8.86 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-38.99, 17.28, 18.52 	5.32, -11.20, -8.79 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
0       	-39.00, 17.33, 18.45 	5.17, -11.28, -8.76 	0.00, 30.00 	9,51,24,854		inf,inf	0,0 	0
