#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	5.04, -23.96, -10.12 	45.03, 19.99, -20.13 	0.00, 30.00 	14,1,26,190		0.00,0.00	0,0 	0
0       	5.65, -23.01, -10.87 	60.04, 1.49, -13.93 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	5.64, -22.84, -10.79 	4.61, 0.48, 4.74 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	5.15, -23.02, -10.60 	-22.27, -25.80, 7.41 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	4.42, -23.42, -10.34 	2.30, -28.60, 5.20 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	3.55, -23.79, -10.19 	22.62, -28.00, 1.71 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	2.88, -23.98, -10.16 	24.92, -26.48, 1.49 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	2.58, -24.14, -10.16 	24.15, -26.67, 1.56 	0.00, 30.00 	14,1,26,192		inf,inf	0,0 	0
0       	2.48, -24.31, -10.16 	23.44, -26.88, 1.53 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.45, -24.46, -10.12 	22.64, -27.15, 1.20 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.42, -24.54, -10.03 	23.67, -26.89, 0.80 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.51, -24.65, -9.87 	26.37, -26.20, -1.17 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.64, -24.73, -9.77 	26.32, -25.01, -2.51 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.66, -24.71, -9.76 	25.61, -23.77, -3.17 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.52, -24.66, -9.73 	24.07, -23.38, -3.81 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	2.25, -24.72, -9.62 	22.58, -23.36, -4.51 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.90, -24.73, -9.51 	21.25, -23.67, -4.75 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.45, -24.58, -9.44 	20.32, -23.94, -4.87 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.12, -24.29, -9.44 	19.82, -24.10, -4.93 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.09, -23.95, -9.51 	19.89, -23.99, -5.10 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.21, -23.59, -9.66 	20.06, -23.88, -5.23 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.28, -23.15, -9.86 	20.50, -23.66, -5.40 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.30, -22.80, -9.94 	21.00, -23.35, -5.63 	0.00, 30.00 	14,1,26,193		inf,inf	0,0 	0
0       	1.24, -22.56, -9.91 	21.43, -23.04, -5.80 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	1.16, -22.33, -9.87 	21.37, -23.07, -5.78 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.86, -22.13, -9.87 	21.46, -23.01, -5.85 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.53, -22.00, -9.82 	21.94, -22.68, -5.90 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.22, -21.86, -9.73 	22.38, -22.19, -6.07 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	-0.01, -21.67, -9.73 	22.62, -21.86, -6.28 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	-0.14, -21.38, -9.83 	22.79, -21.51, -6.55 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	-0.04, -21.07, -9.94 	22.65, -20.91, -6.96 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.18, -20.84, -9.97 	21.89, -20.94, -7.08 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.27, -20.62, -10.00 	20.42, -23.09, -5.77 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.25, -20.43, -10.03 	20.59, -23.08, -4.82 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.25, -20.21, -9.98 	22.89, -20.72, -4.93 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	0.14, -20.03, -9.87 	24.63, -18.41, -5.68 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	-0.07, -19.83, -9.79 	23.28, -18.02, -6.31 	0.00, 30.00 	14,1,26,194		inf,inf	0,0 	0
0       	-0.47, -19.60, -9.76 	20.64, -19.13, -6.53 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.93, -19.47, -9.70 	20.64, -19.13, -6.53 	0.00, 30.00 	14,1,26,195		inf,-nan	0,0 	0
0       	-1.19, -19.36, -9.59 	3.38, -9.37, -7.40 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-1.16, -19.25, -9.50 	-21.57, 17.58, -13.65 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.88, -19.02, -9.47 	-44.12, 27.61, -19.01 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.54, -18.79, -9.44 	-55.09, 20.94, -13.72 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.15, -18.59, -9.43 	-34.30, 5.17, -5.65 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	0.11, -18.32, -9.50 	7.07, -15.94, -5.32 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	0.13, -18.14, -9.54 	18.64, -19.45, -5.14 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.01, -18.02, -9.52 	20.02, -19.20, -4.76 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.26, -17.97, -9.47 	20.50, -18.34, -4.50 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.55, -17.94, -9.48 	21.51, -17.51, -4.60 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.80, -17.89, -9.51 	22.60, -16.78, -5.03 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.84, -17.77, -9.53 	23.90, -16.02, -5.73 	0.00, 30.00 	14,1,26,195		inf,inf	0,0 	0
0       	-0.76, -17.59, -9.58 	25.68, -14.86, -6.64 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.53, -17.33, -9.67 	27.44, -13.78, -7.51 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.28, -17.01, -9.76 	28.10, -13.36, -8.07 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.06, -16.78, -9.78 	27.35, -14.04, -8.03 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	0.02, -16.58, -9.78 	26.11, -15.31, -7.58 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.07, -16.42, -9.78 	25.34, -16.31, -7.16 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.33, -16.27, -9.76 	25.08, -16.53, -7.05 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.61, -16.17, -9.74 	25.01, -16.21, -7.22 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.84, -16.06, -9.79 	24.87, -15.76, -7.50 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-1.02, -15.88, -9.88 	24.67, -15.44, -7.77 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-1.04, -15.68, -9.96 	24.59, -15.23, -7.95 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.94, -15.54, -10.01 	24.51, -15.10, -8.03 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.83, -15.38, -10.10 	24.51, -15.07, -7.98 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.77, -15.18, -10.21 	24.52, -15.03, -7.88 	0.00, 30.00 	14,1,26,196		inf,inf	0,0 	0
0       	-0.73, -14.98, -10.30 	24.56, -14.94, -7.84 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.72, -14.85, -10.34 	24.56, -14.79, -7.78 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.81, -14.74, -10.36 	24.47, -14.65, -7.71 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.03, -14.70, -10.37 	24.21, -14.52, -7.60 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.20, -14.66, -10.38 	23.71, -14.18, -7.55 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.23, -14.65, -10.40 	23.10, -13.21, -7.68 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.24, -14.65, -10.42 	23.01, -11.83, -8.28 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.23, -14.59, -10.47 	22.82, -11.32, -8.71 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.13, -14.54, -10.52 	21.96, -11.10, -8.44 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.99, -14.45, -10.55 	20.62, -11.12, -7.74 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.87, -14.40, -10.54 	19.29, -11.28, -7.13 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.80, -14.34, -10.53 	18.19, -11.67, -6.68 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.79, -14.35, -10.48 	17.92, -12.01, -6.40 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-0.90, -14.43, -10.41 	18.30, -12.11, -6.35 	0.00, 30.00 	14,1,26,197		inf,inf	0,0 	0
0       	-1.12, -14.42, -10.39 	18.72, -12.16, -6.42 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.33, -14.37, -10.38 	18.96, -12.18, -6.50 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.40, -14.36, -10.38 	19.05, -12.20, -6.54 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.36, -14.32, -10.40 	19.44, -12.24, -6.73 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.28, -14.27, -10.45 	20.96, -12.48, -7.49 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.17, -14.17, -10.48 	23.74, -12.52, -8.60 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.04, -14.10, -10.48 	24.40, -12.46, -8.67 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-0.94, -14.02, -10.45 	24.70, -12.63, -8.71 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-0.92, -13.90, -10.45 	24.74, -12.58, -8.82 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-0.97, -13.83, -10.43 	24.38, -12.17, -9.11 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.02, -13.77, -10.40 	23.98, -11.65, -9.49 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.05, -13.71, -10.38 	23.75, -11.53, -9.77 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-1.06, -13.61, -10.38 	23.51, -11.62, -9.92 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-0.94, -13.47, -10.40 	23.20, -11.71, -10.06 	0.00, 30.00 	14,1,26,198		inf,inf	0,0 	0
0       	-0.74, -13.33, -10.42 	22.99, -11.55, -10.17 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	-0.46, -13.17, -10.45 	22.89, -11.24, -10.28 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	-0.20, -13.06, -10.49 	22.93, -10.86, -10.35 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	-0.00, -13.03, -10.52 	22.84, -10.71, -10.35 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.12, -13.04, -10.52 	22.44, -10.93, -10.12 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.14, -13.07, -10.54 	22.09, -11.09, -9.93 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.13, -13.11, -10.54 	21.69, -11.03, -9.92 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.12, -13.14, -10.54 	21.11, -11.01, -9.99 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.10, -13.27, -10.55 	20.40, -11.27, -9.99 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.14, -13.46, -10.63 	19.81, -11.73, -9.97 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.30, -13.76, -10.91 	19.37, -12.11, -9.89 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	0.65, -14.41, -11.31 	19.32, -12.31, -9.84 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.34, -15.62, -11.55 	19.70, -12.36, -9.84 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.90, -16.56, -11.74 	20.31, -12.36, -9.94 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.79, -16.69, -11.96 	20.87, -12.30, -10.05 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.69, -16.76, -12.12 	21.27, -12.34, -10.16 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.56, -17.04, -12.27 	21.49, -12.41, -10.19 	0.00, 30.00 	14,1,26,199		inf,inf	0,0 	0
0       	1.08, -17.40, -12.40 	21.58, -12.46, -10.24 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.54, -17.78, -12.46 	21.79, -12.63, -10.35 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.30, -18.15, -12.48 	22.09, -12.98, -10.72 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.31, -18.47, -12.56 	22.79, -13.77, -11.60 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.37, -18.67, -12.70 	23.37, -15.00, -12.35 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.54, -18.79, -12.80 	23.64, -15.78, -12.40 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.84, -18.89, -12.86 	24.19, -16.61, -12.11 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	1.14, -18.92, -12.90 	24.91, -17.50, -11.75 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	1.15, -18.96, -12.92 	25.45, -18.14, -11.58 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.88, -19.02, -12.93 	25.54, -18.46, -11.61 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.62, -19.15, -12.86 	25.36, -18.63, -11.74 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.29, -19.32, -12.80 	24.96, -18.86, -11.83 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	0.10, -19.36, -12.79 	24.28, -19.22, -11.86 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.04, -19.33, -12.79 	23.57, -19.49, -11.81 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.05, -19.31, -12.76 	23.16, -19.67, -11.83 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.09, -19.28, -12.76 	23.06, -19.61, -11.93 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.11, -19.23, -12.75 	23.15, -19.42, -12.04 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.09, -19.18, -12.75 	23.33, -19.17, -12.20 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.18, -19.01, -12.70 	23.47, -18.93, -12.32 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-0.48, -18.61, -12.49 	23.59, -18.72, -12.41 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-1.29, -17.70, -12.12 	23.36, -18.80, -12.40 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-2.00, -16.46, -11.69 	22.92, -18.99, -12.29 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-1.80, -16.13, -11.45 	22.37, -19.33, -12.14 	0.00, 30.00 	14,1,26,200		inf,inf	0,0 	0
0       	-1.56, -16.02, -11.47 	21.85, -19.73, -11.94 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-1.34, -15.90, -11.63 	21.54, -19.98, -11.83 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.92, -15.85, -11.68 	21.23, -20.08, -11.74 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.54, -15.86, -11.69 	21.19, -20.01, -11.73 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.41, -15.86, -11.72 	21.26, -19.83, -11.77 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.41, -15.88, -11.73 	21.32, -19.67, -11.71 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.46, -15.90, -11.71 	21.06, -19.82, -11.38 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.51, -15.95, -11.70 	21.01, -19.94, -11.33 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.55, -15.97, -11.70 	21.17, -19.91, -11.47 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.58, -15.99, -11.69 	20.98, -20.12, -11.47 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.62, -16.01, -11.69 	20.81, -20.42, -11.42 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.62, -16.02, -11.70 	20.75, -20.59, -11.39 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.63, -16.03, -11.71 	20.82, -20.58, -11.38 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.59, -16.08, -11.72 	20.91, -20.53, -11.40 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.51, -16.11, -11.74 	21.02, -20.46, -11.41 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	-0.25, -16.15, -11.75 	21.21, -20.34, -11.46 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.12, -15.99, -11.81 	21.73, -20.07, -11.52 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.32, -15.70, -11.90 	22.41, -19.70, -11.53 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.37, -15.62, -11.83 	22.99, -19.60, -11.37 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.37, -15.66, -11.75 	22.64, -20.22, -10.81 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.42, -15.43, -11.83 	21.07, -21.50, -9.87 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.59, -15.20, -11.89 	19.96, -22.07, -9.35 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	0.91, -15.03, -11.87 	20.48, -21.79, -9.26 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	1.26, -14.88, -11.88 	22.01, -21.10, -9.42 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	1.66, -14.56, -11.94 	23.53, -20.27, -9.64 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	2.11, -14.22, -11.98 	24.27, -19.74, -9.69 	0.00, 30.00 	14,1,26,201		inf,inf	0,0 	0
0       	2.47, -13.99, -11.94 	23.69, -20.03, -9.35 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.62, -13.90, -11.88 	22.15, -21.02, -8.60 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.57, -13.93, -11.82 	20.70, -22.05, -7.91 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.49, -14.00, -11.73 	20.10, -22.33, -7.77 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.38, -14.14, -11.61 	19.82, -21.58, -8.08 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.32, -14.22, -11.56 	19.03, -20.40, -8.36 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.33, -14.25, -11.55 	17.90, -19.68, -8.34 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.34, -14.26, -11.55 	17.20, -19.65, -8.20 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.45, -14.29, -11.54 	17.01, -19.78, -7.98 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.60, -14.32, -11.55 	16.51, -19.84, -7.70 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.76, -14.26, -11.59 	15.29, -19.61, -7.53 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.86, -14.16, -11.55 	13.76, -19.68, -7.28 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.86, -14.08, -11.42 	12.73, -20.07, -6.83 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.59, -14.03, -11.32 	12.46, -20.40, -6.48 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	2.17, -14.11, -11.22 	12.67, -20.49, -6.40 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.80, -14.24, -11.10 	12.67, -20.49, -6.40 	0.00, 30.00 	14,1,26,202		inf,-nan	0,0 	0
0       	1.56, -14.34, -10.97 	13.33, -22.04, -6.79 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.40, -14.38, -10.89 	17.88, -25.05, -10.37 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.33, -14.29, -10.88 	26.14, -18.66, -15.03 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.37, -14.12, -10.86 	33.47, -22.81, -8.51 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.56, -13.95, -10.83 	30.25, -21.64, -9.22 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.67, -13.75, -10.83 	28.33, -21.42, -10.31 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.59, -13.62, -10.84 	27.07, -21.38, -10.37 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	1.34, -13.61, -10.79 	25.80, -22.55, -10.05 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	0.91, -13.70, -10.73 	24.90, -23.04, -9.87 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	0.47, -13.82, -10.69 	24.43, -22.54, -10.06 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	0.12, -13.94, -10.68 	23.74, -21.99, -10.41 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.03, -14.06, -10.68 	23.58, -21.93, -10.66 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.08, -14.15, -10.70 	24.32, -21.40, -11.06 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.08, -14.19, -10.73 	25.03, -20.44, -11.43 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
0       	-0.09, -14.21, -10.73 	25.60, -19.45, -11.72 	0.00, 30.00 	14,1,26,202		inf,inf	0,0 	0
