#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	0.55, -3.32, -9.35 	-18.68, -26.28, -5.97 	0.00, 10.00 	14,7,37,405		0.00,0.00	0,0 	0
0       	-4.05, 0.49, -7.49 	-20.78, -25.93, -5.35 	0.00, 10.00 	14,7,37,409		inf,inf	0,0 	0
0       	-4.06, 0.49, -7.49 	-20.79, -25.93, -5.34 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.06, 0.49, -7.48 	-20.77, -25.95, -5.34 	0.00, 10.00 	14,7,37,410		-nan,inf	0,0 	0
0       	-4.07, 0.48, -7.48 	-20.79, -25.93, -5.32 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.08, 0.48, -7.48 	-20.85, -25.94, -5.33 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.11, 0.48, -7.47 	-20.81, -25.92, -5.32 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.07, 0.50, -7.48 	-20.82, -25.95, -5.31 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.08, 0.48, -7.48 	-20.82, -25.95, -5.32 	0.00, 10.00 	14,7,37,410		inf,-nan	0,0 	0
0       	-4.08, 0.47, -7.47 	-20.80, -25.92, -5.35 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.11, 0.48, -7.45 	-20.76, -25.94, -5.33 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.08, 0.46, -7.44 	-20.75, -25.94, -5.34 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.09, 0.46, -7.41 	-20.77, -25.95, -5.33 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.08, 0.44, -7.38 	-20.72, -25.97, -5.34 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.13, 0.42, -7.37 	-20.69, -25.93, -5.36 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.10, 0.38, -7.38 	-20.72, -25.93, -5.35 	0.00, 10.00 	14,7,37,410		inf,inf	0,0 	0
0       	-4.09, 0.38, -7.40 	-20.72, -25.91, -5.34 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-4.03, 0.36, -7.40 	-20.74, -25.92, -5.37 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-4.00, 0.35, -7.42 	-20.73, -25.95, -5.33 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.96, 0.33, -7.42 	-20.76, -25.97, -5.37 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.94, 0.33, -7.43 	-20.81, -25.97, -5.37 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.90, 0.30, -7.44 	-20.76, -25.95, -5.37 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.89, 0.29, -7.44 	-20.78, -25.97, -5.36 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.93, 0.27, -7.43 	-20.81, -25.99, -5.36 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.91, 0.27, -7.44 	-20.80, -26.01, -5.35 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.93, 0.25, -7.44 	-20.77, -26.00, -5.33 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.91, 0.26, -7.45 	-20.80, -25.96, -5.31 	0.00, 10.00 	14,7,37,411		inf,inf	0,0 	0
0       	-3.95, 0.26, -7.45 	-20.78, -25.97, -5.31 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.93, 0.28, -7.48 	-20.78, -25.96, -5.31 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.95, 0.26, -7.48 	-20.76, -25.95, -5.33 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.93, 0.25, -7.48 	-20.75, -25.93, -5.33 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.94, 0.26, -7.49 	-20.74, -25.96, -5.30 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.91, 0.25, -7.48 	-20.74, -25.96, -5.30 	0.00, 10.00 	14,7,37,412		inf,-nan	0,0 	0
0       	-3.92, 0.23, -7.48 	-20.72, -25.97, -5.31 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.95, 0.23, -7.48 	-20.69, -25.96, -5.30 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.98, 0.21, -7.48 	-20.69, -25.94, -5.34 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.98, 0.21, -7.48 	-20.67, -25.94, -5.33 	0.00, 10.00 	14,7,37,412		-nan,inf	0,0 	0
0       	-3.99, 0.22, -7.50 	-20.68, -25.95, -5.35 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.98, 0.21, -7.51 	-20.67, -25.96, -5.35 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.92, 0.21, -7.52 	-20.65, -25.97, -5.34 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.88, 0.16, -7.51 	-20.65, -25.99, -5.32 	0.00, 10.00 	14,7,37,412		inf,inf	0,0 	0
0       	-3.90, 0.17, -7.50 	-20.65, -25.99, -5.31 	0.00, 10.00 	14,7,37,412		inf,-nan	0,0 	0
0       	-3.92, 0.14, -7.49 	-20.66, -25.98, -5.29 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.93, 0.12, -7.48 	-20.66, -25.98, -5.29 	0.00, 10.00 	14,7,37,413		inf,-nan	0,0 	0
0       	-3.96, 0.10, -7.48 	-20.64, -26.01, -5.27 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.98, 0.10, -7.47 	-20.65, -26.02, -5.26 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.95, 0.10, -7.48 	-20.64, -26.03, -5.27 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.95, 0.10, -7.50 	-20.63, -26.01, -5.27 	0.00, 10.00 	14,7,37,413		-nan,inf	0,0 	0
0       	-3.96, 0.11, -7.50 	-20.63, -26.02, -5.28 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.96, 0.09, -7.50 	-20.64, -26.02, -5.27 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.93, 0.08, -7.51 	-20.62, -26.00, -5.29 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.95, 0.09, -7.51 	-20.63, -25.99, -5.29 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.92, 0.08, -7.51 	-20.53, -25.99, -5.34 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.92, 0.07, -7.49 	-20.54, -25.96, -5.37 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.91, 0.07, -7.50 	-20.53, -25.97, -5.38 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.94, 0.10, -7.49 	-20.43, -25.98, -5.38 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.97, 0.08, -7.48 	-20.41, -25.97, -5.41 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.95, 0.07, -7.48 	-20.43, -25.97, -5.39 	0.00, 10.00 	14,7,37,413		inf,inf	0,0 	0
0       	-3.98, 0.08, -7.48 	-20.50, -25.97, -5.38 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.00, 0.06, -7.49 	-20.49, -25.98, -5.39 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.98, 0.09, -7.49 	-20.51, -25.98, -5.37 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.99, 0.07, -7.49 	-20.50, -25.98, -5.38 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.98, 0.08, -7.49 	-20.41, -25.99, -5.39 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.95, 0.07, -7.48 	-20.36, -25.98, -5.39 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.98, 0.06, -7.47 	-20.40, -26.01, -5.38 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.99, 0.05, -7.48 	-20.30, -26.01, -5.41 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-3.98, 0.06, -7.47 	-20.39, -25.96, -5.39 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.01, 0.05, -7.47 	-20.34, -25.96, -5.41 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.00, 0.04, -7.46 	-20.42, -25.96, -5.37 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.00, 0.04, -7.47 	-20.40, -25.95, -5.36 	0.00, 10.00 	14,7,37,414		-nan,inf	0,0 	0
0       	-4.02, 0.04, -7.47 	-20.48, -25.94, -5.35 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.02, 0.06, -7.46 	-20.45, -25.97, -5.36 	0.00, 10.00 	14,7,37,414		inf,inf	0,0 	0
0       	-4.00, 0.06, -7.46 	-20.45, -25.95, -5.34 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.04, 0.04, -7.44 	-20.41, -25.96, -5.35 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.03, 0.06, -7.44 	-20.35, -26.00, -5.34 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.07, 0.05, -7.42 	-20.35, -25.98, -5.34 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.09, 0.04, -7.40 	-20.31, -26.00, -5.35 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.09, 0.03, -7.40 	-20.33, -25.97, -5.36 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.10, 0.03, -7.39 	-20.28, -26.01, -5.33 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.09, 0.02, -7.39 	-20.28, -26.02, -5.35 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.08, 0.04, -7.40 	-20.27, -26.02, -5.36 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.08, 0.04, -7.40 	-20.27, -26.01, -5.38 	0.00, 10.00 	14,7,37,415		-nan,inf	0,0 	0
0       	-4.05, 0.02, -7.39 	-20.25, -26.04, -5.37 	0.00, 10.00 	14,7,37,415		inf,inf	0,0 	0
0       	-4.06, 0.01, -7.38 	-20.27, -26.01, -5.39 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, 0.02, -7.38 	-20.28, -26.01, -5.41 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.08, 0.01, -7.37 	-20.24, -26.02, -5.37 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.00, -7.36 	-20.26, -26.02, -5.40 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.02, -7.37 	-20.21, -26.03, -5.39 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.08, -0.02, -7.36 	-20.21, -26.01, -5.41 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.03, -7.36 	-20.20, -26.01, -5.41 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.02, -7.35 	-20.19, -26.00, -5.42 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.02, -7.37 	-20.21, -26.05, -5.38 	0.00, 10.00 	14,7,37,416		-nan,inf	0,0 	0
0       	-4.09, -0.00, -7.36 	-20.27, -26.01, -5.39 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.08, -0.01, -7.35 	-20.18, -26.04, -5.41 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.09, -0.02, -7.35 	-20.18, -26.03, -5.37 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.07, -0.03, -7.33 	-20.16, -26.04, -5.38 	0.00, 10.00 	14,7,37,416		inf,inf	0,0 	0
0       	-4.10, -0.02, -7.33 	-20.18, -26.05, -5.41 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.12, -0.04, -7.33 	-20.17, -26.05, -5.39 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.12, -0.05, -7.32 	-20.12, -26.09, -5.39 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.13, -0.05, -7.33 	-20.11, -26.10, -5.37 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.12, -0.05, -7.33 	-20.12, -26.08, -5.38 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.08, -0.06, -7.33 	-20.10, -26.06, -5.38 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.09, -0.05, -7.33 	-20.12, -26.08, -5.37 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.02, -0.05, -7.33 	-20.14, -26.02, -5.38 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.02, -0.05, -7.32 	-20.10, -26.03, -5.39 	0.00, 10.00 	14,7,37,417		-nan,inf	0,0 	0
0       	-4.03, -0.06, -7.31 	-20.04, -26.04, -5.41 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.05, -0.07, -7.31 	-20.02, -26.06, -5.38 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.06, -0.08, -7.31 	-20.03, -26.04, -5.39 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.09, -0.07, -7.30 	-20.01, -26.05, -5.41 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.10, -0.07, -7.29 	-19.99, -26.07, -5.38 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.11, -0.09, -7.29 	-19.99, -26.05, -5.40 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.07, -0.10, -7.29 	-19.99, -26.05, -5.40 	0.00, 10.00 	14,7,37,417		inf,-nan	0,0 	0
0       	-4.08, -0.10, -7.30 	-20.09, -26.04, -5.39 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.03, -0.11, -7.30 	-20.02, -26.02, -5.42 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.01, -0.12, -7.28 	-20.04, -25.99, -5.42 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-4.00, -0.11, -7.27 	-19.91, -26.00, -5.43 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-3.96, -0.12, -7.26 	-19.94, -26.03, -5.42 	0.00, 10.00 	14,7,37,417		inf,inf	0,0 	0
0       	-3.95, -0.14, -7.23 	-19.86, -26.05, -5.41 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.98, -0.16, -7.21 	-19.85, -26.04, -5.42 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.98, -0.17, -7.21 	-19.84, -26.04, -5.43 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.96, -0.15, -7.19 	-19.90, -26.01, -5.41 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.97, -0.17, -7.18 	-19.96, -26.01, -5.39 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.98, -0.17, -7.18 	-19.96, -26.03, -5.40 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.98, -0.17, -7.17 	-19.99, -26.03, -5.39 	0.00, 10.00 	14,7,37,418		-nan,inf	0,0 	0
0       	-3.93, -0.17, -7.16 	-19.99, -26.02, -5.41 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.94, -0.17, -7.17 	-19.99, -26.00, -5.38 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.91, -0.16, -7.17 	-19.91, -26.01, -5.36 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.92, -0.16, -7.17 	-19.91, -25.99, -5.38 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.93, -0.17, -7.16 	-19.89, -26.00, -5.36 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.92, -0.17, -7.16 	-19.96, -26.01, -5.37 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.92, -0.18, -7.16 	-19.95, -26.00, -5.34 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.92, -0.17, -7.16 	-19.98, -26.00, -5.36 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.91, -0.16, -7.17 	-19.96, -25.98, -5.36 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
0       	-3.90, -0.16, -7.17 	-19.98, -26.00, -5.40 	0.00, 10.00 	14,7,37,418		inf,inf	0,0 	0
