#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-1.13, 0.46, -7.09 	-37.66, -11.91, -8.76 	0.00, 10.00 	13,42,10,833		0.00,0.00	0,0 	0
0       	-1.18, 0.45, -7.11 	-37.70, -11.92, -8.79 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.13, 0.45, -7.11 	-37.69, -11.93, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.16, 0.45, -7.11 	-37.69, -11.94, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.17, 0.45, -7.11 	-37.71, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.16, 0.45, -7.11 	-37.71, -11.91, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.18, 0.46, -7.11 	-37.73, -11.91, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.18, 0.44, -7.11 	-37.74, -11.92, -8.79 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.13, 0.44, -7.11 	-37.74, -11.91, -8.79 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.13, 0.44, -7.11 	-37.73, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		-nan,inf	0,0 	0
0       	-1.11, 0.45, -7.11 	-37.71, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.11, 0.45, -7.11 	-37.68, -11.94, -8.78 	0.00, 10.00 	13,42,10,834		-nan,inf	0,0 	0
0       	-1.12, 0.46, -7.11 	-37.68, -11.94, -8.76 	0.00, 10.00 	13,42,10,834		inf,-nan	0,0 	0
0       	-1.12, 0.46, -7.11 	-37.71, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		-nan,inf	0,0 	0
0       	-1.13, 0.47, -7.12 	-37.71, -11.93, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.16, 0.47, -7.12 	-37.72, -11.91, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.15, 0.46, -7.12 	-37.73, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		inf,inf	0,0 	0
0       	-1.14, 0.45, -7.11 	-37.73, -11.92, -8.78 	0.00, 10.00 	13,42,10,834		inf,-nan	0,0 	0
0       	-1.14, 0.45, -7.10 	-37.73, -11.92, -8.77 	0.00, 10.00 	13,42,10,834		-nan,-nan	0,0 	0
0       	-1.14, 0.45, -7.10 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.17, 0.45, -7.10 	-37.69, -11.94, -8.78 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.15, 0.47, -7.10 	-37.70, -11.95, -8.77 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.15, 0.48, -7.11 	-37.70, -11.98, -8.76 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.15, 0.48, -7.11 	-37.73, -11.96, -8.77 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.18, 0.48, -7.11 	-37.74, -11.97, -8.76 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.18, 0.48, -7.11 	-37.73, -11.96, -8.77 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.13, 0.47, -7.11 	-37.73, -11.97, -8.78 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.13, 0.47, -7.11 	-37.75, -11.97, -8.78 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.13, 0.47, -7.11 	-37.74, -11.95, -8.79 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.13, 0.47, -7.11 	-37.73, -11.96, -8.79 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.16, 0.47, -7.11 	-37.72, -11.94, -8.80 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.15, 0.47, -7.11 	-37.69, -11.96, -8.80 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.15, 0.47, -7.11 	-37.68, -11.96, -8.79 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.15, 0.47, -7.11 	-37.68, -11.97, -8.79 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.10, 0.46, -7.11 	-37.68, -11.96, -8.79 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.10, 0.45, -7.10 	-37.68, -11.97, -8.80 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.10, 0.45, -7.10 	-37.68, -11.95, -8.78 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.06, 0.45, -7.10 	-37.68, -11.95, -8.78 	0.00, 10.00 	13,42,10,835		inf,-nan	0,0 	0
0       	-1.06, 0.45, -7.10 	-37.69, -11.95, -8.78 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.06, 0.45, -7.10 	-37.67, -11.96, -8.78 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.05, 0.47, -7.10 	-37.67, -11.96, -8.77 	0.00, 10.00 	13,42,10,835		inf,-nan	0,0 	0
0       	-1.05, 0.47, -7.10 	-37.66, -11.95, -8.77 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.05, 0.46, -7.10 	-37.70, -11.95, -8.76 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.05, 0.46, -7.10 	-37.70, -11.95, -8.77 	0.00, 10.00 	13,42,10,835		-nan,-nan	0,0 	0
0       	-1.09, 0.46, -7.10 	-37.68, -11.96, -8.76 	0.00, 10.00 	13,42,10,835		inf,inf	0,0 	0
0       	-1.09, 0.46, -7.10 	-37.71, -11.93, -8.76 	0.00, 10.00 	13,42,10,835		-nan,inf	0,0 	0
0       	-1.10, 0.45, -7.10 	-37.72, -11.94, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.11, 0.45, -7.10 	-37.72, -11.93, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.10, 0.46, -7.11 	-37.73, -11.94, -8.76 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.46, -7.11 	-37.73, -11.94, -8.77 	0.00, 10.00 	13,42,10,836		inf,-nan	0,0 	0
0       	-1.06, 0.45, -7.09 	-37.72, -11.94, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.45, -7.09 	-37.72, -11.94, -8.77 	0.00, 10.00 	13,42,10,836		inf,-nan	0,0 	0
0       	-1.08, 0.48, -7.11 	-37.68, -11.92, -8.78 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.03, 0.48, -7.11 	-37.69, -11.93, -8.78 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.03, 0.48, -7.11 	-37.68, -11.92, -8.77 	0.00, 10.00 	13,42,10,836		-nan,inf	0,0 	0
0       	-1.04, 0.47, -7.11 	-37.68, -11.92, -8.77 	0.00, 10.00 	13,42,10,836		inf,-nan	0,0 	0
0       	-1.04, 0.47, -7.09 	-37.73, -11.93, -8.78 	0.00, 10.00 	13,42,10,836		-nan,inf	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.74, -11.94, -8.76 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.49, -7.10 	-37.73, -11.94, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.47, -7.10 	-37.74, -11.93, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.47, -7.10 	-37.73, -11.92, -8.77 	0.00, 10.00 	13,42,10,836		-nan,inf	0,0 	0
0       	-1.05, 0.47, -7.09 	-37.73, -11.92, -8.77 	0.00, 10.00 	13,42,10,836		-nan,-nan	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.72, -11.92, -8.78 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.72, -11.91, -8.79 	0.00, 10.00 	13,42,10,836		-nan,inf	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.72, -11.91, -8.79 	0.00, 10.00 	13,42,10,836		-nan,-nan	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.72, -11.93, -8.77 	0.00, 10.00 	13,42,10,836		-nan,inf	0,0 	0
0       	-1.04, 0.49, -7.08 	-37.71, -11.92, -8.77 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.03, 0.47, -7.09 	-37.72, -11.92, -8.78 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.03, 0.48, -7.09 	-37.71, -11.92, -8.79 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-1.02, 0.48, -7.09 	-37.71, -11.92, -8.79 	0.00, 10.00 	13,42,10,836		inf,-nan	0,0 	0
0       	-1.02, 0.49, -7.09 	-37.72, -11.93, -8.80 	0.00, 10.00 	13,42,10,836		inf,inf	0,0 	0
0       	-0.98, 0.47, -7.10 	-37.72, -11.92, -8.81 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-0.97, 0.46, -7.08 	-37.67, -11.92, -8.80 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.00, 0.46, -7.08 	-37.67, -11.92, -8.79 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.68, -11.94, -8.79 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.05, 0.48, -7.08 	-37.68, -11.94, -8.79 	0.00, 10.00 	13,42,10,837		-nan,-nan	0,0 	0
0       	-1.07, 0.49, -7.09 	-37.73, -11.91, -8.80 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.03, 0.47, -7.10 	-37.72, -11.94, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.02, 0.47, -7.10 	-37.71, -11.92, -8.79 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.02, 0.48, -7.10 	-37.71, -11.92, -8.79 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.02, 0.47, -7.10 	-37.71, -11.92, -8.79 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.02, 0.48, -7.10 	-37.72, -11.95, -8.79 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.05, 0.47, -7.07 	-37.70, -11.95, -8.79 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.05, 0.46, -7.07 	-37.72, -11.94, -8.79 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.71, -11.96, -8.78 	0.00, 10.00 	13,42,10,837		-nan,inf	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		-nan,inf	0,0 	0
0       	-1.03, 0.47, -7.10 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.03, 0.47, -7.10 	-37.72, -11.95, -8.77 	0.00, 10.00 	13,42,10,837		-nan,-nan	0,0 	0
0       	-1.04, 0.45, -7.09 	-37.70, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.04, 0.46, -7.09 	-37.71, -11.97, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.03, 0.46, -7.09 	-37.72, -11.95, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.03, 0.47, -7.10 	-37.70, -11.96, -8.78 	0.00, 10.00 	13,42,10,837		inf,inf	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.70, -11.96, -8.78 	0.00, 10.00 	13,42,10,837		inf,-nan	0,0 	0
0       	-1.06, 0.48, -7.10 	-37.68, -11.96, -8.76 	0.00, 10.00 	13,42,10,837		-nan,inf	0,0 	0
0       	-1.09, 0.49, -7.10 	-37.68, -11.96, -8.77 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.09, 0.49, -7.10 	-37.70, -11.96, -8.77 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.05, 0.47, -7.10 	-37.70, -11.96, -8.78 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.05, 0.49, -7.11 	-37.71, -11.96, -8.79 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.05, 0.49, -7.11 	-37.70, -11.96, -8.79 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.05, 0.48, -7.10 	-37.70, -11.95, -8.80 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.05, 0.48, -7.10 	-37.69, -11.99, -8.79 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.08, 0.48, -7.10 	-37.66, -12.00, -8.79 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.08, 0.48, -7.10 	-37.66, -12.00, -8.79 	0.00, 10.00 	13,42,10,838		-nan,-nan	0,0 	0
0       	-1.08, 0.48, -7.10 	-37.67, -12.01, -8.79 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.06, 0.47, -7.11 	-37.67, -12.02, -8.79 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.07, 0.47, -7.10 	-37.67, -12.03, -8.79 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.03, 0.45, -7.10 	-37.68, -12.03, -8.77 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.03, 0.46, -7.11 	-37.71, -12.01, -8.77 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.03, 0.47, -7.11 	-37.71, -12.01, -8.78 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.03, 0.47, -7.11 	-37.70, -12.03, -8.78 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.03, 0.45, -7.10 	-37.70, -12.03, -8.78 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.03, 0.45, -7.10 	-37.69, -12.02, -8.79 	0.00, 10.00 	13,42,10,838		-nan,inf	0,0 	0
0       	-1.07, 0.47, -7.10 	-37.69, -12.02, -8.78 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.06, 0.47, -7.10 	-37.69, -12.02, -8.79 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.07, 0.47, -7.10 	-37.69, -12.02, -8.78 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.06, 0.47, -7.10 	-37.69, -12.02, -8.79 	0.00, 10.00 	13,42,10,838		inf,-nan	0,0 	0
0       	-1.07, 0.47, -7.10 	-37.69, -12.01, -8.78 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.70, -12.01, -8.79 	0.00, 10.00 	13,42,10,838		inf,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.71, -11.99, -8.79 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.72, -11.98, -8.79 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.70, -11.99, -8.80 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.06, 0.46, -7.08 	-37.70, -11.98, -8.80 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.09, 0.46, -7.09 	-37.66, -12.01, -8.80 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.13, 0.47, -7.08 	-37.67, -12.01, -8.80 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.12, 0.47, -7.08 	-37.69, -12.02, -8.80 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.12, 0.47, -7.08 	-37.69, -12.02, -8.80 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.12, 0.47, -7.08 	-37.69, -12.01, -8.78 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.12, 0.47, -7.08 	-37.69, -12.01, -8.78 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.13, 0.47, -7.09 	-37.72, -11.99, -8.77 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.09, 0.46, -7.09 	-37.72, -11.99, -8.78 	0.00, 10.00 	13,42,10,839		inf,-nan	0,0 	0
0       	-1.09, 0.46, -7.09 	-37.70, -12.00, -8.79 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.09, 0.46, -7.09 	-37.71, -12.00, -8.78 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.08, 0.44, -7.08 	-37.69, -12.01, -8.78 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.12, 0.44, -7.07 	-37.69, -12.02, -8.77 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.12, 0.44, -7.07 	-37.69, -12.02, -8.77 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.13, 0.46, -7.08 	-37.70, -12.03, -8.77 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.12, 0.46, -7.08 	-37.67, -12.05, -8.78 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.13, 0.46, -7.08 	-37.67, -12.05, -8.78 	0.00, 10.00 	13,42,10,839		inf,-nan	0,0 	0
0       	-1.09, 0.46, -7.08 	-37.70, -12.03, -8.78 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.09, 0.46, -7.08 	-37.70, -12.03, -8.78 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.07, 0.46, -7.08 	-37.70, -12.03, -8.78 	0.00, 10.00 	13,42,10,839		inf,-nan	0,0 	0
0       	-1.07, 0.46, -7.08 	-37.68, -12.05, -8.78 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.07, 0.46, -7.08 	-37.68, -12.05, -8.78 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.11, 0.46, -7.08 	-37.67, -12.05, -8.78 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.11, 0.46, -7.08 	-37.71, -12.04, -8.76 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.11, 0.46, -7.08 	-37.71, -12.04, -8.76 	0.00, 10.00 	13,42,10,839		-nan,-nan	0,0 	0
0       	-1.11, 0.46, -7.08 	-37.67, -12.04, -8.76 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.09, 0.47, -7.10 	-37.67, -12.04, -8.76 	0.00, 10.00 	13,42,10,839		inf,-nan	0,0 	0
0       	-1.09, 0.47, -7.10 	-37.69, -12.02, -8.75 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.09, 0.47, -7.10 	-37.70, -12.03, -8.75 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.03, 0.45, -7.09 	-37.70, -12.02, -8.76 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.04, 0.45, -7.09 	-37.65, -12.04, -8.77 	0.00, 10.00 	13,42,10,839		inf,inf	0,0 	0
0       	-1.04, 0.45, -7.09 	-37.67, -12.03, -8.78 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.04, 0.45, -7.09 	-37.70, -12.02, -8.76 	0.00, 10.00 	13,42,10,839		-nan,inf	0,0 	0
0       	-1.04, 0.46, -7.10 	-37.70, -12.02, -8.76 	0.00, 10.00 	13,42,10,840		inf,-nan	0,0 	0
0       	-1.04, 0.47, -7.10 	-37.69, -12.01, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.45, -7.10 	-37.69, -12.02, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.06, 0.45, -7.10 	-37.69, -12.01, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.06, 0.43, -7.10 	-37.69, -12.01, -8.75 	0.00, 10.00 	13,42,10,840		inf,-nan	0,0 	0
0       	-1.06, 0.45, -7.11 	-37.69, -12.00, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.45, -7.11 	-37.69, -12.02, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.43, -7.10 	-37.69, -12.02, -8.75 	0.00, 10.00 	13,42,10,840		inf,-nan	0,0 	0
0       	-1.07, 0.43, -7.11 	-37.68, -12.00, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.07, 0.43, -7.11 	-37.68, -12.00, -8.75 	0.00, 10.00 	13,42,10,840		-nan,-nan	0,0 	0
0       	-1.07, 0.43, -7.11 	-37.66, -12.00, -8.75 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.07, 0.43, -7.09 	-37.65, -11.98, -8.76 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.11, 0.44, -7.09 	-37.64, -11.99, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.07, 0.43, -7.09 	-37.64, -11.99, -8.75 	0.00, 10.00 	13,42,10,840		inf,-nan	0,0 	0
0       	-1.07, 0.43, -7.09 	-37.68, -11.97, -8.74 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.07, 0.43, -7.11 	-37.68, -11.97, -8.74 	0.00, 10.00 	13,42,10,840		-nan,-nan	0,0 	0
0       	-1.07, 0.43, -7.11 	-37.64, -11.99, -8.75 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.08, 0.43, -7.10 	-37.64, -11.98, -8.75 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.10, 0.44, -7.09 	-37.63, -11.98, -8.77 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.44, -7.10 	-37.67, -11.95, -8.77 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.44, -7.10 	-37.64, -12.00, -8.76 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.05, 0.44, -7.10 	-37.64, -11.98, -8.77 	0.00, 10.00 	13,42,10,840		-nan,inf	0,0 	0
0       	-1.03, 0.45, -7.10 	-37.68, -11.97, -8.76 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.04, 0.44, -7.09 	-37.69, -11.99, -8.76 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.44, -7.09 	-37.66, -12.01, -8.76 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.09, 0.46, -7.11 	-37.65, -12.00, -8.77 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.06, 0.44, -7.10 	-37.65, -12.01, -8.76 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.07, 0.45, -7.10 	-37.66, -11.99, -8.78 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.01, 0.45, -7.11 	-37.68, -11.99, -8.79 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.04, 0.43, -7.09 	-37.66, -11.99, -8.79 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.04, 0.48, -7.11 	-37.65, -11.99, -8.79 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.04, 0.45, -7.11 	-37.66, -12.01, -8.79 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.05, 0.46, -7.10 	-37.63, -12.02, -8.81 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
0       	-1.11, 0.43, -7.10 	-37.67, -11.97, -8.81 	0.00, 10.00 	13,42,10,840		inf,inf	0,0 	0
