#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-64.45, -13.52, 22.07 	-48.50, -9.96, -7.61 	0.00, 30.00 	14,37,49,468		0.00,0.00	0,0 	0
0       	-64.38, -13.44, 22.07 	-48.52, -9.94, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.35, -13.51, 22.06 	-48.49, -9.92, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.33, -13.52, 22.05 	-48.49, -9.92, -7.62 	0.00, 30.00 	14,37,49,470		inf,-nan	0,0 	0
0       	-64.28, -13.45, 22.05 	-48.53, -9.93, -7.60 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.19, -13.48, 22.03 	-48.50, -9.96, -7.60 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.28, -13.47, 22.03 	-48.48, -9.97, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.32, -13.42, 22.02 	-48.46, -9.96, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.35, -13.37, 22.01 	-48.52, -9.98, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.43, -13.35, 22.01 	-48.54, -9.96, -7.64 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.37, -13.37, 22.03 	-48.52, -9.98, -7.64 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.25, -13.38, 22.04 	-48.48, -9.97, -7.63 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.26, -13.43, 22.03 	-48.59, -9.95, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.28, -13.43, 22.01 	-48.52, -9.94, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.18, -13.44, 22.00 	-48.55, -9.93, -7.61 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.16, -13.41, 22.00 	-48.57, -9.95, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.18, -13.27, 22.01 	-48.52, -9.96, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.38, -13.12, 22.02 	-48.50, -9.98, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.40, -13.07, 22.02 	-48.50, -9.98, -7.62 	0.00, 30.00 	14,37,49,470		inf,-nan	0,0 	0
0       	-64.40, -13.11, 22.03 	-48.55, -9.94, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.52, -13.10, 22.03 	-48.54, -9.96, -7.62 	0.00, 30.00 	14,37,49,470		inf,inf	0,0 	0
0       	-64.44, -13.14, 22.05 	-48.52, -9.96, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.44, -13.13, 22.08 	-48.52, -9.94, -7.62 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.44, -13.11, 22.09 	-48.54, -9.96, -7.62 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.44, -13.11, 22.09 	-48.52, -9.94, -7.63 	0.00, 30.00 	14,37,49,471		-nan,inf	0,0 	0
0       	-64.36, -13.12, 22.09 	-48.57, -9.95, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.45, -13.04, 22.10 	-48.57, -9.95, -7.63 	0.00, 30.00 	14,37,49,471		inf,-nan	0,0 	0
0       	-64.58, -12.96, 22.07 	-48.55, -9.94, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.57, -13.01, 22.07 	-48.55, -9.94, -7.63 	0.00, 30.00 	14,37,49,471		inf,-nan	0,0 	0
0       	-64.53, -13.06, 22.06 	-48.48, -9.97, -7.62 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.57, -13.06, 22.06 	-48.50, -9.94, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.44, -13.13, 22.09 	-48.52, -9.96, -7.62 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.46, -13.15, 22.09 	-48.57, -9.95, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.38, -13.10, 22.10 	-48.52, -9.96, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.38, -13.09, 22.10 	-48.52, -9.98, -7.64 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.34, -13.07, 22.09 	-48.52, -9.98, -7.63 	0.00, 30.00 	14,37,49,471		inf,-nan	0,0 	0
0       	-64.33, -13.03, 22.09 	-48.52, -9.99, -7.62 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.39, -13.00, 22.08 	-48.52, -9.99, -7.62 	0.00, 30.00 	14,37,49,471		inf,-nan	0,0 	0
0       	-64.45, -13.02, 22.07 	-48.48, -9.99, -7.64 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.53, -13.03, 22.06 	-48.50, -9.99, -7.64 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.63, -13.07, 22.06 	-48.48, -9.99, -7.64 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.53, -13.17, 22.06 	-48.46, -9.99, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.52, -13.11, 22.09 	-48.48, -9.97, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.36, -13.10, 22.10 	-48.50, -9.98, -7.63 	0.00, 30.00 	14,37,49,471		inf,inf	0,0 	0
0       	-64.38, -13.07, 22.10 	-48.48, -9.96, -7.63 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.38, -13.12, 22.10 	-48.46, -9.97, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.32, -13.05, 22.09 	-48.50, -9.98, -7.63 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.33, -13.03, 22.10 	-48.48, -9.96, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.33, -13.01, 22.10 	-48.46, -9.97, -7.65 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.34, -13.07, 22.09 	-48.46, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.38, -13.09, 22.10 	-48.46, -9.99, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.46, -13.08, 22.10 	-48.48, -9.97, -7.63 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.40, -13.14, 22.11 	-48.50, -9.96, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.40, -13.14, 22.10 	-48.50, -9.96, -7.64 	0.00, 30.00 	14,37,49,472		-nan,-nan	0,0 	0
0       	-64.29, -13.15, 22.10 	-48.46, -9.97, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.29, -13.13, 22.10 	-48.46, -9.97, -7.64 	0.00, 30.00 	14,37,49,472		inf,-nan	0,0 	0
0       	-64.29, -13.19, 22.10 	-48.41, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.35, -13.17, 22.09 	-48.41, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,-nan	0,0 	0
0       	-64.31, -13.14, 22.08 	-48.46, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.39, -13.05, 22.10 	-48.46, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,-nan	0,0 	0
0       	-64.47, -13.02, 22.10 	-48.48, -10.01, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.44, -13.07, 22.10 	-48.41, -10.02, -7.64 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.42, -13.09, 22.12 	-48.41, -10.01, -7.63 	0.00, 30.00 	14,37,49,472		inf,inf	0,0 	0
0       	-64.42, -13.07, 22.13 	-48.41, -10.01, -7.63 	0.00, 30.00 	14,37,49,472		inf,-nan	0,0 	0
0       	-64.34, -13.07, 22.13 	-48.39, -10.00, -7.63 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.26, -13.10, 22.14 	-48.39, -10.00, -7.63 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.18, -13.07, 22.14 	-48.39, -10.00, -7.63 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.25, -13.01, 22.13 	-48.41, -10.02, -7.63 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.29, -12.82, 22.14 	-48.48, -10.01, -7.64 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.32, -12.75, 22.15 	-48.48, -10.01, -7.62 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.35, -12.68, 22.16 	-48.46, -9.99, -7.63 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.45, -12.70, 22.17 	-48.46, -9.99, -7.63 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.32, -12.92, 22.16 	-48.42, -9.99, -7.62 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.21, -12.97, 22.17 	-48.42, -9.99, -7.62 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.31, -12.98, 22.17 	-48.44, -9.99, -7.62 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.15, -12.95, 22.19 	-48.43, -10.02, -7.62 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.20, -12.86, 22.18 	-48.45, -10.02, -7.63 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.14, -12.86, 22.17 	-48.46, -9.97, -7.63 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.21, -12.81, 22.16 	-48.52, -9.98, -7.64 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.24, -12.73, 22.18 	-48.46, -10.01, -7.64 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.32, -12.77, 22.17 	-48.46, -10.01, -7.64 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.32, -12.73, 22.17 	-48.44, -10.01, -7.65 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.40, -12.79, 22.17 	-48.43, -10.02, -7.65 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.31, -12.80, 22.17 	-48.44, -10.01, -7.65 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.29, -12.82, 22.19 	-48.46, -9.99, -7.65 	0.00, 30.00 	14,37,49,473		inf,inf	0,0 	0
0       	-64.20, -12.90, 22.17 	-48.46, -9.99, -7.64 	0.00, 30.00 	14,37,49,473		inf,-nan	0,0 	0
0       	-64.20, -12.86, 22.18 	-48.45, -10.02, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.22, -12.90, 22.17 	-48.46, -10.01, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.19, -12.81, 22.17 	-48.48, -10.03, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.26, -12.76, 22.16 	-48.41, -10.01, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.39, -12.70, 22.16 	-48.47, -10.04, -7.63 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.37, -12.65, 22.17 	-48.43, -10.08, -7.63 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.36, -12.61, 22.19 	-48.43, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.29, -12.64, 22.19 	-48.47, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.27, -12.67, 22.21 	-48.47, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,-nan	0,0 	0
0       	-64.29, -12.68, 22.22 	-48.48, -10.03, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.19, -12.67, 22.22 	-48.45, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.21, -12.65, 22.23 	-48.45, -10.02, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.21, -12.62, 22.25 	-48.50, -10.03, -7.63 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.26, -12.53, 22.23 	-48.47, -10.06, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.24, -12.58, 22.23 	-48.45, -10.06, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.33, -12.68, 22.21 	-48.41, -10.07, -7.63 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.34, -12.78, 22.21 	-48.41, -10.07, -7.64 	0.00, 30.00 	14,37,49,474		inf,-nan	0,0 	0
0       	-64.36, -12.89, 22.20 	-48.41, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.26, -12.90, 22.21 	-48.45, -10.04, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.24, -12.92, 22.23 	-48.43, -10.02, -7.65 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.23, -12.99, 22.22 	-48.45, -10.04, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.21, -12.97, 22.22 	-48.45, -10.02, -7.64 	0.00, 30.00 	14,37,49,474		inf,inf	0,0 	0
0       	-64.18, -13.09, 22.20 	-48.48, -9.99, -7.64 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.16, -13.05, 22.19 	-48.52, -10.01, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.17, -12.97, 22.20 	-48.48, -10.01, -7.65 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.27, -12.85, 22.22 	-48.52, -10.03, -7.65 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.33, -12.84, 22.21 	-48.48, -10.03, -7.64 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.34, -12.91, 22.21 	-48.48, -10.03, -7.64 	0.00, 30.00 	14,37,49,475		inf,-nan	0,0 	0
0       	-64.31, -12.99, 22.20 	-48.52, -10.01, -7.64 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.24, -13.11, 22.19 	-48.48, -10.03, -7.65 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.15, -13.16, 22.19 	-48.50, -10.01, -7.65 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.20, -13.11, 22.20 	-48.50, -10.01, -7.65 	0.00, 30.00 	14,37,49,475		inf,-nan	0,0 	0
0       	-64.18, -13.06, 22.20 	-48.56, -10.05, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.15, -12.95, 22.20 	-48.45, -10.06, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.23, -12.80, 22.21 	-48.45, -10.06, -7.63 	0.00, 30.00 	14,37,49,475		inf,-nan	0,0 	0
0       	-64.27, -12.62, 22.24 	-48.41, -10.09, -7.62 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.29, -12.66, 22.25 	-48.43, -10.04, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.30, -12.75, 22.24 	-48.43, -10.08, -7.62 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.29, -12.83, 22.22 	-48.51, -10.06, -7.62 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.25, -12.97, 22.21 	-48.49, -10.08, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.26, -13.06, 22.20 	-48.53, -10.06, -7.62 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.09, -13.12, 22.20 	-48.47, -10.04, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.13, -13.11, 22.19 	-48.48, -10.03, -7.62 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.18, -13.09, 22.19 	-48.48, -10.03, -7.63 	0.00, 30.00 	14,37,49,475		inf,-nan	0,0 	0
0       	-64.15, -13.11, 22.17 	-48.52, -10.03, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.20, -13.04, 22.17 	-48.50, -10.03, -7.63 	0.00, 30.00 	14,37,49,475		inf,inf	0,0 	0
0       	-64.21, -12.99, 22.17 	-48.43, -10.02, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.25, -12.96, 22.15 	-48.43, -10.04, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.29, -13.03, 22.18 	-48.45, -10.02, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.17, -13.11, 22.15 	-48.46, -10.01, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.13, -13.14, 22.15 	-48.50, -10.01, -7.62 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.20, -13.07, 22.17 	-48.48, -10.03, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.21, -13.02, 22.18 	-48.46, -10.01, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.12, -13.07, 22.17 	-48.41, -10.01, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.22, -13.04, 22.14 	-48.46, -9.99, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.28, -12.94, 22.16 	-48.48, -9.97, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.30, -12.87, 22.18 	-48.46, -10.01, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.36, -12.89, 22.16 	-48.44, -10.01, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.35, -13.01, 22.14 	-48.45, -10.02, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.35, -13.16, 22.13 	-48.45, -10.02, -7.62 	0.00, 30.00 	14,37,49,476		inf,-nan	0,0 	0
0       	-64.30, -13.24, 22.14 	-48.43, -10.02, -7.62 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.24, -13.25, 22.14 	-48.37, -10.05, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.24, -13.29, 22.13 	-48.37, -10.05, -7.63 	0.00, 30.00 	14,37,49,476		inf,-nan	0,0 	0
0       	-64.14, -13.26, 22.13 	-48.38, -10.14, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.19, -13.29, 22.10 	-48.36, -10.14, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.23, -13.16, 22.12 	-48.31, -10.27, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.24, -13.11, 22.14 	-48.31, -10.26, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.29, -13.15, 22.11 	-48.29, -10.26, -7.64 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.27, -13.19, 22.10 	-48.29, -10.26, -7.63 	0.00, 30.00 	14,37,49,476		inf,-nan	0,0 	0
0       	-64.26, -13.10, 22.13 	-48.33, -10.26, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.25, -13.03, 22.14 	-48.37, -10.30, -7.63 	0.00, 30.00 	14,37,49,476		inf,inf	0,0 	0
0       	-64.24, -13.08, 22.14 	-48.30, -10.31, -7.63 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.15, -13.16, 22.12 	-48.26, -10.32, -7.62 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.12, -13.19, 22.11 	-48.28, -10.34, -7.62 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.20, -13.25, 22.10 	-48.29, -10.39, -7.63 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.18, -13.27, 22.10 	-48.26, -10.48, -7.64 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.20, -13.22, 22.08 	-48.21, -10.56, -7.65 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.25, -13.17, 22.10 	-48.21, -10.61, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.26, -13.22, 22.10 	-48.10, -10.71, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.23, -13.31, 22.08 	-48.12, -10.73, -7.65 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.21, -13.29, 22.10 	-48.14, -10.71, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.24, -13.22, 22.13 	-48.16, -10.73, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.28, -13.26, 22.14 	-48.11, -10.74, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.30, -13.26, 22.12 	-48.13, -10.75, -7.66 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.22, -13.25, 22.13 	-48.20, -10.72, -7.67 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.23, -13.20, 22.12 	-48.13, -10.80, -7.65 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.27, -13.17, 22.12 	-48.15, -10.78, -7.67 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.34, -13.08, 22.13 	-48.13, -10.80, -7.67 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.35, -13.16, 22.10 	-48.08, -10.83, -7.67 	0.00, 30.00 	14,37,49,477		inf,inf	0,0 	0
0       	-64.35, -13.16, 22.10 	-48.13, -10.83, -7.69 	0.00, 30.00 	14,37,49,477		-nan,inf	0,0 	0
0       	-64.34, -13.30, 22.08 	-48.15, -10.83, -7.68 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.25, -13.34, 22.08 	-48.15, -10.82, -7.68 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.27, -13.31, 22.07 	-48.06, -10.88, -7.69 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.26, -13.29, 22.09 	-48.03, -10.91, -7.70 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.19, -13.34, 22.10 	-48.01, -10.93, -7.73 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.29, -13.31, 22.09 	-47.93, -10.96, -7.73 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.26, -13.27, 22.09 	-47.80, -11.02, -7.75 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.37, -13.35, 22.06 	-47.75, -11.10, -7.76 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
0       	-64.39, -13.33, 22.07 	-47.55, -11.19, -7.79 	0.00, 30.00 	14,37,49,478		inf,inf	0,0 	0
