#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-35.29, 38.83, -9.69 	11.02, -2.06, -11.31 	0.00, 10.00 	17,44,6,45		0.00,0.00	0,0 	0
0       	-34.05, 38.96, -9.54 	10.09, -2.15, -11.30 	0.00, 10.00 	17,44,6,55		inf,inf	0,0 	0
0       	-34.06, 38.96, -9.54 	10.06, -2.15, -11.29 	0.00, 10.00 	17,44,6,55		inf,inf	0,0 	0
0       	-34.07, 38.98, -9.53 	10.06, -2.15, -11.29 	0.00, 10.00 	17,44,6,55		inf,-nan	0,0 	0
0       	-34.09, 38.98, -9.53 	10.04, -2.14, -11.29 	0.00, 10.00 	17,44,6,55		inf,inf	0,0 	0
0       	-34.07, 38.97, -9.53 	10.05, -2.15, -11.28 	0.00, 10.00 	17,44,6,55		inf,inf	0,0 	0
0       	-34.08, 38.97, -9.53 	10.04, -2.15, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.07, 38.97, -9.53 	10.02, -2.15, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.07, 38.97, -9.53 	10.02, -2.14, -11.29 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.07, 38.97, -9.53 	10.07, -2.12, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.07, -2.12, -11.27 	0.00, 10.00 	17,44,6,56		inf,-nan	0,0 	0
0       	-34.06, 38.97, -9.53 	10.04, -2.14, -11.28 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.07, 38.97, -9.53 	10.03, -2.14, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.06, -2.13, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.06, -2.14, -11.28 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.07, -2.13, -11.26 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.06, -2.14, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.07, 38.98, -9.53 	10.09, -2.13, -11.29 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.06, -2.13, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.02, -2.12, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.06, 38.97, -9.53 	10.00, -2.13, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.05, 38.97, -9.53 	10.06, -2.11, -11.28 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.95, -9.53 	10.07, -2.11, -11.27 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.05, 38.95, -9.53 	10.04, -2.13, -11.27 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.07, 38.96, -9.52 	10.04, -2.14, -11.26 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.07, 38.96, -9.52 	10.04, -2.16, -11.26 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.08, 38.94, -9.52 	10.04, -2.16, -11.26 	0.00, 10.00 	17,44,6,56		inf,-nan	0,0 	0
0       	-34.06, 38.95, -9.52 	10.02, -2.16, -11.25 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.95, -9.52 	10.05, -2.16, -11.25 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.05, 38.94, -9.52 	10.04, -2.16, -11.25 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.95, -9.52 	10.04, -2.16, -11.25 	0.00, 10.00 	17,44,6,56		inf,-nan	0,0 	0
0       	-34.06, 38.96, -9.52 	10.04, -2.15, -11.26 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.96, -9.52 	10.01, -2.15, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.06, 38.96, -9.51 	10.04, -2.15, -11.27 	0.00, 10.00 	17,44,6,56		-nan,inf	0,0 	0
0       	-34.07, 38.95, -9.51 	10.06, -2.16, -11.25 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.96, -9.51 	10.05, -2.17, -11.25 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.95, -9.51 	10.04, -2.19, -11.25 	0.00, 10.00 	17,44,6,56		inf,inf	0,0 	0
0       	-34.06, 38.94, -9.51 	10.04, -2.19, -11.25 	0.00, 10.00 	17,44,6,56		inf,-nan	0,0 	0
0       	-34.05, 38.94, -9.51 	10.09, -2.20, -11.26 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.94, -9.51 	10.09, -2.20, -11.26 	0.00, 10.00 	17,44,6,57		-nan,-nan	0,0 	0
0       	-34.05, 38.93, -9.51 	10.07, -2.20, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.94, -9.51 	10.06, -2.20, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.94, -9.51 	10.09, -2.19, -11.26 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-34.04, 38.94, -9.51 	10.08, -2.20, -11.26 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.93, -9.51 	10.06, -2.23, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.06, 38.94, -9.50 	10.07, -2.20, -11.26 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.94, -9.50 	10.04, -2.26, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.93, -9.50 	10.04, -2.26, -11.25 	0.00, 10.00 	17,44,6,57		inf,-nan	0,0 	0
0       	-34.05, 38.92, -9.50 	10.04, -2.26, -11.25 	0.00, 10.00 	17,44,6,57		inf,-nan	0,0 	0
0       	-34.03, 38.92, -9.50 	10.09, -2.28, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.94, -9.50 	10.09, -2.29, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.93, -9.51 	10.10, -2.30, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.05, 38.93, -9.51 	10.13, -2.29, -11.24 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-34.06, 38.94, -9.50 	10.11, -2.30, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.04, 38.93, -9.50 	10.06, -2.32, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.04, 38.93, -9.50 	10.07, -2.32, -11.24 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-34.04, 38.93, -9.50 	10.09, -2.31, -11.24 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-34.03, 38.92, -9.49 	10.08, -2.31, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.03, 38.92, -9.49 	10.07, -2.31, -11.23 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-34.02, 38.92, -9.49 	10.05, -2.30, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.01, 38.92, -9.49 	10.08, -2.30, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.02, 38.92, -9.49 	10.08, -2.29, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.01, 38.93, -9.49 	10.08, -2.29, -11.24 	0.00, 10.00 	17,44,6,57		inf,-nan	0,0 	0
0       	-34.03, 38.94, -9.49 	10.10, -2.30, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.01, 38.93, -9.49 	10.08, -2.30, -11.23 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.01, 38.93, -9.48 	10.08, -2.30, -11.23 	0.00, 10.00 	17,44,6,57		-nan,-nan	0,0 	0
0       	-34.02, 38.94, -9.49 	10.08, -2.29, -11.24 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.00, 38.92, -9.48 	10.08, -2.31, -11.25 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.00, 38.92, -9.48 	10.08, -2.31, -11.24 	0.00, 10.00 	17,44,6,57		-nan,-nan	0,0 	0
0       	-34.00, 38.92, -9.47 	10.08, -2.33, -11.23 	0.00, 10.00 	17,44,6,57		-nan,inf	0,0 	0
0       	-33.99, 38.92, -9.47 	10.08, -2.35, -11.23 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-34.00, 38.92, -9.48 	10.07, -2.35, -11.23 	0.00, 10.00 	17,44,6,57		inf,inf	0,0 	0
0       	-33.99, 38.93, -9.47 	10.08, -2.35, -11.21 	0.00, 10.00 	17,44,6,58		inf,inf	0,0 	0
0       	-33.99, 38.92, -9.47 	10.08, -2.35, -11.22 	0.00, 10.00 	17,44,6,58		inf,-nan	0,0 	0
0       	-34.00, 38.93, -9.47 	10.09, -2.32, -11.24 	0.00, 10.00 	17,44,6,58		inf,inf	0,0 	0
0       	-34.00, 38.93, -9.47 	10.07, -2.33, -11.24 	0.00, 10.00 	17,44,6,58		-nan,inf	0,0 	0
0       	-33.99, 38.92, -9.47 	10.07, -2.33, -11.24 	0.00, 10.00 	17,44,6,58		inf,-nan	0,0 	0
0       	-33.99, 38.92, -9.47 	10.09, -2.35, -11.23 	0.00, 10.00 	17,44,6,58		-nan,inf	0,0 	0
0       	-33.98, 38.92, -9.47 	10.13, -2.38, -11.21 	0.00, 10.00 	17,44,6,58		inf,inf	0,0 	0
0       	-33.98, 38.91, -9.47 	10.12, -2.38, -11.22 	0.00, 10.00 	17,44,6,58		inf,inf	0,0 	0
0       	-33.98, 38.91, -9.46 	10.12, -2.38, -11.22 	0.00, 10.00 	17,44,6,58		-nan,-nan	0,0 	0
0       	-33.97, 38.92, -9.47 	10.12, -2.39, -11.21 	0.00, 10.00 	17,44,6,58		inf,inf	0,0 	0
