#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	24.60, 0.56, -10.34 	16.80, 4.06, -10.31 	0.00, 30.00 	17,13,6,637		0.00,0.00	0,0 	0
0       	-1.34, -6.91, -16.00 	-10.32, -8.41, -17.05 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-1.65, -7.14, -16.04 	-10.66, -9.13, -16.97 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-1.80, -7.37, -16.07 	-10.70, -9.82, -17.06 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-1.96, -7.64, -16.07 	-10.61, -10.59, -17.24 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-2.15, -7.78, -16.11 	-10.25, -11.30, -17.37 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-2.31, -8.20, -16.11 	-10.21, -11.92, -17.47 	0.00, 30.00 	17,13,6,641		inf,inf	0,0 	0
0       	-2.68, -8.89, -16.04 	-10.32, -12.66, -17.50 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-3.17, -9.64, -15.99 	-10.71, -13.53, -17.43 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-3.87, -10.33, -15.96 	-10.71, -14.32, -17.40 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-4.45, -10.93, -15.89 	-10.35, -14.53, -17.44 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-4.95, -11.28, -15.89 	-9.82, -14.35, -17.56 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.27, -11.43, -15.92 	-9.29, -14.37, -17.59 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.35, -11.40, -15.99 	-9.21, -14.49, -17.61 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.44, -11.47, -15.96 	-9.21, -14.53, -17.59 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.44, -11.65, -15.95 	-9.33, -14.43, -17.58 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.22, -11.69, -15.97 	-9.54, -14.39, -17.57 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.20, -11.60, -15.99 	-9.49, -14.41, -17.56 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.31, -11.76, -15.95 	-9.53, -14.45, -17.54 	0.00, 30.00 	17,13,6,642		inf,inf	0,0 	0
0       	-5.57, -11.87, -15.90 	-9.55, -14.43, -17.53 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-5.75, -11.87, -15.90 	-9.59, -14.43, -17.53 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.08, -11.87, -15.90 	-10.22, -14.27, -17.49 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.38, -11.88, -15.88 	-10.82, -14.05, -17.42 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.57, -11.78, -15.92 	-11.68, -13.50, -17.39 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.64, -11.56, -15.97 	-12.30, -13.38, -17.33 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.69, -11.32, -16.00 	-12.98, -13.58, -17.24 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.59, -11.18, -16.03 	-13.15, -13.62, -17.22 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.69, -11.02, -16.02 	-13.21, -13.58, -17.24 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.72, -10.92, -16.06 	-13.19, -13.49, -17.26 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.88, -10.78, -16.05 	-13.24, -13.33, -17.30 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.83, -10.65, -16.06 	-13.19, -13.15, -17.38 	0.00, 30.00 	17,13,6,643		inf,inf	0,0 	0
0       	-6.98, -10.56, -16.09 	-13.15, -12.89, -17.45 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-7.10, -10.37, -16.17 	-12.78, -12.53, -17.61 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-7.35, -10.24, -16.17 	-12.56, -12.10, -17.75 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-7.35, -10.10, -16.19 	-12.26, -11.82, -17.86 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-7.30, -9.90, -16.26 	-11.82, -11.40, -17.95 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.88, -9.50, -16.35 	-11.48, -11.16, -17.96 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.67, -9.14, -16.39 	-11.21, -10.98, -17.96 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.33, -8.76, -16.43 	-11.07, -10.71, -17.99 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.19, -8.42, -16.48 	-11.09, -10.30, -18.04 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.09, -8.05, -16.53 	-10.91, -9.86, -18.16 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.18, -7.69, -16.56 	-10.76, -9.38, -18.22 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-6.05, -7.48, -16.59 	-10.39, -8.64, -18.34 	0.00, 30.00 	17,13,6,644		inf,inf	0,0 	0
0       	-5.88, -7.09, -16.68 	-9.99, -7.94, -18.47 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-5.60, -6.55, -16.82 	-9.63, -7.23, -18.58 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-4.97, -5.91, -16.95 	-9.40, -6.80, -18.57 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-4.35, -5.50, -17.00 	-9.23, -6.30, -18.62 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.93, -5.22, -17.01 	-9.05, -5.94, -18.64 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.73, -4.89, -17.02 	-8.78, -5.68, -18.66 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.68, -4.76, -16.99 	-8.57, -5.43, -18.70 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.57, -4.79, -16.99 	-8.31, -5.31, -18.73 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.43, -4.70, -16.99 	-8.03, -5.26, -18.75 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.35, -4.70, -16.98 	-7.96, -5.09, -18.78 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.36, -4.69, -16.98 	-8.01, -5.01, -18.78 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.25, -4.67, -16.99 	-7.89, -4.95, -18.78 	0.00, 30.00 	17,13,6,645		inf,inf	0,0 	0
0       	-3.24, -4.58, -17.01 	-7.86, -4.92, -18.77 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-3.24, -4.58, -17.01 	-7.82, -4.93, -18.78 	0.00, 30.00 	17,13,6,646		-nan,inf	0,0 	0
0       	-3.06, -4.58, -17.01 	-7.75, -4.97, -18.77 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.96, -4.56, -17.01 	-7.68, -5.00, -18.78 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.87, -4.57, -17.01 	-7.73, -5.00, -18.78 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.83, -4.57, -17.02 	-7.68, -5.02, -18.80 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.84, -4.61, -17.01 	-7.76, -5.00, -18.79 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.91, -4.72, -16.99 	-7.72, -4.98, -18.82 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-3.02, -4.86, -16.97 	-7.76, -4.98, -18.80 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-3.07, -4.95, -16.99 	-7.75, -4.97, -18.83 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-3.12, -5.10, -16.98 	-7.74, -5.03, -18.83 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-3.05, -5.13, -16.99 	-7.71, -5.04, -18.85 	0.00, 30.00 	17,13,6,646		inf,inf	0,0 	0
0       	-2.99, -5.11, -17.02 	-7.74, -5.01, -18.85 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.84, -5.18, -17.02 	-7.65, -5.11, -18.86 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.87, -5.27, -17.01 	-7.71, -5.16, -18.88 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.97, -5.39, -16.99 	-7.73, -5.25, -18.88 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.02, -5.53, -16.98 	-7.72, -5.34, -18.90 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.07, -5.62, -17.00 	-7.71, -5.47, -18.90 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.08, -5.73, -17.02 	-7.53, -5.61, -18.94 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.02, -5.80, -17.05 	-7.43, -5.64, -18.98 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.02, -5.81, -17.11 	-7.45, -5.73, -19.00 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.96, -5.78, -17.15 	-7.42, -5.84, -19.03 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.92, -5.79, -17.19 	-7.42, -6.00, -19.08 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-2.98, -5.86, -17.20 	-7.45, -6.07, -19.06 	0.00, 30.00 	17,13,6,647		inf,inf	0,0 	0
0       	-3.01, -5.85, -17.20 	-7.55, -6.16, -19.06 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.88, -5.88, -17.22 	-7.42, -6.24, -19.09 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.91, -5.93, -17.23 	-7.35, -6.31, -19.10 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.85, -5.89, -17.24 	-7.26, -6.30, -19.13 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.90, -5.89, -17.26 	-7.11, -6.34, -19.13 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.90, -5.88, -17.29 	-7.11, -6.32, -19.15 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.80, -5.87, -17.30 	-7.12, -6.29, -19.17 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.82, -5.88, -17.33 	-7.01, -6.29, -19.17 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.89, -5.81, -17.34 	-7.02, -6.29, -19.17 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.77, -5.76, -17.36 	-7.07, -6.26, -19.20 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.68, -5.82, -17.36 	-6.96, -6.31, -19.19 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.62, -5.79, -17.36 	-6.94, -6.28, -19.21 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.62, -5.76, -17.37 	-6.94, -6.32, -19.21 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.55, -5.76, -17.38 	-6.85, -6.26, -19.23 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.47, -5.74, -17.38 	-6.85, -6.25, -19.23 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.50, -5.74, -17.39 	-6.88, -6.15, -19.25 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.45, -5.76, -17.38 	-6.86, -6.18, -19.27 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.50, -5.75, -17.40 	-6.77, -6.11, -19.28 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.52, -5.73, -17.43 	-6.72, -6.13, -19.29 	0.00, 30.00 	17,13,6,648		inf,inf	0,0 	0
0       	-2.48, -5.74, -17.44 	-6.72, -6.12, -19.30 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.45, -5.74, -17.44 	-6.74, -6.09, -19.29 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.44, -5.71, -17.44 	-6.71, -6.07, -19.31 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.37, -5.62, -17.46 	-6.74, -6.08, -19.31 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.27, -5.62, -17.44 	-6.77, -6.12, -19.29 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.24, -5.65, -17.46 	-6.82, -6.15, -19.31 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.28, -5.69, -17.46 	-6.78, -6.17, -19.31 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.36, -5.67, -17.46 	-6.78, -6.15, -19.33 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.31, -5.71, -17.44 	-6.83, -6.16, -19.33 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.35, -5.67, -17.47 	-6.72, -6.17, -19.34 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.28, -5.69, -17.49 	-6.74, -6.12, -19.36 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.26, -5.72, -17.48 	-6.73, -6.18, -19.38 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.24, -5.78, -17.46 	-6.69, -6.15, -19.41 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.33, -5.84, -17.45 	-6.83, -6.16, -19.42 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.30, -5.85, -17.44 	-6.79, -6.21, -19.45 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.42, -6.01, -17.44 	-6.99, -6.28, -19.45 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.57, -6.10, -17.43 	-7.06, -6.49, -19.42 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.83, -6.30, -17.40 	-6.92, -6.49, -19.44 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.86, -6.35, -17.40 	-7.09, -6.50, -19.48 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-2.98, -6.52, -17.37 	-7.55, -6.50, -19.47 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-3.09, -6.53, -17.38 	-8.26, -6.82, -19.32 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-3.12, -6.55, -17.36 	-8.73, -7.16, -19.19 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-3.18, -6.64, -17.34 	-9.04, -7.27, -19.14 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-3.08, -6.62, -17.32 	-9.18, -7.30, -19.11 	0.00, 30.00 	17,13,6,649		inf,inf	0,0 	0
0       	-3.17, -6.60, -17.29 	-9.12, -7.41, -19.09 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-3.25, -6.67, -17.27 	-9.02, -7.41, -19.09 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-3.55, -6.76, -17.26 	-9.07, -7.42, -19.07 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-3.65, -6.86, -17.27 	-9.34, -7.58, -19.05 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-3.91, -6.89, -17.26 	-9.69, -7.80, -18.96 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.03, -6.99, -17.23 	-9.95, -8.03, -18.91 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.10, -7.08, -17.22 	-9.97, -8.39, -18.81 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.08, -7.09, -17.20 	-9.97, -8.94, -18.73 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.21, -7.11, -17.15 	-10.25, -9.69, -18.48 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.08, -7.20, -17.07 	-10.75, -10.30, -18.20 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.08, -7.28, -17.03 	-11.13, -10.49, -17.95 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-3.99, -7.50, -16.96 	-10.99, -10.32, -17.89 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.23, -7.49, -16.94 	-10.80, -10.02, -17.96 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.26, -7.63, -16.88 	-10.58, -9.73, -18.02 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.42, -7.65, -16.87 	-10.59, -9.74, -18.01 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.41, -7.71, -16.87 	-10.53, -9.72, -18.01 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.35, -7.67, -16.86 	-10.55, -9.70, -18.04 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.30, -7.69, -16.84 	-10.69, -9.73, -18.02 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.25, -7.67, -16.84 	-10.65, -9.81, -17.99 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.24, -7.66, -16.85 	-10.74, -9.86, -18.00 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.26, -7.72, -16.85 	-10.68, -9.93, -17.96 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.28, -7.83, -16.82 	-10.63, -10.10, -17.93 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.28, -7.97, -16.82 	-10.42, -10.45, -17.93 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.33, -8.08, -16.79 	-10.05, -10.85, -17.98 	0.00, 30.00 	17,13,6,650		inf,inf	0,0 	0
0       	-4.37, -8.15, -16.79 	-10.28, -11.31, -17.94 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.38, -8.23, -16.77 	-10.51, -11.52, -17.93 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.31, -8.26, -16.79 	-10.50, -11.75, -17.88 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.31, -8.19, -16.80 	-10.67, -12.06, -17.77 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.38, -8.23, -16.79 	-10.36, -12.25, -17.70 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.21, -8.31, -16.82 	-10.09, -12.14, -17.75 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.13, -8.33, -16.79 	-9.82, -12.02, -17.84 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.18, -8.31, -16.77 	-9.82, -11.98, -17.85 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.18, -8.35, -16.75 	-10.08, -12.07, -17.85 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.18, -8.41, -16.75 	-10.20, -12.14, -17.85 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.23, -8.41, -16.75 	-10.46, -12.07, -17.88 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.13, -8.45, -16.75 	-10.54, -12.13, -17.87 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.16, -8.50, -16.74 	-11.16, -12.56, -17.69 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.14, -8.50, -16.76 	-12.61, -14.24, -17.12 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.10, -8.48, -16.77 	-15.50, -17.19, -15.98 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.17, -8.52, -16.76 	-14.04, -17.10, -16.06 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.11, -8.49, -16.76 	-9.63, -13.36, -17.46 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.16, -8.52, -16.76 	-7.47, -9.52, -18.42 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.02, -8.47, -16.78 	-5.40, -7.07, -18.86 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
0       	-4.13, -8.48, -16.79 	-4.25, -6.97, -18.79 	0.00, 30.00 	17,13,6,651		inf,inf	0,0 	0
