#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-2.33, -13.49, -14.46 	29.79, -13.94, -14.76 	0.00, 30.00 	13,40,47,211		0.00,0.00	0,0 	0
0       	15.36, -22.29, -11.97 	26.60, -19.44, -9.14 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	15.15, -22.36, -11.92 	25.88, -24.78, -5.79 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	14.39, -22.65, -11.78 	38.62, -15.43, -7.16 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.53, -22.99, -11.58 	57.02, 5.72, -12.36 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.13, -23.16, -11.28 	60.70, 10.95, -14.90 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.19, -23.54, -10.80 	49.81, -0.27, -14.50 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.37, -24.28, -10.26 	40.04, -10.13, -13.21 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.48, -24.84, -9.93 	35.33, -13.88, -12.46 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	13.18, -25.14, -9.61 	33.32, -15.20, -12.00 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	12.53, -25.25, -9.26 	32.01, -16.17, -11.40 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	11.68, -25.55, -8.92 	31.00, -17.26, -10.57 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	10.89, -25.84, -8.67 	29.68, -18.43, -9.47 	0.00, 30.00 	13,40,47,214		inf,inf	0,0 	0
0       	10.37, -25.89, -8.60 	28.58, -19.28, -8.32 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.12, -25.71, -8.67 	27.85, -19.76, -7.57 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.18, -25.56, -8.79 	27.96, -19.67, -7.49 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.30, -25.41, -8.83 	30.08, -18.27, -8.02 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.46, -25.34, -8.82 	33.29, -16.08, -8.63 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.48, -25.32, -8.84 	35.34, -14.32, -8.93 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.55, -25.39, -8.80 	35.34, -14.32, -8.93 	0.00, 30.00 	13,40,47,215		inf,-nan	0,0 	0
0       	10.59, -25.49, -8.75 	22.27, -12.30, 3.31 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.43, -25.66, -8.60 	-7.22, 37.33, 25.48 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	10.16, -25.77, -8.50 	-7.22, 37.33, 25.48 	0.00, 30.00 	13,40,47,215		inf,-nan	0,0 	0
0       	9.74, -25.88, -8.43 	-42.30, 26.78, -14.31 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	9.25, -25.82, -8.48 	-5.37, 40.17, -6.29 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	8.72, -25.67, -8.55 	-47.34, 49.52, 24.76 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	8.00, -25.11, -8.51 	11.98, 38.54, -23.64 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	7.26, -24.66, -8.32 	91.84, 52.25, 12.30 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	6.43, -24.29, -8.05 	-18.90, -32.49, 33.82 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	5.43, -23.81, -7.72 	-55.59, 37.43, 10.74 	0.00, 30.00 	13,40,47,215		inf,inf	0,0 	0
0       	4.82, -23.29, -7.44 	54.80, 47.87, -10.07 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	4.29, -23.07, -7.32 	48.58, 19.13, -5.10 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	3.65, -22.89, -7.29 	33.02, -11.88, -0.77 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	3.01, -22.74, -7.29 	18.44, -25.98, -1.20 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	2.56, -22.63, -7.29 	18.04, -29.26, -2.04 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	2.33, -22.42, -7.37 	21.39, -28.90, -2.08 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	2.06, -22.22, -7.40 	23.83, -28.34, -1.89 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	1.73, -22.02, -7.41 	27.40, -27.50, -1.33 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	1.49, -21.81, -7.34 	33.00, -25.65, -3.16 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	1.25, -21.65, -7.33 	35.26, -23.75, -6.73 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	0.98, -21.44, -7.31 	31.76, -23.23, -9.46 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	0.53, -21.32, -7.26 	32.86, -21.07, -11.53 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	-0.10, -21.33, -7.25 	32.02, -19.67, -13.25 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	-0.69, -21.28, -7.29 	25.71, -20.97, -12.92 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	-1.17, -21.12, -7.40 	17.13, -24.34, -11.45 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	-1.47, -20.96, -7.44 	11.57, -26.66, -10.80 	0.00, 30.00 	13,40,47,216		inf,inf	0,0 	0
0       	-1.68, -20.87, -7.42 	10.18, -26.52, -11.27 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-1.81, -20.76, -7.43 	9.99, -26.10, -11.81 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-1.83, -20.69, -7.44 	9.33, -25.93, -12.08 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-1.90, -20.63, -7.45 	8.42, -25.91, -12.23 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-1.86, -20.64, -7.45 	7.84, -25.43, -12.54 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-1.89, -20.66, -7.46 	8.38, -24.03, -13.31 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.02, -20.67, -7.49 	9.40, -22.20, -14.20 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.16, -20.69, -7.49 	9.03, -21.98, -14.32 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.31, -20.68, -7.52 	7.23, -22.77, -13.68 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.44, -20.66, -7.58 	5.27, -23.14, -13.04 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.54, -20.48, -7.69 	2.73, -22.82, -12.45 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.76, -20.28, -7.80 	-0.48, -22.96, -11.62 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-2.92, -20.17, -7.87 	-3.48, -23.12, -10.76 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-3.13, -20.12, -7.88 	-4.35, -22.91, -10.25 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-3.24, -20.13, -7.89 	-4.33, -22.22, -10.12 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-3.31, -20.20, -7.90 	-3.92, -21.28, -10.15 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-3.31, -20.27, -7.89 	-3.52, -20.35, -10.25 	0.00, 30.00 	13,40,47,217		inf,inf	0,0 	0
0       	-3.42, -20.09, -7.92 	-3.68, -19.70, -10.15 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.67, -19.95, -7.90 	-4.99, -19.45, -9.48 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.93, -20.14, -7.75 	-6.52, -19.37, -8.65 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.29, -20.36, -7.74 	-7.85, -19.41, -7.87 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	0.06, -19.49, -8.18 	-9.57, -19.77, -6.35 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	5.75, -16.51, -9.25 	-10.90, -20.18, -3.73 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	11.00, -11.44, -11.01 	-9.51, -20.01, -1.71 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-2.00, -16.67, -8.34 	-6.46, -19.42, -2.32 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-5.01, -17.82, -7.38 	-7.28, -19.63, -3.97 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-5.32, -18.12, -7.38 	-11.07, -20.43, -3.46 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-4.81, -18.29, -7.55 	-13.16, -20.52, -2.39 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-4.41, -18.46, -7.71 	-13.80, -20.19, -1.81 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-4.04, -18.56, -7.87 	-14.16, -19.88, -1.38 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.78, -18.71, -7.98 	-13.77, -19.31, -1.05 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.58, -19.06, -8.19 	-12.35, -18.15, -1.20 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.40, -19.76, -8.44 	-10.02, -16.57, -1.92 	0.00, 30.00 	13,40,47,218		inf,inf	0,0 	0
0       	-3.60, -20.50, -7.84 	-7.70, -15.04, -2.94 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.05, -20.45, -7.11 	-6.26, -14.09, -3.51 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.31, -19.89, -7.19 	-6.52, -13.83, -3.19 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.53, -19.01, -7.50 	-8.33, -14.18, -2.07 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.63, -18.24, -7.77 	-9.97, -14.99, -0.73 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.47, -17.44, -8.05 	-7.76, -16.21, -0.10 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.36, -16.40, -8.43 	1.11, -18.15, -1.10 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.06, -14.22, -9.15 	11.24, -19.95, -3.16 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.16, -13.22, -9.43 	9.68, -19.43, -2.89 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.62, -12.94, -9.43 	-1.85, -17.75, 1.61 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.31, -12.87, -9.38 	-9.37, -16.27, 4.68 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.86, -12.54, -9.43 	-8.22, -15.30, 4.03 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.83, -11.97, -9.57 	2.24, -14.13, 1.28 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.17, -11.58, -9.91 	7.29, -14.59, -0.05 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-4.84, -11.43, -10.24 	3.80, -14.73, 0.40 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.27, -11.42, -10.31 	1.38, -14.74, 0.26 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-5.85, -11.59, -10.16 	1.22, -15.25, 0.15 	0.00, 30.00 	13,40,47,219		inf,inf	0,0 	0
0       	-6.13, -11.80, -10.02 	1.08, -15.97, 0.58 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-5.98, -11.99, -9.95 	0.84, -16.50, 1.07 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-5.75, -12.03, -9.96 	0.43, -16.89, 1.49 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-5.43, -12.02, -9.99 	-0.64, -17.70, 2.04 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-4.86, -12.11, -10.04 	-3.28, -20.12, 2.89 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-3.63, -12.37, -10.22 	-1.14, -22.30, -0.27 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-1.45, -12.78, -10.80 	1.36, -20.66, -3.49 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-1.26, -13.26, -11.00 	0.21, -18.17, -4.02 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-1.65, -13.81, -11.14 	-1.37, -16.82, -3.45 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-1.81, -13.95, -11.39 	-2.67, -15.57, -3.59 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-1.43, -13.52, -11.67 	-3.71, -14.51, -4.03 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	-0.74, -13.04, -11.88 	-3.35, -13.74, -4.55 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	0.17, -12.83, -12.19 	-2.36, -13.47, -4.83 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	1.06, -12.90, -12.45 	-2.06, -13.23, -4.86 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	2.22, -13.17, -12.63 	-1.55, -12.91, -4.76 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	2.96, -14.01, -12.63 	-0.51, -12.54, -4.69 	0.00, 30.00 	13,40,47,220		inf,inf	0,0 	0
0       	2.99, -15.81, -12.21 	1.23, -12.04, -4.90 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	1.78, -18.03, -11.59 	3.27, -11.32, -5.44 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	1.46, -18.49, -11.40 	5.55, -10.66, -6.24 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	2.27, -18.26, -11.63 	6.90, -10.16, -6.55 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	3.08, -18.10, -12.18 	5.40, -10.28, -6.14 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	3.42, -17.86, -12.54 	2.64, -10.72, -5.19 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	3.70, -17.78, -12.62 	2.15, -10.71, -4.45 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	3.91, -17.83, -12.56 	3.60, -10.25, -4.15 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.13, -17.99, -12.54 	5.34, -9.93, -4.05 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.40, -18.11, -12.55 	7.15, -9.74, -3.92 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.42, -18.38, -12.48 	8.69, -9.66, -3.61 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.47, -18.85, -12.36 	9.83, -9.86, -3.11 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.35, -19.29, -12.27 	10.44, -10.39, -2.53 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.52, -19.60, -12.21 	11.16, -11.31, -1.92 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	4.72, -19.86, -12.28 	12.96, -12.85, -0.97 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	5.24, -19.88, -12.41 	13.46, -14.57, -1.52 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	5.78, -20.03, -12.61 	6.41, -17.81, -3.21 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	6.21, -20.37, -12.80 	-5.62, -19.81, -3.79 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	6.72, -21.13, -12.82 	-12.26, -19.40, -3.67 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	6.77, -22.67, -12.59 	-13.42, -18.20, -3.88 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	6.21, -24.90, -12.30 	-13.15, -16.13, -4.49 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	5.43, -25.99, -11.97 	-11.79, -14.66, -5.72 	0.00, 30.00 	13,40,47,221		inf,inf	0,0 	0
0       	5.02, -25.95, -11.83 	-7.42, -15.30, -6.96 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.08, -25.70, -11.83 	-3.44, -17.50, -6.34 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.17, -25.42, -11.99 	-0.33, -19.30, -4.87 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.17, -24.88, -12.12 	3.57, -19.36, -4.31 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.08, -24.45, -12.31 	6.99, -18.71, -4.37 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.22, -24.33, -12.44 	8.23, -18.23, -4.76 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	5.15, -24.21, -12.44 	9.07, -18.02, -5.46 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	4.93, -24.32, -12.31 	10.28, -18.13, -5.95 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	4.36, -24.26, -12.24 	8.46, -19.64, -4.85 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	3.50, -24.63, -12.10 	3.84, -22.15, -2.65 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	2.84, -25.14, -12.10 	0.03, -23.74, -1.17 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	2.24, -25.28, -12.10 	-0.86, -23.50, -1.27 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	2.01, -25.18, -12.22 	1.23, -22.15, -2.35 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	2.09, -25.11, -12.27 	6.07, -20.41, -3.93 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	2.01, -24.94, -12.43 	11.66, -18.62, -6.18 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.97, -25.00, -12.42 	11.77, -18.24, -7.08 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.96, -24.98, -12.47 	10.63, -18.20, -7.04 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.80, -24.99, -12.45 	9.83, -18.20, -7.08 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.60, -25.00, -12.45 	8.87, -18.12, -7.18 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.65, -24.86, -12.47 	6.98, -17.42, -7.44 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.44, -24.65, -12.54 	8.17, -14.21, -7.41 	0.00, 30.00 	13,40,47,222		inf,inf	0,0 	0
0       	1.29, -24.64, -12.58 	11.29, -12.96, -8.10 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	0.74, -24.58, -12.60 	14.93, -12.71, -9.13 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-0.12, -24.47, -12.70 	17.64, -13.06, -9.76 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-0.83, -24.62, -12.68 	19.03, -13.59, -9.74 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-1.36, -24.97, -12.67 	19.70, -14.04, -9.29 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-1.44, -24.91, -12.67 	19.89, -14.36, -8.66 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-1.38, -24.27, -12.61 	20.51, -14.34, -8.24 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-1.00, -23.84, -12.46 	21.62, -13.92, -8.12 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-0.88, -23.63, -12.25 	22.58, -13.86, -8.06 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
0       	-0.87, -23.30, -12.14 	23.44, -14.20, -8.05 	0.00, 30.00 	13,40,47,223		inf,inf	0,0 	0
