#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

0       	-6.52, -5.93, -11.54 	-9.23, -9.86, -13.50 	0.00, 30.00 	13,41,34,654		0.00,0.00	0,0 	0
0       	-22.26, -18.74, -10.76 	-20.89, -19.72, -10.93 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.25, -18.77, -10.72 	-22.43, -19.45, -11.21 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.26, -18.79, -10.75 	-24.64, -19.48, -10.89 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.34, -19.06, -10.71 	-25.50, -18.99, -10.83 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.50, -19.24, -10.84 	-25.66, -18.40, -10.59 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.71, -19.28, -11.09 	-25.81, -18.16, -10.20 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-22.87, -19.33, -11.33 	-25.91, -18.03, -9.95 	0.00, 30.00 	13,41,34,655		inf,inf	0,0 	0
0       	-23.07, -19.23, -11.43 	-25.87, -17.88, -9.78 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.07, -19.19, -11.46 	-25.57, -17.85, -9.54 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.21, -19.18, -11.49 	-24.99, -18.01, -9.38 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.34, -19.13, -11.51 	-24.60, -18.13, -9.29 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.45, -19.12, -11.46 	-24.52, -18.11, -9.22 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.59, -18.97, -11.51 	-24.48, -18.10, -9.12 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.67, -18.84, -11.61 	-24.70, -18.08, -8.98 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.81, -18.83, -11.72 	-24.97, -18.09, -8.83 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-24.05, -18.73, -11.90 	-25.06, -18.14, -8.71 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.98, -18.48, -12.16 	-25.23, -18.20, -8.63 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.72, -17.93, -12.42 	-25.36, -18.25, -8.54 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.45, -17.60, -12.66 	-25.57, -18.42, -8.42 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.07, -17.32, -12.81 	-26.55, -19.03, -8.02 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-22.94, -16.98, -12.98 	-28.76, -20.86, -7.00 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-22.82, -16.71, -13.12 	-29.48, -23.21, -6.42 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.00, -16.53, -13.26 	-29.55, -24.87, -8.19 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.14, -16.43, -13.43 	-30.23, -24.08, -10.20 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-23.06, -16.23, -13.64 	-30.57, -22.73, -11.73 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-22.62, -15.76, -13.97 	-30.03, -21.38, -13.39 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-21.83, -15.06, -14.35 	-29.25, -19.93, -14.97 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-20.75, -14.34, -14.75 	-28.50, -18.83, -16.02 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-20.11, -13.83, -14.96 	-27.01, -15.85, -16.58 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-20.30, -13.83, -14.82 	-25.06, -12.92, -17.42 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-20.65, -13.94, -14.64 	-23.46, -11.79, -18.21 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-20.85, -14.09, -14.51 	-23.58, -13.23, -18.50 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-21.08, -14.29, -14.48 	-26.37, -16.52, -17.89 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-21.41, -14.48, -14.33 	-28.60, -17.27, -17.21 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-22.12, -15.04, -14.09 	-29.94, -17.50, -16.72 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-24.03, -16.34, -13.62 	-31.33, -17.71, -16.21 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-27.34, -19.07, -12.81 	-37.31, -19.98, -12.85 	0.00, 30.00 	13,41,34,656		inf,inf	0,0 	0
0       	-27.76, -19.96, -12.47 	-27.63, -26.50, -2.69 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-21.14, -19.40, -12.54 	-18.14, -30.16, -4.12 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-17.61, -19.54, -11.17 	-24.37, -26.83, -10.64 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-21.12, -20.85, -9.37 	-36.95, -21.54, -11.67 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.59, -22.07, -9.31 	-37.87, -20.16, -11.72 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.25, -22.09, -10.21 	-36.86, -20.48, -11.80 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.17, -21.87, -10.77 	-36.01, -20.71, -11.87 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.29, -21.79, -11.00 	-34.77, -20.32, -11.86 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.60, -21.58, -11.34 	-33.81, -19.74, -11.69 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.87, -21.11, -12.03 	-33.20, -19.29, -11.47 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.50, -19.68, -12.99 	-32.67, -18.95, -11.23 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.12, -18.79, -13.26 	-32.29, -18.65, -10.96 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.62, -19.17, -12.80 	-32.20, -18.34, -10.53 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.26, -19.24, -12.39 	-32.10, -17.99, -10.05 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.18, -19.03, -12.11 	-32.12, -17.47, -9.62 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.24, -18.95, -11.93 	-31.70, -16.81, -9.67 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.26, -18.80, -11.86 	-30.46, -16.35, -10.25 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.52, -18.69, -11.85 	-29.58, -15.98, -10.98 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-24.95, -18.45, -11.85 	-29.70, -15.63, -11.29 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.47, -17.95, -12.00 	-30.28, -15.37, -11.31 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.82, -17.44, -12.25 	-30.84, -15.15, -11.25 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-25.85, -17.04, -12.47 	-31.35, -14.97, -11.18 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.07, -16.66, -12.49 	-31.68, -14.80, -11.12 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.20, -16.54, -12.25 	-31.77, -14.70, -11.11 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.59, -16.60, -11.88 	-31.72, -14.62, -11.17 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.86, -16.52, -11.92 	-31.61, -14.46, -11.30 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.39, -15.97, -12.66 	-31.57, -14.16, -11.43 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-26.33, -15.97, -13.15 	-31.76, -13.74, -11.44 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-27.50, -16.30, -13.32 	-32.12, -13.36, -11.37 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-28.62, -16.30, -13.17 	-32.41, -13.16, -11.38 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-28.80, -16.10, -12.76 	-32.69, -13.07, -11.38 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-28.88, -16.05, -12.31 	-32.84, -13.02, -11.34 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-29.31, -16.00, -11.82 	-33.04, -13.08, -11.21 	0.00, 30.00 	13,41,34,657		inf,inf	0,0 	0
0       	-29.81, -16.02, -11.13 	-33.24, -13.13, -11.10 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-30.14, -16.24, -10.56 	-33.43, -13.32, -11.00 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-30.14, -16.24, -10.56 	-33.76, -13.64, -10.81 	0.00, 30.00 	13,41,34,658		-nan,inf	0,0 	0
0       	-30.14, -16.24, -10.56 	-34.47, -13.68, -10.47 	0.00, 30.00 	13,41,34,658		-nan,inf	0,0 	0
0       	-41.91, -26.73, 3.60 	-34.47, -13.68, -10.47 	0.00, 30.00 	13,41,34,658		inf,-nan	0,0 	0
0       	-45.99, -15.37, 12.49 	-36.55, -14.05, -7.63 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-42.41, -16.46, 2.28 	-34.64, -13.16, -8.06 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-38.18, -16.11, -7.97 	-32.84, -13.75, -9.97 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-34.83, -15.68, -10.52 	-32.64, -14.68, -11.17 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-29.10, -15.53, -11.50 	-33.85, -15.38, -11.15 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-22.99, -15.10, -11.83 	-35.06, -15.83, -10.71 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-19.33, -14.47, -11.82 	-35.40, -16.07, -10.58 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-19.44, -13.89, -11.80 	-34.99, -16.11, -10.73 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-25.50, -13.67, -11.13 	-34.61, -15.95, -10.97 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-31.31, -12.28, -10.37 	-34.51, -15.67, -11.10 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-31.05, -10.60, -11.17 	-34.73, -15.32, -11.15 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-29.88, -9.84, -11.74 	-34.96, -15.05, -11.21 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-28.47, -9.60, -11.89 	-35.19, -14.95, -11.31 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-27.02, -9.01, -12.24 	-35.38, -14.80, -11.37 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-26.05, -8.30, -12.45 	-35.58, -14.68, -11.42 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-25.09, -7.79, -12.45 	-35.76, -14.56, -11.42 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-24.19, -7.41, -12.33 	-35.93, -14.43, -11.40 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-23.83, -6.82, -12.26 	-36.13, -14.34, -11.36 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-23.99, -6.10, -12.12 	-36.27, -14.19, -11.38 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-23.94, -5.50, -11.98 	-36.64, -14.02, -11.33 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-23.49, -4.92, -11.88 	-36.98, -13.71, -11.30 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-22.64, -4.14, -11.86 	-37.37, -13.26, -11.37 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-21.27, -3.04, -11.94 	-37.72, -12.83, -11.45 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-19.78, -2.17, -11.81 	-38.07, -12.36, -11.51 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-18.45, -1.66, -11.47 	-38.43, -11.82, -11.55 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-17.06, -0.90, -11.29 	-38.68, -11.31, -11.53 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-15.80, 0.07, -11.41 	-38.90, -10.80, -11.48 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-14.61, 0.88, -11.57 	-39.08, -10.44, -11.44 	0.00, 30.00 	13,41,34,658		inf,inf	0,0 	0
0       	-13.18, 1.56, -11.64 	-39.32, -10.14, -11.40 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-11.55, 2.36, -11.76 	-39.55, -9.84, -11.36 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-9.71, 3.17, -11.90 	-39.80, -9.56, -11.36 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-7.70, 3.79, -11.88 	-40.02, -9.32, -11.36 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-5.77, 4.23, -11.76 	-40.24, -9.08, -11.36 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-3.96, 4.52, -11.66 	-40.46, -8.84, -11.39 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-2.38, 4.63, -11.54 	-40.64, -8.56, -11.42 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-1.08, 4.46, -11.32 	-40.79, -8.29, -11.44 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	-0.11, 4.18, -11.15 	-40.90, -8.01, -11.44 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.55, 4.08, -11.15 	-40.97, -7.71, -11.45 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	1.15, 4.37, -11.29 	-41.13, -7.45, -11.46 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	1.82, 4.94, -11.40 	-41.32, -7.15, -11.50 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.48, 5.28, -11.32 	-41.50, -6.86, -11.54 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.76, 5.03, -11.09 	-41.71, -6.54, -11.60 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.89, 4.59, -10.82 	-41.99, -6.21, -11.65 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	3.03, 4.34, -10.64 	-42.21, -5.85, -11.70 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	3.09, 4.19, -10.56 	-42.35, -5.45, -11.79 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	3.11, 3.98, -10.49 	-42.44, -5.04, -11.88 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.98, 3.69, -10.30 	-42.50, -4.63, -11.97 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.73, 3.53, -9.95 	-42.57, -4.25, -12.02 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.42, 3.47, -9.70 	-42.58, -3.88, -12.06 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	2.01, 3.48, -9.50 	-42.63, -3.45, -12.10 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	1.48, 3.48, -9.24 	-42.64, -2.99, -12.12 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	1.12, 3.52, -9.02 	-42.68, -2.55, -12.15 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.98, 3.55, -8.91 	-42.72, -2.14, -12.19 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.93, 3.65, -8.90 	-42.74, -1.76, -12.26 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.96, 3.73, -8.87 	-42.84, -1.46, -12.31 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.83, 3.69, -8.76 	-42.89, -1.23, -12.31 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.68, 3.60, -8.64 	-42.89, -0.97, -12.26 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.61, 3.58, -8.57 	-42.84, -0.64, -12.21 	0.00, 30.00 	13,41,34,659		inf,inf	0,0 	0
0       	0.60, 3.66, -8.53 	-42.75, -0.21, -12.16 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.63, 3.74, -8.48 	-42.63, 0.23, -12.10 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.67, 3.81, -8.43 	-42.55, 0.69, -12.03 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.56, 3.93, -8.39 	-42.52, 1.10, -12.00 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.41, 4.00, -8.38 	-42.49, 1.49, -11.97 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.34, 3.98, -8.35 	-42.55, 1.87, -11.93 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.23, 3.99, -8.38 	-42.53, 2.22, -11.84 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	0.06, 3.98, -8.44 	-42.44, 2.58, -11.77 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.09, 3.99, -8.42 	-42.37, 2.91, -11.68 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.13, 4.03, -8.41 	-42.27, 3.23, -11.63 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.12, 4.12, -8.46 	-42.18, 3.51, -11.58 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.28, 4.20, -8.46 	-42.20, 3.74, -11.54 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.50, 4.22, -8.34 	-42.27, 3.92, -11.48 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.64, 4.27, -8.24 	-42.32, 4.14, -11.46 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.69, 4.30, -8.20 	-42.38, 4.32, -11.44 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.70, 4.31, -8.15 	-42.43, 4.52, -11.44 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.69, 4.33, -8.09 	-42.51, 4.66, -11.45 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.66, 4.33, -8.04 	-42.57, 4.77, -11.45 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.56, 4.34, -7.99 	-42.56, 4.86, -11.45 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.54, 4.35, -7.93 	-42.57, 4.98, -11.42 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.43, 4.34, -7.86 	-42.56, 5.10, -11.40 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.40, 4.31, -7.84 	-42.59, 5.20, -11.35 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.51, 4.28, -7.90 	-42.61, 5.30, -11.31 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.63, 4.29, -7.93 	-42.64, 5.45, -11.28 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.70, 4.25, -7.92 	-42.67, 5.62, -11.24 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.73, 4.27, -7.91 	-42.69, 5.79, -11.21 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.77, 4.26, -7.91 	-42.74, 5.96, -11.17 	0.00, 30.00 	13,41,34,660		inf,inf	0,0 	0
0       	-0.74, 4.26, -7.92 	-42.73, 6.17, -11.17 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.72, 4.26, -7.92 	-42.71, 6.32, -11.15 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.72, 4.25, -7.91 	-42.69, 6.45, -11.12 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.68, 4.24, -7.91 	-42.66, 6.55, -11.08 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.68, 4.25, -7.91 	-42.65, 6.64, -11.06 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.67, 4.24, -7.90 	-42.62, 6.70, -11.03 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.64, 4.27, -7.89 	-42.58, 6.76, -11.01 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
0       	-0.58, 4.25, -7.88 	-42.61, 6.81, -10.97 	0.00, 30.00 	13,41,34,661		inf,inf	0,0 	0
